AID	CLUSTER2	GSWGT3	GSWGT3_2
93572393	118	3862.0151	3383.8398
93572443	119	 	1651.4189
93572448	119	 	5366.5478
93572462	114	 	4714.9077
93572668	114	4338.1476	3960.8281
93572802	116	5228.6738	4743.7481
93572804	116	 	6001.6705
93572808	116	5496.1283	5114.2082
93572910	115	5688.3231	4984.0236
93572941	119	 	5616.4165
93572948	119	 	5366.5478
93572971	120	6011.8381	5425.4298
93572975	120	 	1973.8081
93572977	120	2194.4282	1990.4782
93572988	113	1766.3512	1547.6505
93572993	118	 	2120.0112
93573039	187	 	4204.8212
93573115	185	2344.5671	2181.6456
93573118	185	3039.5983	2820.5124
93573190	188	5276.3858	5056.4769
93573223	181	2887.7429	2719.9503
93573496	188	6925.1076	6067.6756
93573618	185	3055.7755	2856.9152
93573631	187	910.8978	812.2872
93573639	187	4686.0988	4278.5155
93573694	188	4937.711	4476.3555
93573699	188	5496.9562	5088.1903
93573916	185	4750.4466	4359.5631
93573940	189	3305.6134	3018.1007
93573942	189	2924.5767	2734.2544
93573945	189	 	3066.7819
93573949	189	3380.2811	3066.7819
93573950	182	4947.9931	4540.8547
93573951	182	3601.9453	3451.8235
93573959	182	4088.7548	3709.5492
93573994	188	6482.4264	6688.055
93574023	161	1609.9982	1452.9553
93574109	166	931.1899	861.9445
93574203	166	 	1325.1562
93574247	169	 	4436.5425
93574300	166	 	7824.928
93574305	166	878.8317	811.1165
93574336	167	4130.6299	3771.3597
93574426	161	7257.4866	6626.2515
93574434	167	 	5177.5816
93574504	166	872.9691	791.4031
93574520	161	7239.1956	6717.4141
93574605	166	4152.7807	3711.1961
93574632	167	1879.9122	1705.1934
93574688	163	 	7954.9639
93574791	168	7805.2482	7242.6672
93574818	165	1565.6391	1330.1782
93574885	163	 	8851.3943
93574894	168	7377.468	6693.2556
93574917	165	 	3147.7229
93574932	167	4167.5196	3778.127
93575016	125	 	5611.9751
93575021	121	 	6548.9392
93575027	121	5240.9089	4869.0416
93575076	130	5689.9687	5162.2609
93575084	123	2360.0919	2104.5966
93575117	125	4932.0091	4726.453
93575122	121	5240.9089	4869.0416
93575124	121	 	6548.9392
93575132	127	 	4409.0505
93575154	122	 	6172.1962
93575158	122	 	6113.6429
93575181	123	 	2822.7107
93575184	123	2637.1478	2441.0436
93575232	127	 	3234.6887
93575233	127	 	3030.3678
93575244	129	1003.7991	921.6173
93575248	129	1577.8018	1431.1611
93575249	129	900.7356	831.3326
93575275	130	3076.3496	2961.4465
93575287	123	4178.9005	3726.5074
93575290	128	1423.2748	1322.2867
93575309	126	3313.7669	3006.4364
93575329	121	2230.352	2121.5968
93575336	127	4470.2735	3916.7867
93575354	122	4437.0791	4117.2665
93575384	123	 	4738.0634
93575385	123	4357.9461	4055.1171
93575389	123	4451.2973	4064.1364
93575392	128	4067.6516	3713.8591
93575395	128	4807.9587	4212.6614
93575398	128	3651.1567	3397.4417
93575400	126	3690.3444	3536.5384
93575403	126	3462.0732	3236.7724
93575407	126	 	5446.8949
93575425	121	5240.9089	4869.0416
93575621	121	 	4840.3943
93575624	121	 	2785.2348
93575625	121	5240.9089	4869.0416
93575804	126	4053.1216	3751.5363
93575809	126	2701.3242	2513.6121
93575820	121	1261.2673	1158.0063
93575835	127	4470.2735	3916.7867
93575908	126	 	4011.8354
93575910	125	 	5792.8659
93575924	121	1261.2673	1158.0063
93575946	129	1003.7991	921.6173
93575948	129	 	2300.0497
93575964	124	 	5053.4291
93575980	123	6937.7795	6078.7786
93575983	123	 	3052.4905
93575998	128	 	4597.2558
93576009	176	5038.1729	4828.1922
93576037	177	4681.5498	4274.3622
93576040	179	2573.4209	2381.9374
93576196	178	523.4712	467.8081
93576206	176	6439.3714	5642.0809
93576251	172	 	4690.4559
93576265	174	4338.0222	3960.7137
93576343	179	3024.7017	2650.1983
93576458	172	5337.9573	4842.8963
93576488	173	 	4996.0743
93576493	178	 	610.3503
93576534	177	 	5203.0166
93576538	177	4681.5498	4274.3622
93576563	174	3438.5903	3199.6464
93576574	180	5749.9577	5038.0269
93576638	177	 	5203.0166
93576682	173	4278.7518	3881.9253
93576741	179	2252.123	2105.5619
93576794	178	525.4022	476.3112
93576803	176	4409.3651	4091.5501
93576840	179	2365.8356	2250.8617
93576898	178	5635.4941	5112.8385
93576924	171	4596.66	4265.3453
93577057	192	 	4960.9355
93577121	191	 	1268.8091
93577123	191	3345.7948	3070.491
93577126	191	 	3709.2411
93577151	192	 	4068.9438
93577157	192	4439.7829	4028.0218
93577184	193	6331.7239	6067.8305
93577225	191	614.6869	567.3244
93577262	194	 	4520.9546
93577320	191	 	1268.8091
93577321	191	1649.9363	1473.3639
93577328	191	4104.489	3709.2411
93577658	192	3431.3752	3110.7644
93577680	193	6331.7239	6067.8305
93577922	191	2629.0303	2303.517
93577953	192	 	4960.9355
93578019	155	4970.9517	4625.5256
93578025	151	 	1338.9601
93578040	159	 	6469.4447
93578082	153	1754.1313	1544.7575
93578101	156	5017.6716	4474.4761
93578116	155	4799.7506	4459.1856
93578142	159	 	6614.3846
93578168	154	3628.0866	3437.7531
93578170	160	 	17775.9782
93578217	155	3301.9054	2993.3915
93578231	157	5493.6058	5264.6436
93578249	159	6036.1445	5476.3311
93578290	158	5538.9149	5057.1561
93578309	156	1688.3191	1531.4069
93578314	155	7160.031	6861.6156
93578315	155	4854.942	4338.6933
93578347	159	7383.6513	6469.4447
93578380	153	1080.7927	1004.1053
93578413	155	 	7684.2434
93578435	157	 	4735.5509
93578443	159	6257.786	5822.9391
93578447	159	7383.6513	6469.4447
93578486	153	 	1004.1053
93578493	158	4576.8366	4246.9507
93578500	156	1559.2314	1443.2835
93578507	156	3517.6353	3268.0425
93578536	157	5938.3466	5496.7579
93578537	157	3423.0268	3103.196
93578548	159	6257.786	5822.9391
93578609	156	1473.211	1313.7264
93578685	153	 	1160.9818
93578693	158	4187.286	3798.9423
93578735	157	5199.4991	4824.7334
93578741	159	 	8911.6523
93578861	154	3564.0732	3311.1853
93578897	158	4187.286	3798.9423
93578937	157	903.0196	835.869
93578961	154	3894.4579	3533.2721
93579233	107	7698.8967	7067.8311
93579234	107	3816.3933	3459.8083
93579239	107	6807.6071	6174.9088
93579260	104	2712.1173	2516.6353
93579266	104	2948.2983	2743.4242
93579267	104	 	2971.7488
93579273	110	6884.273	6245.8012
93579278	110	10333.6	9615.5292
93579292	108	 	4712.7911
93579293	108	4269.4729	3951.7894
93579298	108	 	5070.2559
93579331	107	 	3955.5543
93579333	107	4933.8089	4399.6921
93579336	107	6633.5806	5915.4524
93579339	107	6640.9721	5963.7836
93579379	110	6884.273	6245.8012
93579934	107	4089.8459	3785.7158
93579938	107	5582.0963	4988.5258
93579945	109	3758.3234	3449.0752
93579948	109	3280.9996	3102.6521
93579949	109	3026.9393	2763.6649
93579958	102	9533.0759	8603.7575
93579959	102	12029.8262	11375.913
93579961	104	3224.1721	3048.9136
93579963	104	2948.2983	2743.4242
93579966	104	 	2799.4706
93579977	110	9400.1727	9008.3927
93579982	103	5327.3428	4833.2662
93579984	103	5573.3334	5270.38
93579988	103	6384.1487	5858.8383
93579993	108	4177.4306	4003.3238
93579994	108	3551.1211	3242.2549
93579995	108	3849.1776	3639.9453
93579999	108	3551.1211	3242.2549
93593001	186	9656.1416	8460.5668
93606129	371	4629.3701	4307.6801
93606726	371	4629.3701	4307.6801
93606824	371	781.0652	708.4731
93608178	360	4918.3027	4563.8048
93614072	370	 	6831.1751
93614271	370	4600.7189	4174.032
93614277	370	5747.7015	5508.149
93614974	370	5615.8773	5211.1002
93614977	370	914.0144	849.1607
93619060	304	 	10016.0609
93619164	304	8789.3512	8311.5826
93619267	304	9191.2404	8434.9526
93619360	304	9191.2404	8434.9526
93619361	304	7030.2907	6507.1798
93619466	304	8789.3512	8311.5826
93619861	304	8789.3512	8311.5826
93619869	304	 	8083.8493
93624272	370	4371.155	4067.4081
93624972	370	 	3755.0961
93636258	372	 	4918.4795
93676125	371	694.3496	619.1818
93676351	372	4997.5739	4378.7995
93676527	371	503.9932	468.2325
93676754	372	 	4918.4795
93678272	360	 	6276.5212
93678674	360	6125.8706	5700.1904
93678779	360	7249.5268	6577.18
93710031	247	6188.2225	5727.7683
93710092	248	5986.1286	5660.7367
93710179	250	 	7098.4132
93710182	243	8917.5511	8183.7834
93710217	245	6333.5031	6049.3532
93710235	247	 	1116.7152
93710318	245	5565.2108	5151.1138
93710319	245	9016.9052	8274.9623
93710356	242	8700.9899	7985.0416
93710397	248	5626.9353	5260.7521
93710450	242	7426.7741	6874.1616
93710473	250	8898.1694	8414.4858
93710489	243	 	1292.6298
93710587	243	7889.5835	6912.735
93710876	250	8898.1694	8414.4858
93710913	245	 	1760.681
93710914	245	6116.8765	5784.3774
93711070	240	2798.3715	2569.2666
93711378	240	5168.5472	4783.9652
93711876	240	8761.9694	8041.0036
93711961	234	5485.0775	5076.943
93712210	215	7281.3923	6682.2536
93712270	220	8605.5537	8137.7759
93712272	220	8605.5537	8137.7759
93712292	218	3797.8132	3550.6635
93712295	218	3797.8132	3550.6635
93712347	219	 	6980.9717
93712399	218	3293.467	3048.4062
93712910	215	4520.8686	4226.6647
93713033	287	995.5385	888.9982
93713294	288	6082.8227	5752.1747
93713335	287	910.9208	828.5596
93713409	286	 	3924.3564
93713602	286	8911.6418	8178.3604
93714010	265	23239.6189	21976.3676
93714017	265	13415.0504	11979.4023
93714021	261	7121.5433	6596.1323
93714082	263	6274.093	5807.2494
93714087	263	6148.4536	5748.3317
93714092	268	7684.171	7112.4061
93714111	265	8446.473	7987.3425
93714126	261	9073.1132	8326.5453
93714190	268	1303.68	1203.2295
93714234	267	3665.9827	3383.5134
93714236	267	4244.7159	3897.1977
93714292	268	4905.4459	4380.4763
93714387	263	6274.093	5807.2494
93714398	268	5793.5969	5384.5269
93714890	268	6361.5762	6015.7758
93714896	268	4420.8963	4080.2597
93714914	265	 	17547.942
93714941	269	5280.616	4993.5741
93714984	263	6274.093	5807.2494
93715253	222	3432.6547	3238.2149
93715257	222	1611.213	1491.3256
93715269	224	6817.8214	6310.5199
93715362	224	8527.4631	8063.9301
93715394	228	 	2800.295
93715890	228	2987.8087	2668.0603
93715922	221	7805.4516	7224.6624
93715932	227	8755.1393	8103.6856
93715933	227	8755.1393	8103.6856
93715935	227	8996.9382	8256.6382
93715937	227	6073.4954	5576.2536
93715953	222	4237.1144	3958.6799
93715982	223	5018.8376	4746.0254
93715989	223	4628.9957	4327.7553
93715990	228	3034.0749	2800.295
93716058	272	3794.5719	3547.6332
93716092	278	3437.544	3156.1095
93716093	278	4577.6823	4237.0655
93716159	272	4695.0397	4439.8283
93716196	278	5776.4089	5462.4168
93716198	278	 	941.2145
93716260	274	3854.6056	3661.5851
93716333	277	10573.7188	9703.6758
93716352	272	3262.0412	3019.3187
93716393	278	1013.0987	941.2145
93716424	271	6061.4284	5562.6727
93716669	274	3880.3271	3591.5992
93716905	276	4458.2695	4168.1394
93716911	275	4892.268	4573.8946
93716915	275	5883.9693	5446.154
93716921	271	3489.5738	3229.9211
93716927	271	3489.5738	3229.9211
93716970	280	555.5311	514.1951
93716975	280	636.4963	595.0751
93716976	280	324.9471	295.5669
93716993	278	3990.9902	3707.8106
93717060	294	6107.8855	5853.3213
93717156	292	 	8297.5593
93717162	294	 	6622.902
93717257	292	7137.5786	6774.3406
93717265	294	 	5853.3213
93717464	294	1576.4908	1464.6313
93717868	294	4094.4413	3803.9213
93717869	294	7793.078	7151.8359
93717956	292	 	6842.8626
93717958	292	6840.6631	6395.4943
93717967	294	6967.0335	6448.6294
93718017	255	4599.7902	4183.8166
93718046	259	5717.2167	5406.4422
93718100	256	4195.336	3746.3607
93718123	251	 	1203.5838
93718129	251	5523.2144	4932.1326
93718173	260	10418.0892	9560.852
93718192	258	4521.8954	4227.6247
93718206	256	4458.4463	4241.046
93718273	260	7549.6029	6987.8509
93718280	253	5623.945	5163.5082
93718312	255	5268.5935	4925.7301
93718316	255	1949.8546	1854.7768
93718326	251	8341.4149	7887.9951
93718368	254	5527.4658	5257.9385
93718377	260	7644.0187	7228.5077
93718397	258	4521.8954	4227.6247
93718821	251	8655.2947	8092.0354
93718943	259	6836.1872	6327.5191
93718944	259	8461.2627	7765.04
93719930	207	 	2792.1446
93719938	207	2067.4304	1846.1787
93719971	210	7461.7004	6976.1165
93719972	210	13428.0402	12428.8845
94316255	472	5703.704	5447.8098
94500172	150	5137.4138	4690.5764
94500212	145	5514.1907	5002.7852
94500284	143	1335.1261	1211.0396
94500619	145	 	5989.5109
94500874	150	 	6964.1966
94500877	150	 	5192.3115
94500878	150	5134.0107	4657.8644
94500925	141	2659.5324	2412.878
94501957	132	10593.935	9830.3531
94503030	187	 	891.0119
94503036	187	5194.9701	4833.9772
94503334	187	4905.8311	4450.847
94503834	187	4686.0988	4278.5155
94503902	186	4466.6657	4052.4113
94503909	186	6980.194	6689.2738
94504082	163	8471.1505	7860.5731
94504188	163	7769.6765	7229.77
94504223	161	1191.9804	1062.9408
94504325	161	7239.1956	6717.4141
94504408	166	872.9691	791.4031
94504708	166	1527.5394	1413.878
94504728	161	 	7829.707
94504828	161	 	7829.707
94504991	168	7805.2482	7242.6672
94504994	168	7251.9646	6483.7787
94506049	179	2293.9587	2198.3512
94506051	172	 	1167.6277
94506190	178	 	801.194
94506247	179	 	2906.6288
94506254	172	6232.1187	5972.3767
94506271	180	5205.4977	4722.7215
94506321	171	3854.5899	3568.5808
94506340	179	2336.1762	2132.9824
94506342	179	2858.5319	2524.987
94506376	180	4923.2547	4568.4
94506686	173	5384.149	4996.0743
94506933	177	4587.0761	4161.6545
94506999	178	5635.4941	5112.8385
94507152	192	6324.0551	5541.0424
94507214	195	 	6171.5188
94508068	154	921.9025	788.6159
94508165	154	7848.9734	7039.8703
94508237	157	7481.1745	6554.8931
94508423	151	5198.0089	4745.9012
94508567	154	4165.0089	3583.6912
94508662	154	3628.0866	3437.7531
94508679	160	 	21769.1875
94508733	157	7481.1745	6554.8931
94508929	151	7719.7234	7150.9963
94540213	145	 	9227.8072
94540311	145	5514.1907	5002.7852
94543807	186	4010.6698	3661.8334
94543907	186	9656.1416	8460.5668
94544200	166	837.5087	748.4525
94544304	166	7521.2566	7207.786
94546874	180	4698.1178	4371.6506
94548379	160	 	16746.2733
94548977	160	18378.0949	17101.0208
94570029	141	3033.4346	2807.7224
94570078	150	 	7216.5952
94570083	143	1240.928	1106.5894
94570097	148	4346.9177	3968.8354
94570151	142	5926.7005	5192.8862
94570199	148	5362.7905	4990.136
94570220	141	2474.0948	2295.7688
94570320	141	 	2807.7224
94570384	143	8996.7507	8348.2895
94570476	150	 	4690.5764
94570479	150	9192.5184	8054.3471
94570493	148	 	6255.6384
94570526	141	 	4623.7072
94570527	141	2659.5324	2412.878
94570620	141	2425.5771	2349.3822
94570694	148	5718.2011	5010.2022
94570696	148	4346.9177	3968.8354
94570699	148	5362.7905	4990.136
94570833	147	5050.5176	4686.4901
94570851	142	4535.1483	4140.6943
94570914	145	 	680.1211
94570920	141	2418.5196	2208.1638
94570921	141	3168.6881	2776.3571
94571009	136	2438.3949	2268.9535
94571010	135	3387.1812	3280.7793
94571015	135	 	4037.8593
94571074	140	1948.9116	1810.6271
94571100	136	 	2952.5146
94571160	134	 	6499.071
94571176	140	 	1687.8112
94571279	140	8913.106	7809.53
94571310	135	3444.468	3220.3128
94571364	134	6255.1747	5480.6905
94571367	134	6709.8481	6499.071
94571403	136	2438.3949	2268.9535
94571405	136	2699.8466	2524.1491
94571407	136	3797.7998	3485.3034
94571468	134	5277.0411	5057.1048
94571501	136	3797.7998	3485.3034
94571502	136	2295.869	2200.1819
94571506	136	2806.819	2654.2469
94571751	132	1168.6002	1044.3375
94571818	135	3641.35	3370.4039
94571870	140	2461.501	2290.4539
94571903	136	 	2952.5146
94571906	136	2377.3289	2200.4362
94571910	135	4128.2111	3830.6609
94571971	140	8913.106	7809.53
94572040	119	2184.2067	1981.2068
94572046	119	5989.0113	5557.3397
94572066	114	5335.0111	4674.4568
94572104	116	 	6001.6705
94572160	114	 	7566.705
94572194	118	3862.0151	3383.8398
94572206	116	5283.519	5063.3127
94572208	116	5228.6738	4743.7481
94572216	115	 	5556.4431
94572220	111	1520.1297	1414.4975
94572227	111	1520.1297	1414.4975
94572263	114	4338.1476	3960.8281
94572285	113	2234.752	1738.2141
94572288	113	1056.0977	957.9441
94572308	116	5678.9247	4975.7888
94572312	115	5475.3379	5303.3406
94572318	115	4834.3081	4632.824
94572325	111	5592.2941	5132.1404
94572326	111	1582.9754	1453.3759
94572343	119	 	5366.5478
94572377	120	4690.991	4255.9319
94572380	113	1402.0801	1297.8183
94572385	113	1534.6806	1368.5415
94572396	118	2035.0805	1888.3975
94572560	114	 	5030.9558
94572567	114	4338.1476	3960.8281
94572661	114	8372.995	7566.705
94572667	114	5404.6118	5029.0511
94572878	120	5549.3713	5163.7514
94572912	115	4274.5154	3977.4839
94572918	115	 	5303.3406
94572923	111	3121.1406	2888.9023
94572929	111	2713.0022	2599.9299
94572944	119	6004.5424	5587.2932
94572977	120	 	4436.93
94572981	113	1812.9489	1714.4012
94572984	113	 	947.8494
94572988	113	1868.0111	1746.4469
94572989	113	1868.0111	1746.4469
94573092	188	6388.7986	5796.2788
94573223	181	5209.5459	5160.9154
94573232	187	 	4204.8212
94573325	181	 	3836.4476
94573418	185	2839.1615	2720.831
94573439	187	 	607.634
94573497	188	5276.3858	5056.4769
94573690	188	 	5796.2788
94573691	188	 	5489.2167
94573693	188	 	6152.7155
94573699	188	6204.0393	5672.9593
94573941	189	2924.5767	2734.2544
94573944	189	 	4386.971
94573949	189	 	3614.2609
94573951	182	 	5288.7296
94573955	182	4319.576	4084.7739
94573957	182	4088.7548	3709.5492
94574031	167	6309.7985	5855.0054
94574105	166	 	894.7075
94574112	165	1128.5081	1048.4351
94574118	165	8612.9677	7972.4882
94574119	165	 	4817.2919
94574128	161	7244.1197	6942.1996
94574135	167	12867.8383	11274.6073
94574140	169	4539.1997	4118.2183
94574235	167	1587.25	1438.9452
94574237	167	 	5033.7851
94574241	169	 	4436.5425
94574281	163	 	8851.3943
94574310	165	 	2700.1492
94574388	163	 	8936.1683
94574412	165	10850.6827	9507.2057
94574414	165	4839.1529	4418.2574
94574430	167	 	8758.8746
94574494	168	6441.9165	5881.6173
94574536	167	 	9076.3165
94574729	161	 	7829.707
94574743	169	 	780.4431
94574748	169	9724.5041	8520.4649
94574802	166	1170.3152	1106.6996
94574815	165	3388.1265	3147.7229
94574830	167	 	4892.1667
94575006	126	3447.6308	3199.135
94575026	121	1650.9518	1533.8089
94575029	121	1124.773	1032.687
94575061	124	5163.0286	4523.7684
94575068	124	4667.9309	4235.0105
94575076	130	 	8054.8652
94575116	125	5948.4899	5396.806
94575130	127	 	4409.0505
94575133	127	3485.9462	3234.6887
94575152	122	3875.0662	3538.0242
94575172	130	 	5479.4993
94575194	128	4067.6516	3713.8591
94575195	128	4067.6516	3713.8591
94575211	125	3966.1404	3680.2719
94575218	125	5948.4899	5396.806
94575228	121	5240.9089	4869.0416
94575231	127	 	6021.7545
94575247	129	1508.407	1445.5397
94575261	124	5163.0286	4523.7684
94575263	124	1918.2518	1775.6063
94575278	130	908.2302	843.7869
94575308	126	3685.9953	3229.6139
94575320	121	2327.2763	2154.2149
94575333	127	3319.0491	3030.3678
94575367	124	 	6622.4246
94575387	123	4698.2159	4353.0267
94575393	128	1953.4554	1741.9811
94575425	121	6242.6605	5566.852
94575463	124	4713.8081	4374.0497
94575471	130	5689.9687	5162.2609
94575522	121	2230.352	2121.5968
94575622	121	2076.2028	1776.3896
94575805	126	3248.6246	2966.0686
94575838	127	 	4409.0505
94575868	124	4667.9309	4235.0105
94575872	130	 	5479.4993
94575876	130	 	8054.8652
94575907	126	3406.5408	3106.332
94575920	121	4943.3383	4417.6899
94575940	129	1003.7991	921.6173
94575941	129	1541.6421	1426.9314
94575943	129	992.6089	922.1786
94575945	129	1541.2103	1434.1133
94575948	129	1541.2103	1434.1133
94575955	122	2056.4744	1864.3275
94575966	124	4523.3806	4334.8554
94575985	123	2600.3435	2357.3802
94575991	128	1857.5234	1660.0042
94576007	176	4064.0039	3781.6006
94576024	171	 	4481.8163
94576105	176	6243.7358	5510.4563
94576154	172	6078.2103	5655.8419
94576216	175	3930.2902	3588.445
94576232	177	 	3933.6444
94576254	172	5337.9573	4842.8963
94576263	174	3744.3446	3397.0808
94576281	173	6241.9921	5469.14
94576285	173	4159.4687	4120.6406
94576292	178	 	6691.6322
94576344	179	2296.8059	2083.792
94576352	172	 	4690.4559
94576357	172	 	4690.4559
94576395	178	5293.5333	4911.9898
94576411	175	4620.88	4287.8196
94576432	177	4331.6515	4019.4379
94576537	177	4681.5498	4274.3622
94576615	175	5071.4925	4860.1231
94576631	177	 	3933.6444
94576646	179	 	1945.6129
94576659	172	 	4690.4559
94576661	174	3438.5903	3199.6464
94576685	173	4278.7518	3881.9253
94576706	176	 	3325.6804
94576844	179	2414.9754	2283.703
94576943	179	2180.2116	2023.0679
94576985	173	4870.4481	4532.0058
94576986	173	 	3978.681
94577061	194	5918.8496	5365.8213
94577082	193	4244.4922	3943.3253
94577084	193	 	1682.7689
94577123	191	1904.7431	1801.2057
94577128	191	1068.1175	993.8951
94577181	193	4165.7538	3834.4789
94577222	191	1800.3829	1725.3466
94577226	191	 	3709.2411
94577229	191	2629.0303	2303.517
94577264	194	5918.8496	5365.8213
94577361	194	6001.8291	5584.7685
94577452	192	5559.066	5158.3837
94577480	193	5635.9363	5244.3011
94577781	193	6331.7239	6067.8305
94577921	191	1811.2319	1643.2519
94577923	191	1811.2319	1643.2519
94577924	191	2629.0303	2303.517
94577981	193	5635.9363	5244.3011
94578088	153	 	4724.5943
94578096	158	 	5057.1561
94578101	156	 	1236.1981
94578110	155	7160.031	6861.6156
94578117	155	 	1811.7517
94578127	151	789.2842	733.2807
94578142	159	5501.779	5023.2502
94578149	159	7331.7242	6803.2735
94578194	158	 	4427.9267
94578218	155	4704.9172	4267.6427
94578383	153	4131.1776	3745.1807
94578410	155	 	4499.2549
94578421	151	 	5324.0789
94578490	158	 	7688.2396
94578527	151	9057.9227	7936.4163
94578587	153	5285.3932	4769.8439
94578643	159	 	5476.3311
94578780	153	1475.7325	1315.9749
94578804	156	5204.1883	4717.9345
94578874	160	16101.6272	14941.0658
94578881	153	 	1705.6888
94578890	158	 	7688.2396
94578891	158	4783.0928	4190.8743
94578899	158	4187.286	3798.9423
94578910	155	4601.1073	4456.5722
94578921	151	7331.0697	6537.4338
94578943	159	7331.7242	6803.2735
94578966	154	904.6106	791.2205
94578984	153	 	1417.2909
94579174	110	12583.0878	11025.1132
94579176	110	9400.1727	9008.3927
94579179	110	12583.0878	11025.1132
94579231	107	4089.8459	3785.7158
94579232	107	 	3955.5543
94579262	104	 	2649.5256
94579290	108	 	5070.2559
94579291	108	4269.4729	3951.7894
94579292	108	4742.018	4302.2265
94579294	108	3849.1776	3639.9453
94579295	108	5234.6939	5070.2559
94579296	108	4102.7343	3835.7412
94579375	110	10333.6	9615.5292
94579941	109	2712.4627	2599.4128
94579944	109	3026.9393	2763.6649
94579945	109	 	3292.1863
94579946	109	3758.3234	3449.0752
94579962	104	2949.1243	2729.6854
94579997	108	4409.1605	4046.3592
94579998	108	 	5070.2559
94590253	142	4659.4237	4465.2284
94590955	142	5221.1641	4844.8369
94593905	186	4466.6657	4052.4113
94614472	370	 	3755.0961
94614679	370	6653.47	5829.6709
94614976	370	6653.47	5829.6709
94619063	304	6939.9285	6336.3137
94619167	304	7077.4338	6616.8567
94619262	304	7077.4338	6616.8567
94619266	304	 	10016.0609
94619369	304	6939.9285	6336.3137
94619466	304	7049.6254	6176.7762
94619467	304	7077.4338	6616.8567
94619469	304	7301.0257	6793.6853
94619867	304	4585.8873	4160.5759
94619869	304	6939.9285	6336.3137
94619963	304	7049.6254	6176.7762
94619964	304	7804.196	7241.6909
94636354	372	5408.8303	5206.8079
94676322	371	781.0652	708.4731
94676422	371	4908.2937	4481.3846
94676623	371	608.6221	551.7555
94676728	371	7325.1719	6619.7835
94676929	371	4629.3701	4307.6801
94678273	360	6323.5976	6060.043
94678379	360	6075.2224	5546.8172
94710033	247	7389.2778	6987.6139
94710139	247	6188.2225	5727.7683
94710238	247	8478.9231	7781.2473
94710239	247	6188.2225	5727.7683
94710376	250	7669.0533	7098.4132
94710389	243	4540.6818	4190.8156
94710390	248	5483.8336	5075.7917
94710392	248	5626.9353	5260.7521
94710450	242	6545.0933	6139.3511
94710871	250	10946.9832	10046.2266
94710883	243	7892.3759	7305.1188
94710937	247	6188.2225	5727.7683
94710974	250	1235.6801	1175.4265
94710989	243	 	6912.735
94710994	248	5986.1286	5660.7367
94710998	248	5483.8336	5075.7917
94710999	248	5986.1286	5660.7367
94711176	240	1310.7604	1246.8458
94711177	240	8761.9694	8041.0036
94711266	234	4203.5524	3927.3234
94711862	234	 	4228.4164
94711973	240	 	1788.6999
94711974	240	4129.9162	3861.1543
94712047	219	7542.1707	6980.9717
94712211	215	7110.7984	6724.272
94712218	215	7110.7984	6724.272
94712341	219	13293.0994	12199.2961
94712396	218	3293.467	3048.4062
94712917	215	7110.7984	6724.272
94712942	219	8601.2172	8133.6751
94712975	220	1624.0489	1450.2469
94712990	218	3797.8132	3550.6635
94712991	218	4398.3331	4159.25
94712998	218	3293.467	3048.4062
94713301	286	 	659.3049
94713603	286	3939.3006	3616.7869
94713936	287	 	4872.6705
94714020	261	6618.9448	6126.4414
94714022	261	9073.1132	8326.5453
94714085	263	 	6483.2727
94714088	263	6274.093	5807.2494
94714117	265	13415.0504	11979.4023
94714180	263	6855.9459	6483.2727
94714231	267	7126.067	6778.5896
94714237	267	4244.7159	3897.1977
94714242	269	6865.1266	6300.2397
94714244	269	4220.0848	3945.455
94714245	269	5413.5676	5010.7541
94714310	265	18464.4014	17564.0504
94714394	268	7684.171	7112.4061
94714398	268	9947.4237	9128.9145
94714681	263	6855.9459	6483.2727
94714934	267	10878.1539	9983.0609
94714990	268	 	9128.9145
94715025	221	4490.672	4144.6592
94715123	221	4490.672	4144.6592
94715254	222	3220.2681	3090.6895
94715257	222	926.9713	855.5468
94715393	228	 	4479.0206
94715922	221	2954.8434	2810.7609
94715954	222	4237.1144	3958.6799
94715955	222	3220.2681	3090.6895
94715980	223	2797.0385	2588.9161
94715981	223	2797.0385	2588.9161
94715982	223	2797.0385	2588.9161
94715987	223	2797.0385	2588.9161
94715994	228	 	4479.0206
94716011	275	4892.268	4573.8946
94716068	274	 	3828.2712
94716095	278	3990.9902	3707.8106
94716153	272	 	2360.6452
94716192	278	3437.544	3156.1095
94716217	275	5883.9693	5446.154
94716257	272	 	4439.8283
94716265	274	6613.5297	6069.3451
94716281	273	7215.1775	6822.9774
94716290	278	5761.4685	5333.0328
94716293	278	1445.8948	1338.3749
94716315	275	5883.9693	5446.154
94716358	272	4695.0397	4439.8283
94716627	271	6061.4284	5562.6727
94716663	274	3880.3271	3591.5992
94716893	278	4589.4872	4365.6971
94716975	280	555.5311	514.1951
94716976	280	597.7144	553.6164
94716987	273	6552.0371	6125.6511
94717262	294	5783.8544	5353.7541
94717461	294	6932.9093	6556.0526
94718027	251	7784.4896	7205.2601
94718105	256	 	3155.0778
94718125	251	8655.2947	8092.0354
94718180	253	 	1104.8889
94718194	258	4521.8954	4227.6247
94718211	255	1375.6975	1228.4735
94718249	259	5909.1658	5736.6233
94718273	260	7183.638	6716.1495
94718277	260	7644.0187	7228.5077
94718284	253	5623.945	5163.5082
94718329	251	8655.2947	8092.0354
94718342	259	8461.2627	7765.04
94718393	258	4521.8954	4227.6247
94718485	253	5245.323	4841.1632
94718687	253	 	4841.1632
94718888	253	1001.2525	924.1045
