AID	CLUSTER2	GSWGT3	GSWGT3_2
91576088	173	 	5435.6373
91576129	171	3962.5051	3687.1548
91576138	177	4550.2712	3986.8795
91576154	172	5221.2788	4844.9433
91576163	174	3744.3446	3397.0808
91576219	175	4898.7437	4558.3353
91576240	179	2290.3627	2175.6722
91576270	180	5639.2065	5404.1759
91576300	176	4702.8669	4293.8252
91576363	174	 	4318.4251
91576460	174	3744.3446	3397.0808
91576537	177	3964.6006	3689.1047
91576556	172	4955.5097	4524.4938
91576561	174	4338.0222	3960.7137
91576576	180	5749.9577	5038.0269
91576611	175	3930.2902	3588.445
91576651	172	1203.2699	1073.0081
91576674	180	 	7578.5656
91576748	179	 	2906.6288
91576757	172	5337.9573	4842.8963
91576910	175	3741.9942	3394.9484
91576919	175	 	3473.4056
91576934	177	4550.2712	3986.8795
91577121	191	4602.034	3579.5113
91577126	191	1800.3829	1725.3466
91577183	193	 	3552.9698
91577221	191	 	3709.2411
91577227	191	 	2303.517
91577256	192	 	4960.9355
91577268	194	6001.8291	5584.7685
91577284	193	5242.8999	4865.006
91577311	195	7341.3495	6432.3805
91577313	195	5841.53	5299.7658
91577319	195	 	6432.3805
91577324	191	 	1268.8091
91577414	195	 	6171.5188
91577557	192	4222.8531	3855.5616
91577613	195	6531.2429	6259.034
91577786	193	5242.8999	4865.006
91577922	191	1068.4167	988.9178
91577923	191	1068.1175	993.8951
91577957	192	4439.7829	4028.0218
91578026	151	 	4745.9012
91578027	151	7645.1703	7113.9156
91578060	154	7666.813	7116.889
91578074	160	 	27327.0767
91578089	153	1475.7325	1315.9749
91578107	156	5029.5083	4494.697
91578116	155	3301.9054	2993.3915
91578193	158	 	4427.9267
91578197	158	4637.7768	4093.105
91578268	154	3894.4579	3533.2721
91578297	158	 	7688.2396
91578314	155	 	2993.3915
91578315	155	4624.9344	4222.671
91578342	159	7331.7242	6803.2735
91578491	158	 	4427.9267
91578495	158	 	4427.9267
91578510	155	8888.6837	7788.1316
91578526	151	 	7022.8666
91578605	156	1483.82	1372.674
91578740	159	6257.786	5822.9391
91578747	159	7138.8964	6614.3846
91578801	156	 	5543.9722
91578863	154	 	587.2882
91578892	158	4928.6456	4586.1593
91578898	158	4783.0928	4190.8743
91578917	155	 	7684.2434
91578999	158	 	7688.2396
91579175	110	7795.7321	7117.682
91579230	107	4618.2218	4274.8005
91579234	107	3530.0736	3279.5982
91579235	107	 	3579.8183
91579237	107	4169.4677	3702.4636
91579241	109	3758.3234	3449.0752
91579242	109	2759.9196	2560.9921
91579243	109	3126.9001	2739.7431
91579246	109	 	3292.1863
91579258	102	10948.4763	10539.5456
91579272	110	 	3312.358
91579296	108	 	4712.7911
91579335	107	4776.3203	4177.6239
91579339	107	5582.0963	4988.5258
91579932	107	 	3919.3049
91579936	107	 	3919.3049
91579939	107	4083.0127	3648.8467
91579940	109	 	2739.7431
91579942	109	 	3292.1863
91579962	104	3082.5001	2799.4706
91579964	104	2885.5464	2765.2827
91579967	104	 	3947.5575
91579968	104	3275.5333	2971.7488
91579987	103	4796.4698	4439.5733
91579992	108	4268.2771	3971.6791
91579993	108	 	5070.2559
91579995	108	4280.8114	4062.9569
91579997	108	4268.2771	3971.6791
91608475	360	 	6276.5212
91608476	360	5602.942	5079.4306
91614578	370	 	3755.0961
91614772	370	 	3755.0961
91614874	370	4600.7189	4174.032
91614974	370	5490.4942	5012.9469
91614978	370	5615.8773	5211.1002
91619063	304	6939.9285	6336.3137
91619064	304	7077.4338	6616.8567
91619268	304	4532.5437	4047.4812
91619467	304	7301.0257	6793.6853
91619660	304	8789.3512	8311.5826
91619665	304	7804.196	7241.6909
91619862	304	8789.3512	8311.5826
91646122	371	 	6388.2583
91676253	372	4467.7179	4327.373
91676357	372	2975.397	2697.3905
91676456	372	 	4167.151
91676522	371	4684.159	4346.5376
91676652	372	3849.8025	3492.7582
91676656	372	3849.8025	3492.7582
91676958	372	5461.5753	5233.948
91678173	360	6075.2224	5546.8172
91678373	360	6323.5976	6060.043
91678572	360	1244.6643	1109.9213
91678674	360	4918.3027	4563.8048
91710018	245	5565.2108	5151.1138
91710037	247	6163.3506	5762.2591
91710130	247	6188.2225	5727.7683
91710214	245	3105.9758	2851.6871
91710252	242	3879.2698	3561.6709
91710287	243	1746.7168	1631.2487
91710293	248	6107.0133	5604.5066
91710339	247	6163.3506	5762.2591
91710454	242	7426.7741	6874.1616
91710652	242	6185.5217	5849.2912
91710655	242	8700.9899	7985.0416
91710915	245	8669.4721	7839.0734
91710973	250	7669.0533	7098.4132
91710996	248	5626.9353	5260.7521
91710998	248	5626.9353	5260.7521
91711065	234	4522.7422	4228.4164
91711167	234	9644.7451	8851.1413
91711371	240	961.1626	858.3011
91711476	240	8761.9694	8041.0036
91711865	234	5485.0775	5076.943
91712211	215	7281.3923	6682.2536
91712217	215	4520.8686	4226.6647
91712273	220	3173.0483	2928.5603
91712274	220	7976.5133	7320.1776
91712314	215	6976.1579	6457.0749
91712371	220	3886.7099	3551.1858
91712372	220	 	3764.2324
91712375	220	1395.1326	1287.6356
91712842	219	6307.0899	5896.6444
91712901	216	22308.0847	20648.1814
91712902	216	21436.8717	20041.8276
91712905	216	23751.3532	22460.2852
91712908	216	22308.0847	20648.1814
91712909	216	22308.0847	20648.1814
91712918	215	4520.8686	4226.6647
91712946	219	8601.2172	8133.6751
91713006	286	8238.8997	7728.1554
91713031	287	5763.6782	5450.3781
91713039	287	6947.3976	6375.7411
91713106	286	 	659.3049
91713190	288	4863.1147	4501.2594
91713192	288	6082.8227	5752.1747
91713298	288	6082.8227	5752.1747
91713997	288	3153.4207	2815.9488
91713998	288	5274.6923	4931.432
91714043	269	5413.5676	5010.7541
91714046	269	5413.5676	5010.7541
91714099	268	6361.5762	6015.7758
91714128	261	6618.9448	6126.4414
91714144	269	6865.1266	6300.2397
91714212	265	6710.9134	6383.6795
91714231	267	8968.9926	8481.4592
91714235	267	3665.9827	3383.5134
91714237	267	5364.4237	4790.3353
91714326	261	6988.9302	6609.0283
91714332	267	6372.0197	5897.8895
91714335	267	3665.9827	3383.5134
91714338	267	4244.7159	3897.1977
91714928	261	6988.9302	6609.0283
91714938	267	 	5856.8004
91714987	263	6148.4536	5748.3317
91715124	221	 	1501.3795
91715280	223	6637.2828	6091.1437
91715286	223	5018.8376	4746.0254
91715892	228	5273.6705	4881.2664
91715920	221	6572.9231	5869.5039
91715921	221	 	1393.5228
91715927	221	1509.8596	1393.5228
91715930	227	7854.287	7427.3463
91715952	222	3693.3076	3486.4765
91715958	222	3693.3076	3486.4765
91715983	223	6637.2828	6091.1437
91715984	223	2797.0385	2588.9161
91715991	228	 	621.9388
91716018	275	5883.9693	5446.154
91716080	273	7215.1775	6822.9774
91716082	273	8974.7152	8236.2438
91716092	278	5776.4089	5462.4168
91716096	278	3453.8668	3141.5226
91716116	275	4892.268	4573.8946
91716136	277	4659.6141	4406.3284
91716158	272	3262.0412	3019.3187
91716161	274	3790.2494	3543.5919
91716275	280	591.576	552.7016
91716281	273	6552.0371	6125.6511
91716288	273	6402.5662	5926.1631
91716321	271	4804.5073	4543.3455
91716484	273	6552.0371	6125.6511
91716890	278	3437.544	3156.1095
91716902	276	5077.9068	4660.0787
91716903	276	5077.9068	4660.0787
91716908	276	4639.4574	4294.244
91716924	271	6061.4284	5562.6727
91716952	272	3262.0412	3019.3187
91716957	272	4695.0397	4439.8283
91717055	292	1141.7057	1053.7356
91717067	294	6932.9093	6556.0526
91717169	294	4645.2715	4264.9595
91717853	292	7392.959	6842.8626
91717862	294	6107.8855	5853.3213
91717865	294	6107.8855	5853.3213
91717910	295	6448.0164	6097.5173
91717916	295	7068.0462	6546.5821
91717918	295	6448.0164	6097.5173
91718001	256	 	3382.9614
91718004	256	4195.336	3746.3607
91718025	251	1304.0638	1203.5838
91718073	260	7183.638	6716.1495
91718077	260	8122.8693	7523.5828
91718080	253	5805.8316	5184.5048
91718081	253	1001.2525	924.1045
91718085	253	5805.8316	5184.5048
91718109	256	1385.8555	1237.5444
91718142	259	7036.8936	6578.9548
91718174	260	7183.638	6716.1495
91718195	258	8386.1961	7696.1502
91718287	253	1203.4133	1104.8889
91718294	258	6716.83	6351.7188
91718302	256	 	1159.3314
91718320	251	5523.2144	4932.1326
91718361	254	5501.7858	4912.9973
91718368	254	6956.9652	6578.8008
91718379	260	7549.6029	6987.8509
91718844	259	7036.8936	6578.9548
91718886	253	1097.0053	979.6063
91718916	255	5430.6295	5186.9867
91718949	259	6836.1872	6327.5191
91718960	254	3675.224	3374.3305
91718969	254	 	1948.373
91719273	210	17771.7328	16309.4117
91719375	210	7461.7004	6976.1165
91719930	207	 	1737.9468
91719932	207	1904.7931	1758.026
91719934	207	1883.0376	1737.9468
91719936	207	2164.4157	1978.2547
91719937	207	2086.8829	1863.5494
92316359	472	4878.8987	4561.3953
92316856	472	4878.8987	4561.3953
92374975	470	3118.254	2886.2305
92374978	470	3319.996	3139.5288
92374979	470	3118.254	2886.2305
92500081	143	5427.7185	5029.5086
92500086	143	1335.1261	1211.0396
92500119	145	7839.4071	7512.6766
92500175	150	5134.0107	4657.8644
92500184	143	1083.3003	946.6763
92500219	145	5014.5985	4578.4433
92500386	143	1091.1014	989.1542
92500618	145	6317.4469	5848.6947
92500914	145	6494.3135	6043.0306
92500970	150	 	5979.3639
92501253	132	 	8864.0375
92503208	186	4466.6657	4052.4113
92504085	163	8260.2003	7494.1201
92504100	166	1368.5028	1255.8976
92504229	161	8893.1321	7792.0292
92504284	163	8260.8567	7238.039
92504321	161	 	1652.676
92504421	161	8343.222	7569.4422
92504722	161	8343.222	7569.4422
92504827	161	8343.222	7569.4422
92504901	166	7827.5754	6980.1896
92506022	171	 	4265.3453
92506287	173	5611.9253	5435.6373
92506687	173	6065.7783	5538.1945
92506844	179	2511.7566	2410.6875
92506942	179	 	2284.995
92506951	172	5912.6759	5473.9575
92506966	174	4035.7217	3744.8379
92506993	178	 	6691.6322
92506995	178	672.8885	610.3503
92507858	192	4222.8531	3855.5616
92507952	192	6324.0551	5541.0424
92507983	193	4706.8237	4344.5328
92508164	154	2815.9063	2776.9731
92508223	151	 	7090.128
92508530	157	 	835.869
92508625	151	4535.4552	4111.6845
92508726	151	5198.0089	4745.9012
92508934	157	4889.1338	4735.5509
92540117	145	5014.5985	4578.4433
92540351	142	 	4820.6162
92540559	142	4659.4237	4465.2284
92540654	142	5221.1641	4844.8369
92543208	186	4812.8063	4455.6979
92544906	166	 	4783.9556
92546073	180	5205.4977	4722.7215
92546995	178	5059.0016	4707.457
92570084	143	1091.1014	989.1542
92570188	143	1113.6913	995.2672
92570236	147	5003.2038	4568.0396
92570284	143	5288.0099	4793.9242
92570396	148	 	7419.646
92570411	145	 	4700.0514
92570629	141	1162.8892	1106.185
92570676	150	7404.0133	7095.4291
92570678	150	7985.5784	7216.5952
92570698	148	 	7419.646
92570722	141	1732.9922	1598.7598
92570975	150	 	5160.6759
92570978	150	 	5114.2054
92571001	136	 	2952.5146
92571017	135	3122.0885	2905.1379
92571019	135	3259.8809	2976.3459
92571052	132	9708.4503	8864.0375
92571208	136	 	2200.1819
92571270	140	1823.4036	1687.8112
92571271	140	7317.1757	6399.9912
92571311	135	 	2976.3459
92571476	140	 	1810.6271
92571664	134	5153.9276	4795.7867
92571801	136	2699.8466	2524.1491
92571867	134	 	9913.4203
92572061	114	4338.1476	3960.8281
92572101	116	 	10438.5002
92572104	116	11550.8019	10438.5002
92572106	116	5283.519	5063.3127
92572108	116	6343.1319	5791.4247
92572119	115	6085.7653	5556.4431
92572162	114	4440.6347	4255.5582
92572168	114	5043.0965	4714.9077
92572169	114	5444.7236	5148.7612
92572203	116	7212.4594	6692.605
92572209	116	 	5114.2082
92572217	115	6085.7653	5556.4431
92572219	115	5145.3558	4774.4926
92572223	111	 	2073.7916
92572226	111	1305.2621	1183.3048
92572260	114	 	4714.9077
92572267	114	 	7566.705
92572283	113	1038.1442	947.8494
92572290	118	3862.0151	3383.8398
92572292	118	 	2165.207
92572298	118	4643.4764	4196.3259
92572300	116	5496.1283	5114.2082
92572314	115	4274.5154	3977.4839
92572317	115	5145.3558	4774.4926
92572321	111	1520.1297	1414.4975
92572323	111	2713.0022	2599.9299
92572324	111	5592.2941	5132.1404
92572345	119	5001.6585	4566.6288
92572348	119	 	5366.5478
92572382	113	1038.1442	947.8494
92572383	113	 	627.1185
92572390	118	3269.0005	3041.8411
92572397	118	2381.6745	2221.4486
92572408	116	5228.6738	4743.7481
92572444	119	 	5587.2932
92572468	114	5404.6118	5029.0511
92572648	119	6492.4002	6221.8102
92572665	114	5043.0965	4714.9077
92572669	114	5444.7236	5148.7612
92572802	116	7212.4594	6692.605
92572803	116	5678.9247	4975.7888
92572842	119	5001.6585	4566.6288
92572864	114	 	4213.7822
92572906	116	 	6314.4766
92572916	115	4834.3081	4632.824
92572918	115	5382.1419	4882.9831
92572919	115	5688.3231	4984.0236
92572924	111	1562.6165	1426.7047
92572963	114	5067.1681	4726.2769
92572983	113	1829.5797	1693.4441
92572986	113	1766.3512	1547.6505
92572989	113	 	2238.8432
92573010	185	4147.1188	3921.6911
92573096	188	4775.7602	4258.7532
92573118	185	 	1935.4046
92573136	187	5548.4574	5148.5397
92573232	187	902.5606	835.4442
92573311	185	 	2677.6297
92573316	185	3252.4465	2849.745
92573497	188	4980.3783	4634.2971
92573531	187	4686.0988	4278.5155
92573690	188	 	10545.4459
92573691	188	 	5489.2167
92573697	188	6392.7438	5931.9723
92573816	185	2839.1615	2720.831
92573818	185	3039.5983	2820.5124
92573831	187	 	4833.9772
92573916	185	2344.5671	2181.6456
92573917	185	4147.1188	3921.6911
92573942	189	 	3614.2609
92573943	189	4104.332	3766.613
92573945	189	3043.434	2816.9777
92573946	189	 	2796.7689
92573958	182	 	3424.5382
92573959	182	 	5288.7296
92574010	165	 	3041.4563
92574018	165	6026.6409	5592.2571
92574200	166	704.6907	654.6895
92574302	166	7827.5754	6980.1896
92574314	165	3151.598	2859.3077
92574614	165	3388.1265	3147.7229
92574633	167	1835.3063	1636.6224
92574701	166	1003.3238	894.7075
92574703	166	5041.8994	4684.1527
92574739	167	5187.4427	4625.8683
92574794	168	 	1332.2862
92574808	166	5689.165	5157.5973
92574810	165	1756.926	1626.2771
92575023	121	6287.6157	5816.6398
92575033	127	3485.9462	3234.6887
92575095	128	4067.6516	3713.8591
92575121	121	6242.6605	5566.852
92575180	123	6937.7795	6078.7786
92575201	126	3313.7669	3006.4364
92575213	125	 	5611.9751
92575217	125	 	5611.9751
92575222	121	 	2974.9587
92575231	127	 	2410.6548
92575237	127	4470.2735	3916.7867
92575240	129	992.6089	922.1786
92575244	129	1011.1657	939.4187
92575246	129	 	2300.0497
92575248	129	1546.6588	1471.2415
92575249	129	1099.6238	981.9446
92575263	124	 	5053.4291
92575292	128	 	4436.4679
92575297	128	 	3357.8186
92575324	121	3279.7812	2974.9587
92575326	121	2441.6867	2213.5475
92575351	122	 	6912.7557
92575373	130	908.2302	843.7869
92575381	123	4528.2773	4107.4197
92575400	126	3685.9953	3229.6139
92575407	126	3685.9953	3229.6139
92575421	121	5240.9089	4869.0416
92575434	127	 	4451.2781
92575526	121	2327.2763	2154.2149
92575771	130	 	5479.4993
92575807	126	3388.4313	3178.3763
92575868	124	5163.0286	4523.7684
92575900	126	2701.3242	2513.6121
92575935	127	3803.78	3451.004
92575941	129	1541.2103	1434.1133
92575944	129	1003.7991	921.6173
92575951	122	 	6172.1962
92575959	122	2996.3594	2671.9841
92575971	130	1394.7648	1294.2339
92575974	130	 	5479.4993
92575990	128	2195.6765	1991.6106
92575995	128	3861.6261	3700.6814
92575999	128	2588.6539	2404.9766
92576033	177	4550.2712	3986.8795
92576037	177	4108.4651	3937.2326
92576040	179	 	2132.9824
92576182	173	 	10527.0043
92576248	179	2573.4209	2381.9374
92576288	173	 	10527.0043
92576312	175	4898.7437	4558.3353
92576328	171	 	2934.5025
92576472	180	 	669.5286
92576493	178	4721.7919	4219.7016
92576499	178	523.4712	467.8081
92576504	176	4409.3651	4091.5501
92576516	175	4898.7437	4558.3353
92576531	177	 	3390.1552
92576533	177	4108.4651	3937.2326
92576555	172	5828.4879	5197.5163
92576556	172	4657.3414	4162.1044
92576606	176	 	3325.6804
92576611	175	3741.9942	3394.9484
92576693	178	525.4022	476.3112
92576694	178	 	5950.987
92576937	177	 	3933.6444
92576950	172	6078.2103	5655.8419
92576984	173	5384.149	4996.0743
92577013	195	 	10562.6282
92577065	194	 	5584.7685
92577112	195	 	6171.5188
92577127	191	1800.3829	1725.3466
92577129	191	2242.0112	2047.0075
92577161	194	5062.4753	4787.877
92577217	195	6531.2429	6259.034
92577326	191	 	1268.8091
92577368	194	6001.8291	5584.7685
92577514	195	7118.3107	6282.319
92577581	193	5404.3847	4819.325
92577787	193	 	4714.71
92577864	194	 	7348.9983
92577917	195	5814.3407	5410.3084
92577918	195	5841.53	5299.7658
92577920	191	1026.6911	959.8773
92577927	191	2099.4828	1948.1578
92577929	191	1800.3829	1725.3466
92577982	193	6165.8149	5707.3112
92578034	157	4428.9811	4018.2218
92578067	154	6129.6175	5370.6791
92578161	154	3970.7437	3540.8849
92578280	153	1538.6268	1424.2111
92578283	153	1211.4921	1217.6713
92578310	155	7055.5879	6530.9187
92578411	155	 	4476.7748
92578428	151	 	994.1354
92578515	155	4766.721	4250.6925
92578517	155	 	2494.9142
92578562	154	6129.6175	5370.6791
92578580	153	5252.0907	4763.9619
92578615	155	4624.9344	4222.671
92578684	153	1093.1684	1006.2359
92578722	151	 	1466.0515
92578783	153	1538.6268	1424.2111
92578846	159	 	5895.9116
92578860	154	3894.4579	3533.2721
92578899	158	3891.4236	3729.237
92578907	156	3539.0234	3387.0084
92578930	157	5199.4991	4824.7334
92578935	157	4075.1399	3720.696
92578969	154	3970.7437	3540.8849
92578995	158	 	4427.9267
92579171	110	 	3312.358
92579175	110	10333.6	9615.5292
92579179	110	9400.1727	9008.3927
92579232	107	 	3318.5226
92579235	107	 	3919.3049
92579238	107	4618.2218	4274.8005
92579261	104	3693.2285	3389.3366
92579267	104	 	3947.5575
92579268	104	2948.2983	2743.4242
92579291	108	3237.861	3004.4848
92579292	108	4177.4306	4003.3238
92579297	108	4742.018	4302.2265
92579335	107	3072.8872	2854.8513
92579376	110	7795.7321	7117.682
92579934	107	3816.3933	3459.8083
92579935	107	 	3579.8183
92579937	107	6633.5806	5915.4524
92579942	109	2663.9613	2490.5991
92579943	109	 	3292.1863
92579949	109	 	3013.265
92579960	104	3072.7417	2692.2903
92579962	104	 	3502.2625
92579963	104	3693.2285	3389.3366
92579965	104	2868.0041	2655.1993
92579968	104	3693.2285	3389.3366
92579970	110	9400.1727	9008.3927
92579979	110	 	9615.5292
92579982	103	4795.1263	4461.9181
92579984	103	4687.4105	4452.6871
92579985	103	4609.1499	4309.201
92579987	103	5311.5694	4653.9176
92579991	108	4102.7343	3835.7412
92579992	108	 	4712.7911
92579993	108	3668.3924	3214.1905
92579994	108	4268.2771	3971.6791
92579996	108	4409.1605	4046.3592
92579998	108	 	4302.2265
92606325	371	4908.2937	4481.3846
92608078	360	6125.8706	5700.1904
92608972	360	6075.2224	5546.8172
92614170	370	 	6831.1751
92614372	370	4371.155	4067.4081
92614975	370	 	5829.6709
92619165	304	9300.2864	8723.7448
92619168	304	8789.3512	8311.5826
92619265	304	5416.8484	5191.0852
92619366	304	7804.196	7241.6909
92619368	304	7030.2907	6507.1798
92619869	304	5416.8484	5191.0852
92624977	370	6653.47	5829.6709
92676153	372	3639.8765	3323.2906
92676351	372	3639.8765	3323.2906
92676356	372	3849.8025	3492.7582
92676421	371	503.9932	468.2325
92676556	372	3849.8025	3492.7582
92678179	360	6125.8706	5700.1904
92678476	360	6747.4951	6127.9524
92710091	248	5483.8336	5075.7917
92710098	248	5986.1286	5660.7367
92710111	245	9016.9052	8274.9623
92710191	248	5626.9353	5260.7521
92710199	248	6107.0133	5604.5066
92710210	245	9016.9052	8274.9623
92710291	248	5626.9353	5260.7521
92710357	242	6185.5217	5849.2912
92710398	248	6107.0133	5604.5066
92710581	243	6262.5302	5796.8345
92710916	245	 	5597.978
92710936	247	6163.3506	5762.2591
92710999	248	5483.8336	5075.7917
92711067	234	9644.7451	8851.1413
92711974	240	6148.6073	5814.3834
92712044	219	8114.8728	7516.1763
92712148	219	13293.0994	12199.2961
92712217	215	4520.8686	4226.6647
92712242	219	7542.1707	6980.9717
92712276	220	3533.6569	3198.5634
92712346	219	7542.1707	6980.9717
92712374	220	8605.5537	8137.7759
92712391	218	3293.467	3048.4062
92712919	215	7110.7984	6724.272
92712993	218	4398.3331	4159.25
92712996	218	3797.8132	3550.6635
92712998	218	3797.8132	3550.6635
92713132	287	6947.3976	6375.7411
92713191	288	5364.2534	5095.6369
92713198	288	6082.8227	5752.1747
92713293	288	5274.6923	4931.432
92713391	288	4863.1147	4501.2594
92713399	288	6394.6097	5868.4385
92713701	286	5879.9697	5491.2696
92713936	287	 	6375.7411
92714112	265	13415.0504	11979.4023
92714124	261	6618.9448	6126.4414
92714199	268	7684.171	7112.4061
92714330	267	6372.0197	5897.8895
92714687	263	6855.9459	6483.2727
92714880	263	8697.1233	7981.4932
92714895	268	 	1203.2295
92714917	265	10907.3682	10066.9395
92714927	261	9073.1132	8326.5453
92714932	267	 	2572.5032
92714942	269	 	6300.2397
92715121	221	1681.3094	1501.3795
92715259	222	3693.3076	3486.4765
92715321	221	1681.3094	1501.3795
92715357	222	3432.6547	3238.2149
92715399	228	4790.7901	4479.0206
92715896	228	6058.7763	5560.2388
92715931	227	8413.2188	7865.7131
92715935	227	8755.1393	8103.6856
92715936	227	8310.8659	7795.6603
92715953	222	 	1768.6921
92715956	222	2440.463	2202.5579
92715980	223	 	4746.0254
92715984	223	4628.9957	4327.7553
92715998	228	5273.6705	4881.2664
92716167	274	3880.3271	3591.5992
92716288	273	7215.1775	6822.9774
92716313	275	5287.1823	4999.7835
92716332	277	4659.6141	4406.3284
92716333	277	5999.9981	5553.5493
92716353	272	3794.5719	3547.6332
92716360	274	3880.3271	3591.5992
92716390	278	4589.4872	4365.6971
92716883	273	6402.5662	5926.1631
92716897	278	3990.9902	3707.8106
92716901	276	4458.2695	4168.1394
92716902	276	4458.2695	4168.1394
92716903	276	4432.9901	4192.0231
92716909	276	5077.9068	4660.0787
92716936	277	4659.6141	4406.3284
92716971	280	636.4963	595.0751
92716976	280	591.576	552.7016
92716985	273	6552.0371	6125.6511
92717166	294	1795.0667	1648.1031
92717265	294	6107.8855	5853.3213
92717368	294	6967.0335	6448.6294
92717862	294	1525.6958	1362.4193
92717866	294	3843.0576	3431.7824
92717911	295	7386.0816	6778.3287
92717912	295	6569.2232	6080.4195
92717915	295	6569.2232	6080.4195
92717916	295	6448.0164	6097.5173
92717917	295	 	6778.3287
92717918	295	7386.0816	6778.3287
92718027	251	5864.7024	5384.5546
92718100	256	1505.5581	1382.2969
92718115	255	4371.97	3904.0917
92718126	251	6627.4423	6304.2786
92718190	258	8386.1961	7696.1502
92718265	254	3675.224	3374.3305
92718269	254	5527.4658	5257.9385
92718307	256	1385.8555	1237.5444
92718324	251	 	1310.4517
92718344	259	7036.8936	6578.9548
92718370	260	7495.4402	7113.9903
92718374	260	7305.6119	6939.7813
92718390	258	4222.0308	3907.8773
92718922	251	11200.1548	10278.5664
92718925	251	4478.6121	4133.5284
92718978	260	7516.3948	6995.5718
92719277	210	 	12428.8845
92719934	207	2890.1256	2761.6487
92719936	207	 	2792.1446
92719971	210	7461.7004	6976.1165
92719975	210	11045.896	10445.4669
92719979	210	13428.0402	12428.8845
93316052	472	4878.8987	4561.3953
93316251	472	4878.8987	4561.3953
93316956	472	5080.8572	4804.6737
93374973	470	3802.993	3490.0693
93374975	470	2996.4746	2801.4735
93374978	470	2996.4746	2801.4735
93500378	150	979.2424	887.7468
93500385	143	8996.7507	8348.2895
93500514	145	6494.3135	6043.0306
93500517	145	7839.4071	7512.6766
93500815	145	 	5989.5109
93500915	145	5514.1907	5002.7852
93500972	150	6425.8923	5979.3639
93500977	150	 	7216.5952
93503030	187	4686.0988	4278.5155
93503136	187	5548.4574	5148.5397
93503201	186	4010.6698	3661.8334
93503507	186	6980.194	6689.2738
93504001	166	872.9691	791.4031
93504281	163	7769.6765	7229.77
93504404	166	872.9691	791.4031
93504600	166	5330.3027	4834.905
93504605	166	1527.5394	1413.878
93504823	161	7244.1197	6942.1996
93504990	168	 	6022.6931
93506053	172	1221.5369	1130.7007
93506129	171	4165.2446	3802.9637
93506147	179	2336.1762	2132.9824
93506150	172	6078.2103	5655.8419
93506226	171	 	5005.061
93506242	179	2296.8059	2083.792
93506265	174	3744.3446	3397.0808
93506273	180	 	5038.0269
93506290	178	5059.0016	4707.457
93506340	179	 	2284.995
93506345	179	2019.6057	1879.2654
93506487	173	6241.9921	5469.14
93506573	180	4698.1178	4371.6506
93506722	171	5712.3334	5005.061
93506930	177	4331.6515	4019.4379
93507256	192	6324.0551	5541.0424
93507312	195	5814.3407	5410.3084
93508287	153	4419.2162	4105.6519
93508463	154	4959.2723	4401.5659
93508623	151	 	4694.5412
93508767	154	4028.098	3729.2146
93508961	154	4911.3782	4378.742
93540151	142	5926.7005	5192.8862
93540315	145	5014.5985	4578.4433
93540958	142	5926.7005	5192.8862
93544206	166	704.6907	654.6895
93544901	166	5689.165	5157.5973
93544923	161	7331.4684	6787.4762
93546224	171	5712.3334	5005.061
93546993	178	 	525.0788
93548877	160	22475.2035	21769.1875
93570097	148	5362.7905	4990.136
93570194	148	 	6255.6384
93570223	141	2055.4729	1863.4196
93570226	141	1734.9232	1611.8222
93570292	148	5718.2011	5010.2022
93570295	148	4710.6258	4371.0968
93570335	147	4934.3586	4400.1822
93570384	143	1091.1014	989.1542
93570396	148	 	5010.2022
93570426	141	5116.3984	4623.7072
93570432	147	5081.6958	4610.4014
93570513	145	 	5400.6136
93570521	141	905.3101	809.0442
93570581	143	 	1320.9579
93570695	148	4964.9376	4758.0091
93570696	148	 	4327.2804
93570721	141	2588.0727	2480.2072
93570787	143	5990.7869	5469.7256
93570929	141	2418.5196	2208.1638
93570939	147	5003.2038	4568.0396
93571010	135	3122.0885	2905.1379
93571016	135	3641.35	3370.4039
93571060	134	6709.8481	6499.071
93571066	134	5305.9843	4844.4852
93571114	135	3444.468	3220.3128
93571153	132	 	15914.4847
93571205	136	2699.8466	2524.1491
93571216	135	3122.0885	2905.1379
93571301	136	2806.819	2654.2469
93571452	132	9708.4503	8864.0375
93571469	134	 	4795.7867
93571474	140	4561.817	4137.8422
93571475	140	 	1981.0561
93571506	136	3495.8871	3063.0439
93571707	136	2295.869	2200.1819
93571769	134	 	4795.7867
93571806	136	2387.5016	2215.417
93571857	132	10593.935	9830.3531
93571862	134	5153.9276	4795.7867
93571911	135	 	4037.8593
93572076	120	4690.991	4255.9319
93572102	116	6343.1319	5791.4247
93572118	115	5145.3558	4774.4926
93572140	119	5001.6585	4566.6288
93572164	114	5404.6118	5029.0511
93572169	114	5404.6118	5029.0511
93572199	118	3269.0005	3041.8411
93572200	116	 	6001.6705
93572225	111	2216.3109	2056.5652
93572227	111	1520.1297	1414.4975
93572276	120	5924.359	5258.1215
93572283	113	1766.3512	1547.6505
93572284	113	1265.7373	1162.1104
93572287	113	1812.9489	1714.4012
93572290	118	2035.0805	1888.3975
93572322	111	 	1555.5574
93572342	119	6004.5424	5587.2932
93572346	119	4352.202	4043.3927
93572365	114	4338.1476	3960.8281
93572369	114	 	5030.9558
93572371	120	 	4634.0805
93572376	120	4330.1321	3953.5098
93572383	113	1534.6806	1368.5415
93572388	113	1489.9919	1331.554
93572389	113	1143.0439	1037.034
93572390	118	3795.925	3637.7186
93572391	118	2371.4706	2165.207
