AID	ELYEAR1	ELYEAR2	ELYEAR3	ELYEAR4	ELYEAR5	ELYEAR6	ELMAT945	ELGLV945	ELY1NINE	EAMSQ1	EAMSQ2	EAMSQ3	EAMSQ4	EAMSQ5	EAMSQ6	EAMSQH	EAMSQB1	EAMSQB2	EAMSQB3	EAMSQB4	EAMSQB5	EAMSQB6	EAMSQBH	EASSQ1	EASSQ2	EASSQ3	EASSQ4	EASSQ5	EASSQ6	EASSQH	EASSQB1	EASSQB2	EASSQB3	EASSQB4	EASSQB5	EASSQB6	EASSQBH	EAMGPA1	EAMGPA2	EAMGPA3	EAMGPA4	EAMGPA5	EAMGPA6	EAMGPAC	EASGPA1	EASGPA2	EASGPA3	EASGPA4	EASGPA5	EASGPA6	EASGPAC	EAOGPA1	EAOGPA2	EAOGPA3	EAOGPA4	EAOGPA5	EAOGPA6	EAOGPAC	EAMFIX1	EAMFIX2	EAMFIX3	EAMFIX4	EAMFIX5	EAMFIX6	EAMFIXC	EASFIX1	EASFIX2	EASFIX3	EASFIX4	EASFIX5	EASFIX6	EASFIXC	EAOFIX1	EAOFIX2	EAOFIX3	EAOFIX4	EAOFIX5	EAOFIX6	EAOFIXC
90614172	1993	1994	1995	1996	9992	9992	2	10	1	3	0	0	0	9992	9992	3	3	0	0	0	9992	9992	3	2	3	4	0	9992	9992	4	2	3	4	0	9992	9992	4	2	9994	9994	9994	9992	9992	2	3	2	1	9994	9992	9992	2	2.429	1.889	1.75	1.5	9992	9992	1.9	0	9994	9994	9994	9992	9992	0	0	0	0	9994	9992	9992	0	0	.111	.125	.167	9992	9992	.1
90614371	1993	1994	1995	1996	9992	9992	2	10	1	2	1	0	5	9992	9992	5	2	1	0	5	9992	9992	5	2	3	4	0	9992	9992	4	2	3	4	0	9992	9992	4	3	3	9994	2	9992	9992	2.75	4	3	4	9994	9992	9992	3.667	3.125	3.286	3.143	2.667	9992	9992	3.071	0	0	9994	0	9992	9992	0	0	0	0	9994	9992	9992	0	0	0	0	0	9992	9992	0
90614876	1991	1992	1993	1994	9992	9992	4	12	1	0	5	6	8	9992	9992	8	0	5	6	8	9992	9992	8	2	3	4	5	9992	9992	5	2	3	4	5	9992	9992	5	9994	4	3	2	9992	9992	3	3	2	3	2	9992	9992	2.5	3.429	3	3	2.833	9992	9992	3.077	9994	0	0	0	9992	9992	0	0	0	0	0	9992	9992	0	0	0	0	0	9992	9992	0
90614978	1993	1994	1995	1996	9992	9992	2	10	1	1	1	1	1	9992	9992	1	1	1	1	1	9992	9992	1	2	0	0	0	9992	9992	2	2	0	0	0	9992	9992	2	3	3	1	2	9992	9992	2.25	1	9994	9994	9994	9992	9992	1	2	2.25	1.571	2.857	9992	9992	2.179	0	0	0	0	9992	9992	0	0	9994	9994	9994	9992	9992	0	0	0	0	0	9992	9992	0
90619168	1992	1993	1994	1995	9992	9992	3	11	1	7	8	9	7	9992	9992	9	7	8	9	7	9992	9992	9	3	4	6	0	9992	9992	6	3	4	6	0	9992	9992	6	4	4	4	4	9992	9992	4	4	3	4	9994	9992	9992	3.667	3.938	3.875	4	4	9992	9992	3.947	0	0	0	0	9992	9992	0	0	0	0	9994	9992	9992	0	0	0	0	0	9992	9992	0
90619260	1994	1995	1996	1997	9992	9992	1	9	1	5	7	8	7	9992	9992	8	5	7	8	7	9992	9992	8	3	4	5	0	9992	9992	5	3	4	5	0	9992	9992	5	2	2	3	3	9992	9992	2.5	3	3	3	9994	9992	9992	3	3	3	3.167	2.75	9992	9992	2.981	0	0	0	0	9992	9992	0	0	0	0	9994	9992	9992	0	0	0	0	0	9992	9992	0
90619265	1991	1992	1993	1994	9992	9992	4	12	1	4	5	7	7	9992	9992	7	4	5	7	7	9992	9992	7	3	5	0	6	9992	9992	6	3	5	0	6	9992	9992	6	2	3	2	3	9992	9992	2.5	2	3	9994	2	9992	9992	2.333	3	3.313	3.077	2.6	9992	9992	3.037	0	0	0	0	9992	9992	0	0	0	9994	0	9992	9992	0	0	0	0	0	9992	9992	0
90619464	1996	1997	1998	1999	9992	9992	9993	9993	1	5	7	8	7	9992	9992	8	5	7	8	7	9992	9992	8	3	4	5	0	9992	9992	5	3	4	5	0	9992	9992	5	3	3	2	1	9992	9992	2.25	3	2	3	9994	9992	9992	2.667	2.667	2.933	2.769	2.769	9992	9992	2.786	0	0	0	0	9992	9992	0	0	0	0	9994	9992	9992	0	0	0	0	0	9992	9992	0
90619861	1992	1993	1994	1995	9992	9992	3	11	1	5	7	8	9	9992	9992	9	5	7	8	9	9992	9992	9	3	4	5	5	9992	9992	5	3	4	5	5	9992	9992	5	4	3	4	2	9992	9992	3.25	4	3	4	3	9992	9992	3.5	3.875	3.625	3.714	3.077	9992	9992	3.593	0	0	0	0	9992	9992	0	0	0	0	0	9992	9992	0	0	0	0	0	9992	9992	0
90619961	1993	1994	1995	1996	9992	9992	2	10	1	4	5	7	8	9992	9992	8	4	5	7	8	9992	9992	8	3	5	4	5	9992	9992	5	3	5	4	5	9992	9992	5	3	3	3	3	9992	9992	3	3	3	3	3	9992	9992	3	3.25	3.267	3.5	3.545	9992	9992	3.37	0	0	0	0	9992	9992	0	0	0	0	0	9992	9992	0	0	0	0	0	9992	9992	0
90636252	1992	1993	1994	1995	9992	9992	3	11	1	1	4	5	6	9992	9992	6	1	4	5	6	9992	9992	6	0	3	2	0	9992	9992	3	0	3	2	0	9992	9992	3	2	2.5	2	1	9992	9992	1.875	9994	2.5	3	9994	9992	9992	2.75	2.929	2.933	3.231	3.091	9992	9992	3.038	0	0	0	0	9992	9992	0	9994	0	0	9994	9992	9992	0	0	0	0	0	9992	9992	0
90646128	1991	1992	1993	1994	9992	9992	4	11	1	4	5	0	7	9992	9992	7	4	5	0	7	9992	9992	7	3	2	4	2	9992	9992	4	3	2	4	2	9992	9992	4	1	1	9994	1	9992	9992	1	1	1	9995	1	9992	9992	1	.615	.533	0	1.774	9992	9992	1.092	0	0	9994	0	9992	9992	0	0	0	9995	.667	9992	9992	.286	.615	.667	1	.258	9992	9992	.492
90676053	1992	1993	1994	1995	9992	9992	3	11	1	4	6	8	0	9992	9992	8	4	6	8	0	9992	9992	8	0	6	6	5	9992	9992	6	0	6	6	5	9992	9992	6	4	3.25	2	9994	9992	9992	3.125	9994	4	3.5	3.25	9992	9992	3.6	4	3.526	3.462	3.583	9992	9992	3.625	0	0	0	9994	9992	9992	0	9994	0	0	0	9992	9992	0	0	0	0	0	9992	9992	0
90676321	1991	1992	1993	1994	9992	9992	4	12	1	4	2	4	5	9992	9992	5	0	2	4	0	9992	9992	4	5	3	0	0	9992	9992	5	5	3	0	0	9992	9992	5	0	2	2	0	9992	9992	1	1	2	9994	9994	9992	9992	1.5	1.154	1.6	1.75	1.105	9992	9992	1.397	1	0	0	1	9992	9992	.5	0	0	9994	9994	9992	9992	0	.308	.133	0	.579	9992	9992	.27
90676422	1991	1992	1993	1994	9992	9992	4	12	1	5	7	8	9	9992	9992	9	5	7	8	9	9992	9992	9	3	4	6	5	9992	9992	6	3	4	6	5	9992	9992	6	4	4	4	3	9992	9992	3.75	4	4	4	3	9992	9992	3.778	4	4	4	3.333	9992	9992	3.86	0	0	0	0	9992	9992	0	0	0	0	0	9992	9992	0	0	0	0	0	9992	9992	0
90676458	1993	1994	1995	1996	9992	9992	2	10	1	1	0	4	5	9992	9992	5	1	0	4	5	9992	9992	5	0	0	2	3	9992	9992	3	0	0	2	3	9992	9992	3	3	9994	3	1	9992	9992	2.2	9994	9994	3.5	2	9992	9992	2.75	2	2.071	2.533	2.5	9992	9992	2.321	0	9994	0	.5	9992	9992	.2	9994	9994	0	0	9992	9992	0	.222	.071	.133	.056	9992	9992	.107
90676725	1992	1993	1994	1995	9992	9992	3	11	1	1	4	0	0	9992	9992	4	1	4	0	0	9992	9992	4	2	3	0	0	9992	9992	3	2	3	0	0	9992	9992	3	3	1	9994	9994	9992	9992	2	2	2	9994	9994	9992	9992	2	2.182	1.833	2.286	1	9992	9992	1.788	0	0	9994	9994	9992	9992	0	0	0	9994	9994	9992	9992	0	.091	0	.143	.4	9992	9992	.173
90676829	1994	1995	1996	1997	9992	9992	1	9	1	4	5	5	0	9992	9992	5	4	0	5	0	9992	9992	5	5	3	3	0	9992	9992	5	5	0	3	0	9992	9992	5	1	0	3	9994	9992	9992	1	2	0	4	9994	9992	9992	2	1	.667	2.333	2.5	9992	9992	1.667	0	1	0	9994	9992	9992	.4	0	1	0	9994	9992	9992	.333	.333	.333	0	0	9992	9992	.157
90678178	1992	1993	1994	1995	9992	9992	3	11	1	3	4	5	6	9992	9992	6	3	4	5	6	9992	9992	6	2	3	4	2	9992	9992	4	2	3	4	2	9992	9992	4	2.5	2.667	2	.5	9992	9992	2	1	2	1.5	2.5	9992	9992	1.75	1.917	2.462	2.25	2.667	9992	9992	2.327	0	0	0	.5	9992	9992	.111	0	0	0	0	9992	9992	0	0	0	0	.083	9992	9992	.02
90678671	1992	1993	1994	1995	9992	9992	3	11	1	4	5	6	8	9992	9992	8	4	5	6	8	9992	9992	8	2	3	4	6	9992	9992	6	2	3	4	6	9992	9992	6	2	2	2	2	9992	9992	2	3	3	3	2	9992	9992	2.75	3	2.75	3	2.8	9992	9992	2.891	0	0	0	0	9992	9992	0	0	0	0	0	9992	9992	0	0	0	0	0	9992	9992	0
90710085	1996	1997	1998	1999	9992	9992	9993	9993	1	5	6	8	7	9992	9992	8	5	6	8	7	9992	9992	8	3	2	4	5	9992	9992	5	3	2	4	5	9992	9992	5	2	3	1	2	9992	9992	2	2	2	1	1	9992	9992	1.5	2.143	2.714	2.429	2.571	9992	9992	2.464	0	0	0	0	9992	9992	0	0	0	0	0	9992	9992	0	0	0	0	0	9992	9992	0
90710194	1995	1996	1997	1998	9992	9992	9993	9993	1	4	6	8	0	9992	9992	8	4	6	8	0	9992	9992	8	2	3	4	6	9992	9992	6	2	3	4	6	9992	9992	6	3.5	2.25	2	9994	9992	9992	2.571	3.5	3	2.5	1	9992	9992	2.714	3.333	2.833	3	2.857	9992	9992	3.024	0	0	0	9994	9992	9992	0	0	0	0	0	9992	9992	0	0	0	0	0	9992	9992	0
90710297	1996	1997	1998	1999	9992	9992	9993	9993	1	3	4	6	6	9992	9992	6	3	4	6	6	9992	9992	6	2	3	4	4	9992	9992	4	2	3	4	4	9992	9992	4	3	2	.5	2	9992	9992	1.889	1.5	3	.5	1	9992	9992	1.571	2.083	2.5	1.5	1.7	9992	9992	1.932	0	0	.5	0	9992	9992	.111	0	0	.5	0	9992	9992	.143	0	0	.167	0	9992	9992	.045
90710386	1994	1995	1996	1997	9992	9992	1	9	1	4	4	5	6	9992	9992	6	4	4	5	0	9992	9992	5	2	3	2	0	9992	9992	3	2	3	2	0	9992	9992	3	3	1	1	0	9992	9992	1.25	2	3	3	9994	9992	9992	2.667	2.714	2.125	2.857	2.25	9992	9992	2.5	0	0	0	1	9992	9992	.25	0	0	0	9994	9992	9992	0	0	0	0	.25	9992	9992	.038
90710930	1996	1997	1998	1999	9992	9992	9993	9993	1	4	5	6	0	9992	9992	6	4	5	6	0	9992	9992	6	4	2	5	0	9992	9992	5	4	2	5	0	9992	9992	5	1	2.25	2	9994	9992	9992	1.875	2.25	3	2	9994	9992	9992	2.375	2.286	2.444	2.5	2.5	9992	9992	2.426	0	0	0	9994	9992	9992	0	0	0	0	9994	9992	9992	0	0	0	0	0	9992	9992	0
90711360	1996	1997	1998	1999	9992	9992	9993	9993	1	4	4	4	0	9992	9992	4	0	4	4	0	9992	9992	4	2	3	3	4	9992	9992	4	0	0	3	4	9992	9992	4	0	2	1	9994	9992	9992	1	0	0	.5	2	9992	9992	.6	1.222	2.1	2.308	1.909	9992	9992	1.93	1	0	0	9994	9992	9992	.4	1	1	.5	0	9992	9992	.6	.556	.1	.154	0	9992	9992	.186
90712140	1995	1996	1997	1998	9992	9992	9993	9993	1	4	6	5	0	9992	9992	6	4	6	5	0	9992	9992	6	3	5	0	0	9992	9992	5	3	5	0	0	9992	9992	5	1	3	2	9994	9992	9992	2	2	2	9994	9994	9992	9992	2	2.667	3.143	3	2.857	9992	9992	2.909	0	0	0	9994	9992	9992	0	0	0	9994	9994	9992	9992	0	0	0	0	0	9992	9992	0
90712211	1995	1996	1997	1998	9992	9992	9993	9993	1	7	7	8	9	9992	9992	9	0	7	8	9	9992	9992	9	3	4	6	5	9992	9992	6	3	4	6	5	9992	9992	6	4	4	3	1.5	9992	9992	3.125	4	3.5	2.5	2.5	9992	9992	3.125	4	3.917	3.5	3	9992	9992	3.617	0	0	0	0	9992	9992	0	0	0	0	0	9992	9992	0	0	0	0	0	9992	9992	0
90712216	1996	1997	1998	1999	9992	9992	9993	9993	1	6	8	8	9	9992	9992	9	6	8	8	9	9992	9992	9	3	4	6	0	9992	9992	6	3	4	6	0	9992	9992	6	4	4	4	4	9992	9992	4	4	4	4	9994	9992	9992	4	4	4	3.75	4	9992	9992	3.94	0	0	0	0	9992	9992	0	0	0	0	9994	9992	9992	0	0	0	0	0	9992	9992	0
90712914	1995	1996	9992	9992	9992	9992	9993	9993	1	4	4	9992	9992	9992	9992	4	4	0	9992	9992	9992	9992	4	2	3	9992	9992	9992	9992	3	0	0	9992	9992	9992	9992	0	1	0	9992	9992	9992	9992	.333	0	0	9992	9992	9992	9992	0	.818	.9	9992	9992	9992	9992	.857	0	1	9992	9992	9992	9992	.667	1	1	9992	9992	9992	9992	1	.364	.5	9992	9992	9992	9992	.429
90712942	1996	1997	1998	1999	9992	9992	9993	9993	1	6	5	8	0	9992	9992	8	6	5	8	0	9992	9992	8	3	4	0	6	9992	9992	6	3	4	0	6	9992	9992	6	3	1	2.333	9994	9992	9992	2.333	3	3	9994	3	9992	9992	3	3.222	2.778	2.8	3.143	9992	9992	2.971	0	0	0	9994	9992	9992	0	0	0	9994	0	9992	9992	0	0	0	0	0	9992	9992	0
90712997	1995	1996	9992	9992	9992	9992	9993	9993	1	4	5	9992	9992	9992	9992	5	4	0	9992	9992	9992	9992	4	3	2	9992	9992	9992	9992	3	3	2	9992	9992	9992	9992	3	1	0	9992	9992	9992	9992	.5	1.5	1.5	9992	9992	9992	9992	1.5	2.357	1.214	9992	9992	9992	9992	1.786	.5	1	9992	9992	9992	9992	.75	0	0	9992	9992	9992	9992	0	.071	.286	9992	9992	9992	9992	.179
90713391	1995	1996	1997	1998	9992	9992	9993	9993	1	5	6	8	8	9992	9992	8	5	6	8	8	9992	9992	8	2	3	3	4	9992	9992	4	2	3	3	4	9992	9992	4	4	4	3	3	9992	9992	3.5	4	3.5	3	2.5	9992	9992	3.167	4	3.7	3.5	3.111	9992	9992	3.556	0	0	0	0	9992	9992	0	0	0	0	0	9992	9992	0	0	0	0	0	9992	9992	0
90713395	1995	1996	1997	1998	9992	9992	9993	9993	1	5	6	8	9	9992	9992	9	5	6	8	9	9992	9992	9	2	2	4	6	9992	9992	6	2	2	4	6	9992	9992	6	4	4	4	3.5	9992	9992	3.8	4	4	4	4	9992	9992	4	4	3.9	3.9	3.909	9992	9992	3.921	0	0	0	0	9992	9992	0	0	0	0	0	9992	9992	0	0	0	0	0	9992	9992	0
90713702	1996	1997	1998	1999	9992	9992	9993	9993	1	4	5	5	6	9992	9992	6	4	5	5	6	9992	9992	6	2	3	4	4	9992	9992	4	2	3	4	4	9992	9992	4	1	1.333	1.5	1.5	9992	9992	1.273	2.5	1.667	1.5	2	9992	9992	1.875	2.063	2.059	1.875	2.286	9992	9992	2.063	.5	0	0	0	9992	9992	.182	0	0	.5	0	9992	9992	.125	.125	.118	.25	0	9992	9992	.127
90713909	1996	1997	1998	9992	9992	9992	9993	9993	1	4	5	7	9992	9992	9992	7	4	5	0	9992	9992	9992	5	2	3	4	9992	9992	9992	4	2	3	0	9992	9992	9992	3	1	1	0	9992	9992	9992	.875	3	1.333	0	9992	9992	9992	1.4	2.313	1.516	0	9992	9992	9992	1.647	.333	.5	1	9992	9992	9992	.5	0	0	1	9992	9992	9992	.2	.063	.226	1	9992	9992	9992	.235
90713930	1995	1996	1997	1998	9992	9992	9993	9993	1	6	8	8	9	9992	9992	9	6	8	8	9	9992	9992	9	3	4	6	6	9992	9992	6	3	4	6	6	9992	9992	6	3.5	2	2	2.667	9992	9992	2.556	4	3.5	3.25	3	9992	9992	3.4	3.733	3.357	3	2.75	9992	9992	3.236	0	0	0	0	9992	9992	0	0	0	0	0	9992	9992	0	0	0	0	0	9992	9992	0
90713998	1996	1997	1998	1999	9992	9992	9993	9993	1	5	6	8	0	9992	9992	8	5	6	8	0	9992	9992	8	2	2	4	6	9992	9992	6	2	2	4	6	9992	9992	6	1	2.5	1	9994	9992	9992	1.75	3	3	3	2.333	9992	9992	2.714	3	3	2.875	3.167	9992	9992	3.028	0	0	0	9994	9992	9992	0	0	0	0	0	9992	9992	0	0	0	0	0	9992	9992	0
90714016	1996	1997	1998	9992	9992	9992	9993	9993	1	4	4	5	9992	9992	9992	5	4	0	0	9992	9992	9992	4	3	3	5	9992	9992	9992	5	3	0	0	9992	9992	9992	3	1	0	0	9992	9992	9992	.333	.5	0	0	9992	9992	9992	.167	1.2	0	0	9992	9992	9992	.529	.5	1	1	9992	9992	9992	.833	.5	1	1	9992	9992	9992	.833	.333	1	1	9992	9992	9992	.706
90714022	1995	1996	1997	1998	9992	9992	9993	9993	1	2	4	5	0	9992	9992	5	2	4	5	0	9992	9992	5	2	3	0	0	9992	9992	3	2	3	0	0	9992	9992	3	3	3	1	9994	9992	9992	2.6	2	2.5	9994	9994	9992	9992	2.25	2.5	2.857	2.75	2.8	9992	9992	2.711	0	0	0	9994	9992	9992	0	0	0	9994	9994	9992	9992	0	0	0	0	0	9992	9992	0
90714025	1996	1997	1998	1999	9992	9992	9993	9993	1	2	4	0	4	9992	9992	4	2	4	0	4	9992	9992	4	2	3	0	2	9992	9992	3	0	3	0	2	9992	9992	3	2	.5	9994	3	9992	9992	1.6	9995	1	9994	4	9992	9992	2.5	2.133	1.6	2.75	3.188	9992	9992	2.414	0	.5	9994	0	9992	9992	.2	9995	.5	9994	0	9992	9992	.25	0	.2	.167	0	9992	9992	.086
90714212	1995	1996	1997	1998	9992	9992	9993	9993	1	4	4	5	4	9992	9992	5	4	4	0	0	9992	9992	4	2	3	5	3	9992	9992	5	2	0	3	3	9992	9992	3	1	1	0	0	9992	9992	.5	2.5	0	1	1.333	9992	9992	1.2	2	1.143	.727	1.063	9992	9992	1.255	0	.5	1	1	9992	9992	.625	0	1	.667	.333	9992	9992	.5	0	.357	.545	.438	9992	9992	.327
90714238	1996	1997	1998	1999	9992	9992	9993	9993	1	4	5	6	0	9992	9992	6	4	5	6	0	9992	9992	6	2	3	4	0	9992	9992	4	2	3	4	0	9992	9992	4	1	3	2	9994	9992	9992	2	2	3	2	9994	9992	9992	2.333	2.778	2.7	2.444	3.4	9992	9992	2.758	0	0	0	9994	9992	9992	0	0	0	0	9994	9992	9992	0	0	0	0	0	9992	9992	0
90714245	1996	1997	1998	1999	9992	9992	9993	9993	1	8	6	0	0	9992	9992	8	8	6	0	0	9992	9992	8	2	5	0	0	9992	9992	5	2	5	0	0	9992	9992	5	2.5	1.5	9994	9994	9992	9992	2	1.5	3	9994	9994	9992	9992	2.25	2.571	1.417	3.467	3.857	9992	9992	2.921	0	0	9994	9994	9992	9992	0	0	0	9994	9994	9992	9992	0	.143	.25	0	0	9992	9992	.079
90714328	1996	1997	1998	1999	9992	9992	9993	9993	1	4	5	5	0	9992	9992	5	4	5	0	0	9992	9992	5	2	3	4	0	9992	9992	4	2	3	0	0	9992	9992	3	2.5	1	0	9994	9992	9992	1.4	3	1.5	0	9994	9992	9992	1.8	2.857	1.214	1.462	1.5	9992	9992	1.796	0	.5	1	9994	9992	9992	.4	0	0	1	9994	9992	9992	.2	0	.357	.231	0	9992	9992	.163
90714390	1996	1997	1998	1999	9992	9992	9993	9993	1	4	4	5	2	9992	9992	5	4	4	5	2	9992	9992	5	2	2	0	0	9992	9992	2	2	2	0	0	9992	9992	2	1	2.5	.5	1.5	9992	9992	1.375	2	.5	9994	9994	9992	9992	1.25	1.917	1.571	1.417	2.417	9992	9992	1.82	0	0	.5	0	9992	9992	.125	0	.5	9994	9994	9992	9992	.25	0	.143	.25	.083	9992	9992	.12
90714942	1996	9992	9992	9992	9992	9992	9993	9993	1	4	9992	9992	9992	9992	9992	4	4	9992	9992	9992	9992	9992	4	2	9992	9992	9992	9992	9992	2	0	9992	9992	9992	9992	9992	0	1	9992	9992	9992	9992	9992	1	0	9992	9992	9992	9992	9992	0	.2	9992	9992	9992	9992	9992	.2	0	9992	9992	9992	9992	9992	0	1	9992	9992	9992	9992	9992	1	.8	9992	9992	9992	9992	9992	.8
90715191	1996	1997	1998	1999	9992	9992	9993	9993	1	4	6	6	2	9992	9992	6	4	6	6	2	9992	9992	6	0	2	3	2	9992	9992	3	0	2	3	2	9992	9992	3	1.5	1.5	1.25	4	9992	9992	1.667	9994	.5	3	3	9992	9992	2	2.167	1.818	1.167	3.2	9992	9992	2.16	0	0	.5	0	9992	9992	.222	9994	.5	0	0	9992	9992	.2	0	.091	.583	0	9992	9992	.16
90715198	1995	1996	1997	1998	9992	9992	9993	9993	1	4	8	4	2	9992	9992	8	4	0	4	2	9992	9992	4	2	3	0	0	9992	9992	3	2	3	0	0	9992	9992	3	1	2.25	2	2	9992	9992	1.909	2.5	3	9994	9994	9992	9992	2.8	1.692	2.615	2.571	2.636	9992	9992	2.373	0	.25	0	0	9992	9992	.091	0	0	9994	9994	9992	9992	0	.154	.077	0	0	9992	9992	.059
90715266	1995	1996	1997	1998	9992	9992	9993	9993	1	5	7	8	9	9992	9992	9	5	7	8	9	9992	9992	9	2	3	4	3	9992	9992	4	2	3	4	3	9992	9992	4	3	2	2	4	9992	9992	2.75	4	2	3	4	9992	9992	3.2	3.294	2.4	2.857	3.571	9992	9992	3.033	0	0	0	0	9992	9992	0	0	0	0	0	9992	9992	0	0	0	0	0	9992	9992	0
90715294	1996	1997	1998	1999	9992	9992	9993	9993	1	4	5	6	7	9992	9992	7	4	5	6	7	9992	9992	7	0	3	2	4	9992	9992	4	0	3	2	4	9992	9992	4	2	1.5	1.5	.5	9992	9992	1.375	9994	2.5	3.5	1.5	9992	9992	2.5	2.286	2.231	2.154	2.167	9992	9992	2.212	0	0	0	.5	9992	9992	.125	9994	0	0	0	9992	9992	0	0	0	0	.083	9992	9992	.019
90715353	1995	1996	1997	1998	9992	9992	9993	9993	1	4	1	4	2	9992	9992	4	4	1	4	2	9992	9992	4	2	2	3	0	9992	9992	3	2	2	3	0	9992	9992	3	1	2.5	2	4	9992	9992	2.167	2.5	1	2	9994	9992	9992	1.833	2.071	1.714	2	2.625	9992	9992	2.045	.5	0	0	0	9992	9992	.167	0	.5	0	9994	9992	9992	.167	.071	.071	.125	0	9992	9992	.068
90715983	1996	1997	1998	1999	9992	9992	9993	9993	1	3	4	5	0	9992	9992	5	3	4	5	0	9992	9992	5	3	5	0	6	9992	9992	6	3	5	0	6	9992	9992	6	2	1	1	9994	9992	9992	1.333	2	2	9994	2	9992	9992	2	2.429	1.8	2.25	3	9992	9992	2.42	0	0	0	9994	9992	9992	0	0	0	9994	0	9992	9992	0	0	0	0	0	9992	9992	0
90715987	1996	1997	9992	9992	9992	9992	9993	9993	1	4	6	9992	9992	9992	9992	6	4	6	9992	9992	9992	9992	6	0	3	9992	9992	9992	9992	3	0	3	9992	9992	9992	9992	3	3	3	9992	9992	9992	9992	3	9994	4	9992	9992	9992	9992	4	3.385	3.357	9992	9992	9992	9992	3.37	0	0	9992	9992	9992	9992	0	9994	0	9992	9992	9992	9992	0	0	0	9992	9992	9992	9992	0
90715988	1995	1996	1997	1998	9992	9992	9993	9993	1	4	5	6	8	9992	9992	8	4	5	6	0	9992	9992	6	3	5	4	0	9992	9992	5	3	5	4	0	9992	9992	5	3	4	2	0	9992	9992	2.571	3	4	2	9994	9992	9992	3	3.214	3.786	2.571	2.3	9992	9992	3.019	0	0	0	1	9992	9992	.143	0	0	0	9994	9992	9992	0	0	0	0	.1	9992	9992	.019
90715993	1995	1996	1997	1998	9992	9992	9993	9993	1	5	8	8	8	9992	9992	8	5	8	8	0	9992	9992	8	3	4	6	6	9992	9992	6	3	4	6	6	9992	9992	6	3	1	1.5	0	9992	9992	1.571	2	3	1.75	.5	9992	9992	1.786	2.714	2.8	2.6	1.077	9992	9992	2.373	0	0	0	1	9992	9992	.143	0	0	0	.5	9992	9992	.071	0	0	0	.538	9992	9992	.104
90716050	1995	1996	1997	1998	9992	9992	9993	9993	1	2	4	5	6	9992	9992	6	2	4	5	6	9992	9992	6	2	3	3	0	9992	9992	3	2	3	3	0	9992	9992	3	1.5	2	2	2	9992	9992	1.875	1.5	1	2	9994	9992	9992	1.4	2.313	1.643	3	2.429	9992	9992	2.333	0	0	0	0	9992	9992	0	0	.5	0	9994	9992	9992	.2	0	.214	0	0	9992	9992	.053
90716064	1996	1997	1998	9992	9992	9992	9993	9993	1	4	4	4	9992	9992	9992	4	4	0	4	9992	9992	9992	4	0	3	0	9992	9992	9992	3	0	0	0	9992	9992	9992	0	1	0	3.667	9992	9992	9992	2	9994	0	9994	9992	9992	9992	0	1.2	.364	3.143	9992	9992	9992	1.333	0	1	0	9992	9992	9992	.333	9994	1	9994	9992	9992	9992	1	.333	.909	0	9992	9992	9992	.455
90716258	1996	1997	1998	1999	9992	9992	9993	9993	1	4	5	5	6	9992	9992	6	4	5	5	6	9992	9992	6	1	3	4	2	9992	9992	4	1	3	4	2	9992	9992	4	1.5	.5	1	1	9992	9992	1	3	2.5	1.5	3.5	9992	9992	2.625	2.231	1.357	1.538	2.364	9992	9992	1.843	0	.5	0	0	9992	9992	.143	0	0	0	0	9992	9992	0	.077	.214	0	0	9992	9992	.078
90716352	1995	1996	1997	9992	9992	9992	9993	9993	1	2	2	3	9992	9992	9992	3	2	2	3	9992	9992	9992	3	2	3	0	9992	9992	9992	3	2	0	0	9992	9992	9992	2	2	3	4	9992	9992	9992	3	2	1	9994	9992	9992	9992	1.333	1.909	2.125	3.375	9992	9992	9992	2.407	0	0	0	9992	9992	9992	0	0	.5	9994	9992	9992	9992	.333	.091	.125	0	9992	9992	9992	.074
90716390	1995	1996	1997	9992	9992	9992	9993	9993	1	4	5	5	9992	9992	9992	5	4	0	0	9992	9992	9992	4	3	3	2	9992	9992	9992	3	3	0	0	9992	9992	9992	3	.333	0	0	9992	9992	9992	.143	.5	0	0	9992	9992	9992	.167	1	1	.538	9992	9992	9992	.846	.667	1	1	9992	9992	9992	.857	.5	1	1	9992	9992	9992	.833	.417	.429	.769	9992	9992	9992	.538
90716951	1995	1996	1997	1998	9992	9992	9993	9993	1	4	5	6	0	9992	9992	6	4	5	6	0	9992	9992	6	2	3	0	0	9992	9992	3	2	3	0	0	9992	9992	3	3	2.5	2	9994	9992	9992	2.5	2	4	9994	9994	9992	9992	3	2.5	3.313	3.357	3	9992	9992	3.061	0	0	0	9994	9992	9992	0	0	0	9994	9994	9992	9992	0	0	0	0	0	9992	9992	0
90716952	1996	1997	1998	1999	9992	9992	9993	9993	1	2	4	5	4	9992	9992	5	2	4	5	4	9992	9992	5	1	3	2	0	9992	9992	3	1	3	2	0	9992	9992	3	3	2	2.333	3	9992	9992	2.5	2.5	.5	2	9994	9992	9992	1.667	2.538	1.643	2.077	3.091	9992	9992	2.294	0	0	0	0	9992	9992	0	0	.5	0	9994	9992	9992	.167	0	.214	.077	0	9992	9992	.078
