AID	ELYEAR1	ELYEAR2	ELYEAR3	ELYEAR4	ELYEAR5	ELYEAR6	ELMAT945	ELGLV945	ELY1NINE	EAMSQ1	EAMSQ2	EAMSQ3	EAMSQ4	EAMSQ5	EAMSQ6	EAMSQH	EAMSQB1	EAMSQB2	EAMSQB3	EAMSQB4	EAMSQB5	EAMSQB6	EAMSQBH	EASSQ1	EASSQ2	EASSQ3	EASSQ4	EASSQ5	EASSQ6	EASSQH	EASSQB1	EASSQB2	EASSQB3	EASSQB4	EASSQB5	EASSQB6	EASSQBH	EAMGPA1	EAMGPA2	EAMGPA3	EAMGPA4	EAMGPA5	EAMGPA6	EAMGPAC	EASGPA1	EASGPA2	EASGPA3	EASGPA4	EASGPA5	EASGPA6	EASGPAC	EAOGPA1	EAOGPA2	EAOGPA3	EAOGPA4	EAOGPA5	EAOGPA6	EAOGPAC	EAMFIX1	EAMFIX2	EAMFIX3	EAMFIX4	EAMFIX5	EAMFIX6	EAMFIXC	EASFIX1	EASFIX2	EASFIX3	EASFIX4	EASFIX5	EASFIX6	EASFIXC	EAOFIX1	EAOFIX2	EAOFIX3	EAOFIX4	EAOFIX5	EAOFIX6	EAOFIXC
57100270	1991	1992	1993	1994	9992	9992	4	10	1	4	4	5	1	9992	9992	5	4	0	0	0	9992	9992	4	0	3	4	2	9992	9992	4	0	3	0	2	9992	9992	3	1	.5	0	0	9992	9992	.5	9994	1.5	0	.5	9992	9992	.667	2.167	1.143	.333	1.333	9992	9992	1.234	0	.5	1	1	9992	9992	.5	9994	.5	1	.5	9992	9992	.667	0	.357	.75	.444	9992	9992	.383
57103869	1991	1992	1993	1994	1995	9992	4	12	1	2	2	2	2	2	9992	2	2	0	0	0	0	9992	2	2	0	3	3	0	9992	3	2	0	0	0	0	9992	2	2	0	0	0	0	9992	.4	2	9994	0	0	9994	9992	.667	2	1	.429	0	0	9992	.767	0	1	1	1	1	9992	.8	0	9994	1	1	9994	9992	.667	0	.5	.571	1	1	9992	.567
57104676	1996	1997	1998	1999	9992	9992	9993	9993	1	4	5	7	2	9992	9992	7	4	5	0	2	9992	9992	5	2	2	4	0	9992	9992	4	2	2	4	0	9992	9992	4	1.333	2.5	0	4	9992	9992	1.625	2	3.5	1.5	9994	9992	9992	2.333	2.143	2.769	1.583	3	9992	9992	2.396	0	0	1	0	9992	9992	.25	0	0	0	9994	9992	9992	0	.071	0	.25	0	9992	9992	.075
57111071	1995	1996	1997	1998	9992	9992	9993	9993	1	4	5	7	8	9992	9992	8	4	5	7	8	9992	9992	8	3	2	4	6	9992	9992	6	3	2	4	6	9992	9992	6	4	4	4	4	9992	9992	4	1	3	3	3	9992	9992	2.5	3	3.5	3.286	3.125	9992	9992	3.207	0	0	0	0	9992	9992	0	0	0	0	0	9992	9992	0	0	0	0	0	9992	9992	0
57111786	1994	1995	1996	1997	9992	9992	1	9	1	4	5	6	0	9992	9992	6	4	5	6	0	9992	9992	6	2	3	4	0	9992	9992	4	2	3	4	0	9992	9992	4	3	2	2	9994	9992	9992	2.333	3	3	2	9994	9992	9992	2.667	3.333	2.375	2	2.833	9992	9992	2.615	0	0	0	9994	9992	9992	0	0	0	0	9994	9992	9992	0	0	0	0	0	9992	9992	0
57117542	1997	9992	9992	9992	9992	9992	9993	9993	0	9993	9992	9992	9992	9992	9992	9993	9993	9992	9992	9992	9992	9992	9993	9993	9992	9992	9992	9992	9992	9993	9993	9992	9992	9992	9992	9992	9993	9993	9992	9992	9992	9992	9992	9993	9993	9992	9992	9992	9992	9992	9993	9995	9992	9992	9992	9992	9992	9995	9993	9992	9992	9992	9992	9992	9993	9993	9992	9992	9992	9992	9992	9993	9995	9992	9992	9992	9992	9992	9995
57118381	1996	1997	1998	1999	9992	9992	9993	9993	1	6	5	8	8	9992	9992	8	6	5	8	8	9992	9992	8	2	3	5	0	9992	9992	5	2	3	5	0	9992	9992	5	4	3	4	4	9992	9992	3.8	2	3	2.5	9994	9992	9992	2.4	3.25	3.375	2.5	3.75	9992	9992	3.156	0	0	0	0	9992	9992	0	0	0	0	9994	9992	9992	0	0	0	0	0	9992	9992	0
57118943	1993	1994	1995	1996	9992	9992	2	10	1	4	5	6	4	9992	9992	6	4	5	6	4	9992	9992	6	2	3	4	0	9992	9992	4	2	3	4	0	9992	9992	4	3.5	2.5	2	2	9992	9992	2.5	3.5	2.5	3	9994	9992	9992	3	3	3.133	2.786	2.692	9992	9992	2.912	0	0	0	0	9992	9992	0	0	0	0	9994	9992	9992	0	0	0	0	0	9992	9992	0
57120005	1996	1997	1998	1999	9992	9992	9993	9993	1	5	6	8	0	9992	9992	8	5	6	8	0	9992	9992	8	2	3	4	6	9992	9992	6	2	3	4	6	9992	9992	6	4	3	3.5	9994	9992	9992	3.5	4	4	3	2.5	9992	9992	3.375	3.833	3.5	3.583	3.4	9992	9992	3.587	0	0	0	9994	9992	9992	0	0	0	0	0	9992	9992	0	0	0	0	0	9992	9992	0
57120371	1991	1992	1993	1994	9992	9992	4	12	1	3	4	5	6	9992	9992	6	3	4	5	6	9992	9992	6	2	3	4	0	9992	9992	4	2	3	4	0	9992	9992	4	4	3	.5	2.5	9992	9992	2.5	4	1.5	1	9994	9992	9992	2.167	3.067	2.563	1.5	2.214	9992	9992	2.386	0	0	.5	0	9992	9992	.125	0	0	.5	9994	9992	9992	.167	0	0	.25	.143	9992	9992	.088
57121404	1993	1994	1995	1996	9992	9992	2	10	1	4	5	6	0	9992	9992	6	4	5	6	0	9992	9992	6	3	5	5	5	9992	9992	5	3	5	5	5	9992	9992	5	3.5	3.5	2.5	9994	9992	9992	3.167	3.5	3	3.25	4	9992	9992	3.4	3.667	3.571	3.25	3.857	9992	9992	3.576	0	0	0	9994	9992	9992	0	0	0	0	0	9992	9992	0	0	0	0	0	9992	9992	0
57121476	1995	1996	1997	1998	1999	9992	9993	9993	1	4	4	5	5	5	9992	5	4	0	5	5	0	9992	5	2	3	3	2	0	9992	3	2	0	3	2	0	9992	3	.5	0	1	2	1	9992	1.154	2	0	2	2	9994	9992	1.5	1.667	.933	1.938	2.688	2.4	9992	1.875	.5	1	.5	0	.5	9992	.385	0	1	0	0	9994	9992	.25	.25	.6	.125	0	.2	9992	.234
57123494	1993	1994	1995	1996	9992	9992	2	10	1	2	2	1	1	9992	9992	2	2	2	1	1	9992	9992	2	5	2	3	0	9992	9992	5	5	2	3	0	9992	9992	5	1	2	4	2	9992	9992	2.25	1	2	2	9994	9992	9992	1.667	.857	2.1	2.125	2.75	9992	9992	2	0	0	0	0	9992	9992	0	0	0	0	9994	9992	9992	0	.143	.1	0	0	9992	9992	.061
57127241	1996	1997	1998	1999	9992	9992	9993	9993	1	3	4	4	5	9992	9992	5	3	4	4	5	9992	9992	5	2	3	4	0	9992	9992	4	2	3	4	0	9992	9992	4	2.5	.5	2.5	1	9992	9992	1.625	4	4	2	9994	9992	9992	3.333	3	3.167	2.917	3.083	9992	9992	3.042	0	.5	0	0	9992	9992	.125	0	0	0	9994	9992	9992	0	0	.083	0	0	9992	9992	.021
57129567	1996	1997	1998	1999	9992	9992	9993	9993	1	4	4	4	0	9992	9992	4	4	4	4	0	9992	9992	4	0	0	3	2	9992	9992	3	0	0	0	2	9992	9992	2	1.5	.5	.5	9994	9992	9992	.833	9994	9994	0	1	9992	9992	.333	1	.5	1.063	.667	9992	9992	.843	0	.5	.5	9994	9992	9992	.333	9994	9994	1	0	9992	9992	.667	.333	.643	.438	.333	9992	9992	.451
57131909	1996	1997	1998	1999	9992	9992	9993	9993	1	4	6	0	2	9992	9992	6	4	6	0	0	9992	9992	6	3	3	5	0	9992	9992	5	0	3	5	0	9992	9992	5	1.333	.5	9994	0	9992	9992	.833	0	1.5	1	9994	9992	9992	1	1.375	1.5	1.5	1.375	9992	9992	1.433	.333	.5	9994	1	9992	9992	.5	1	0	0	9994	9992	9992	.25	.25	.125	.167	.25	9992	9992	.2
57133772	1996	1997	1998	1999	9992	9992	9993	9993	1	4	5	6	8	9992	9992	8	4	5	6	8	9992	9992	8	2	3	4	0	9992	9992	4	2	3	4	0	9992	9992	4	3.5	3.5	2	2.5	9992	9992	2.875	3.5	2.5	1.5	9994	9992	9992	2.5	3.75	3.167	2.5	3.417	9992	9992	3.208	0	0	0	0	9992	9992	0	0	0	0	9994	9992	9992	0	0	0	0	0	9992	9992	0
57136630	1994	1995	1996	1997	9992	9992	1	9	1	4	5	6	8	9992	9992	8	4	5	6	8	9992	9992	8	2	3	4	0	9992	9992	4	2	3	4	0	9992	9992	4	4	3.5	2.5	1.5	9992	9992	2.875	4	3	4	9994	9992	9992	3.667	3.75	3.583	3.583	2.833	9992	9992	3.438	0	0	0	0	9992	9992	0	0	0	0	9994	9992	9992	0	0	0	0	0	9992	9992	0
57138056	1995	1996	1997	9992	9992	9992	9993	9993	1	4	4	0	9992	9992	9992	4	0	0	0	9992	9992	9992	0	3	3	0	9992	9992	9992	3	3	0	0	9992	9992	9992	3	0	0	9994	9992	9992	9992	0	1	0	9994	9992	9992	9992	.667	.462	0	0	9992	9992	9992	.3	1	1	9994	9992	9992	9992	1	.5	1	9994	9992	9992	9992	.667	.769	1	1	9992	9992	9992	.85
57139880	1996	1997	1998	1999	9992	9992	9993	9993	1	4	5	8	8	9992	9992	8	4	5	8	8	9992	9992	8	0	3	4	6	9992	9992	6	0	3	4	6	9992	9992	6	2.5	3.5	3	1.5	9992	9992	2.625	9994	3	2.5	2.5	9992	9992	2.667	3.143	3.385	3.143	2.9	9992	9992	3.157	0	0	0	0	9992	9992	0	9994	0	0	0	9992	9992	0	0	0	0	0	9992	9992	0
57141051	1994	1995	1996	1997	9992	9992	1	9	1	2	4	5	6	9992	9992	6	2	4	5	6	9992	9992	6	2	3	2	0	9992	9992	3	2	3	2	0	9992	9992	3	4	4	3	4	9992	9992	3.714	3.5	2.5	3	9994	9992	9992	3	3.667	3.813	3.375	3.75	9992	9992	3.643	0	0	0	0	9992	9992	0	0	0	0	9994	9992	9992	0	0	0	0	0	9992	9992	0
57141800	1996	1997	1998	1999	9992	9992	9993	9993	1	2	4	5	2	9992	9992	5	2	4	5	2	9992	9992	5	2	2	0	0	9992	9992	2	2	2	0	0	9992	9992	2	4	1.5	2	3	9992	9992	2.667	1	2.5	9994	9994	9992	9992	1.75	2.833	1.583	.929	2.067	9992	9992	1.83	0	0	0	0	9992	9992	0	0	0	9994	9994	9992	9992	0	0	.25	.571	.2	9992	9992	.264
57141919	1996	1997	1998	1999	9992	9992	9993	9993	1	4	4	9992	6	9992	9992	6	4	0	9992	6	9992	9992	6	2	2	9992	0	9992	9992	2	2	0	9992	0	9992	9992	2	1	0	9992	3	9992	9992	1.25	1	0	9992	9994	9992	9992	.5	1	0	9992	3	9992	9992	.72	.5	1	9992	0	9992	9992	.5	0	1	9992	9994	9992	9992	.5	.417	1	9992	0	9992	9992	.64
57145151	1994	1995	1996	1997	9992	9992	1	9	1	5	6	8	9	9992	9992	9	5	6	8	9	9992	9992	9	3	5	4	6	9992	9992	6	3	5	4	6	9992	9992	6	4	4	4	3.667	9992	9992	3.909	4	4	4	4	9992	9992	4	4	4	4	3.909	9992	9992	3.981	0	0	0	0	9992	9992	0	0	0	0	0	9992	9992	0	0	0	0	0	9992	9992	0
57146734	1996	1997	1998	1999	9992	9992	9993	9993	1	4	5	7	0	9992	9992	7	4	5	7	0	9992	9992	7	3	4	5	0	9992	9992	5	3	4	5	0	9992	9992	5	2	2	3.5	9994	9992	9992	2.5	2	2.5	4	9994	9992	9992	2.833	3	3.176	3.5	3.125	9992	9992	3.211	0	0	0	9994	9992	9992	0	0	0	0	9994	9992	9992	0	0	0	0	0	9992	9992	0
57154247	1992	1993	1994	1995	9992	9992	3	11	1	2	2	0	0	9992	9992	2	2	2	0	0	9992	9992	2	5	3	2	0	9992	9992	5	5	3	2	0	9992	9992	5	4	3	9994	9994	9992	9992	3.5	3	1	3	9994	9992	9992	2.333	3.364	2.7	2.667	2.25	9992	9992	2.789	0	0	9994	9994	9992	9992	0	0	0	0	9994	9992	9992	0	0	0	0	0	9992	9992	0
57154779	1997	1998	9992	9992	9992	9992	9993	9993	1	3	0	9992	9992	9992	9992	3	0	0	9992	9992	9992	9992	0	2	0	9992	9992	9992	9992	2	0	0	9992	9992	9992	9992	0	0	9994	9992	9992	9992	9992	0	0	9994	9992	9992	9992	9992	0	0	0	9992	9992	9992	9992	0	1	9994	9992	9992	9992	9992	1	1	9994	9992	9992	9992	9992	1	1	1	9992	9992	9992	9992	1
57159952	1993	1994	1995	1996	9992	9992	2	10	1	6	5	8	0	9992	9992	8	6	5	8	0	9992	9992	8	3	4	6	0	9992	9992	6	3	4	6	0	9992	9992	6	3	3	3	9994	9992	9992	3	3.5	3.5	3	9994	9992	9992	3.333	3.643	3.714	3.538	3.857	9992	9992	3.691	0	0	0	9994	9992	9992	0	0	0	0	9994	9992	9992	0	0	0	0	0	9992	9992	0
57160648	1992	1993	1994	1995	9992	9992	3	11	1	2	4	6	6	9992	9992	6	2	4	0	6	9992	9992	6	3	2	3	5	9992	9992	5	3	2	0	0	9992	9992	3	3	1.5	0	1	9992	9992	1.333	1	1	0	.333	9992	9992	.571	2.125	1.429	1.5	.824	9992	9992	1.34	0	0	1	0	9992	9992	.167	0	0	1	.667	9992	9992	.429	.125	.071	.375	.294	9992	9992	.213
57164981	1995	1996	1997	1998	9992	9992	9993	9993	1	2	3	3	2	9992	9992	3	2	0	3	2	9992	9992	3	2	3	5	0	9992	9992	5	2	3	5	0	9992	9992	5	3	2	1	2	9992	9992	2	3	1	1	9994	9992	9992	1.667	2.75	2.25	1.833	2.091	9992	9992	2.234	0	0	.5	0	9992	9992	.125	0	0	0	9994	9992	9992	0	0	0	.083	0	9992	9992	.021
57165081	1994	1995	1996	1997	9992	9992	1	9	1	3	3	2	2	9992	9992	3	3	0	2	2	9992	9992	3	2	3	3	0	9992	9992	3	2	3	3	0	9992	9992	3	4	3.5	2	1	9992	9992	2.625	2	3.5	2	9994	9992	9992	2.5	2.917	2.667	1.917	2	9992	9992	2.375	0	0	0	0	9992	9992	0	0	0	0	9994	9992	9992	0	0	0	0	0	9992	9992	0
57166450	1994	1995	1996	1997	9992	9992	1	9	1	4	5	5	5	9992	9992	5	4	0	5	5	9992	9992	5	0	3	3	3	9992	9992	3	0	3	3	3	9992	9992	3	1.5	0	.5	1.333	9992	9992	1	9994	.5	2.667	3	9992	9992	2	2.083	1.25	1.929	1.941	9992	9992	1.818	0	1	.5	.333	9992	9992	.375	9994	.5	0	0	9992	9992	.167	0	.333	.214	.118	9992	9992	.164
57166463	1996	1997	1998	1999	9992	9992	9993	9993	1	4	5	6	8	9992	9992	8	4	5	6	8	9992	9992	8	2	2	4	0	9992	9992	4	2	2	4	0	9992	9992	4	.667	2	1.5	2	9992	9992	1.444	2.333	2	3	9994	9992	9992	2.429	1.929	2.75	2.929	3.1	9992	9992	2.64	.333	0	.5	0	9992	9992	.222	.333	0	0	9994	9992	9992	.143	.143	0	.071	0	9992	9992	.06
57167951	1995	1996	1997	1998	9992	9992	9993	9993	1	6	5	0	7	9992	9992	7	6	5	0	7	9992	9992	7	2	5	5	4	9992	9992	5	2	5	4	4	9992	9992	5	4	4	9994	1	9992	9992	2.875	4	4	1.5	3	9992	9992	3.143	4	4	3.083	2.733	9992	9992	3.455	0	0	9994	0	9992	9992	0	0	0	.5	0	9992	9992	.143	0	0	.167	0	9992	9992	.036
57177419	1995	1996	1997	1998	9992	9992	9993	9993	1	2	2	2	1	9992	9992	2	2	2	2	1	9992	9992	2	2	1	2	0	9992	9992	2	2	1	2	0	9992	9992	2	1	3	3	2	9992	9992	2.4	1	3	3	9994	9992	9992	2.333	1.875	3	3.25	2.333	9992	9992	2.629	0	0	0	0	9992	9992	0	0	0	0	9994	9992	9992	0	0	0	0	0	9992	9992	0
57178110	1996	1997	1998	1999	9992	9992	9993	9993	1	4	6	7	2	9992	9992	7	4	6	0	2	9992	9992	6	3	0	6	6	9992	9992	6	3	0	6	6	9992	9992	6	2.5	2	0	2	9992	9992	1.5	3	9994	3	3	9992	9992	3	3.125	2.875	2.333	2.75	9992	9992	2.722	0	0	1	0	9992	9992	.333	0	9994	0	0	9992	9992	0	0	0	.167	0	9992	9992	.056
57178982	1995	1996	1997	1998	1999	9992	9993	9993	1	2	2	2	2	1	9992	2	2	0	0	2	1	9992	2	0	3	2	0	0	9992	3	0	3	0	0	0	9992	3	1.5	0	0	.5	4	9992	1.333	9994	1.5	0	9994	9994	9992	.75	1.929	1.063	.667	1.545	4	9992	1.45	0	1	1	.5	0	9992	.444	9994	0	1	9994	9994	9992	.5	0	.25	.533	.182	0	9992	.233
57186150	1993	1994	1995	1996	9992	9992	2	10	1	4	5	6	4	9992	9992	6	4	5	6	4	9992	9992	6	2	3	4	6	9992	9992	6	2	3	4	6	9992	9992	6	2.5	2.5	2	4	9992	9992	2.75	4	2	3	3	9992	9992	3	3.4	3.214	3.083	3.7	9992	9992	3.333	0	0	0	0	9992	9992	0	0	0	0	0	9992	9992	0	0	0	0	0	9992	9992	0
57186582	1993	1994	1995	1996	9992	9992	2	10	1	4	6	5	0	9992	9992	6	4	6	5	0	9992	9992	6	5	2	3	0	9992	9992	5	5	2	3	0	9992	9992	5	2	3	2	9994	9992	9992	2.333	4	4	3	9994	9992	9992	3.667	3.375	3.444	3.25	3.667	9992	9992	3.441	0	0	0	9994	9992	9992	0	0	0	0	9994	9992	9992	0	0	0	0	0	9992	9992	0
57192841	1994	1995	1996	1997	9992	9992	1	9	1	4	5	6	0	9992	9992	6	4	5	6	0	9992	9992	6	2	3	4	5	9992	9992	5	2	3	4	5	9992	9992	5	2.5	2.5	1	9994	9992	9992	2	3.5	4	2	2.5	9992	9992	3	3.412	3.6	2.786	2.769	9992	9992	3.169	0	0	0	9994	9992	9992	0	0	0	0	0	9992	9992	0	0	0	0	0	9992	9992	0
57196641	1992	1993	1994	1995	9992	9992	3	11	1	4	5	6	8	9992	9992	8	4	5	6	8	9992	9992	8	2	3	4	0	9992	9992	4	2	3	4	0	9992	9992	4	3.5	4	4	4	9992	9992	3.875	3	2	3.5	9994	9992	9992	2.833	3	3.25	3.846	3.667	9992	9992	3.449	0	0	0	0	9992	9992	0	0	0	0	9994	9992	9992	0	0	0	0	0	9992	9992	0
57199320	1993	1994	1995	1996	9992	9992	2	10	1	4	5	5	5	9992	9992	5	4	5	5	5	9992	9992	5	2	5	5	0	9992	9992	5	2	3	4	0	9992	9992	4	1	.667	2	.667	9992	9992	1	3	1.5	1.8	9994	9992	9992	2	2.214	1.643	1.933	1.063	9992	9992	1.695	0	.333	0	.667	9992	9992	.3	0	.5	.2	9994	9992	9992	.222	.071	.214	.133	.375	9992	9992	.203
57199896	1995	1996	1997	1998	9992	9992	9993	9993	1	2	4	5	2	9992	9992	5	2	4	5	2	9992	9992	5	2	3	5	5	9992	9992	5	2	3	5	5	9992	9992	5	3	3.5	3	3	9992	9992	3.167	2	1.5	3	3	9992	9992	2.167	2.786	2.643	2.333	2.583	9992	9992	2.612	0	0	0	0	9992	9992	0	0	.5	0	0	9992	9992	.167	0	.071	0	0	9992	9992	.02
57200870	1991	1992	1993	9992	9992	9992	9994	9994	1	0	4	4	9992	9992	9992	4	0	4	4	9992	9992	9992	4	2	3	4	9992	9992	9992	4	2	3	4	9992	9992	9992	4	9994	2	1	9992	9992	9992	1.667	2	3	1	9992	9992	9992	2.167	2.25	2.417	1.333	9992	9992	9992	2.147	9994	0	0	9992	9992	9992	0	.333	0	0	9992	9992	9992	.167	.063	0	.167	9992	9992	9992	.059
57203993	1994	1995	1996	1997	9992	9992	1	9	1	0	2	5	0	9992	9992	5	0	2	5	0	9992	9992	5	2	3	4	2	9992	9992	4	2	3	4	2	9992	9992	4	9994	1.5	1.75	9994	9992	9992	1.667	2	2	.5	1.5	9992	9992	1.5	1.75	2.125	2.067	2.6	9992	9992	2.063	9994	0	0	9994	9992	9992	0	0	0	.5	0	9992	9992	.125	.167	0	.067	0	9992	9992	.063
57211375	1994	1995	1996	1997	9992	9992	1	9	1	4	6	8	8	9992	9992	8	4	6	8	8	9992	9992	8	2	3	6	6	9992	9992	6	2	3	6	6	9992	9992	6	2	2	2	4	9992	9992	2.4	2	3.5	1.333	3.5	9992	9992	2.636	2.267	2.938	2.4	3.722	9992	9992	2.875	0	0	.5	0	9992	9992	.1	0	0	.333	0	9992	9992	.091	.067	0	.133	0	9992	9992	.047
57212347	1993	9992	9992	9992	9992	9992	9994	9994	1	1	9992	9992	9992	9992	9992	1	1	9992	9992	9992	9992	9992	1	1	9992	9992	9992	9992	9992	1	1	9992	9992	9992	9992	9992	1	2	9992	9992	9992	9992	9992	2	1.333	9992	9992	9992	9992	9992	1.333	1.143	9992	9992	9992	9992	9992	1.143	0	9992	9992	9992	9992	9992	0	0	9992	9992	9992	9992	9992	0	.238	9992	9992	9992	9992	9992	.238
57212679	1995	1996	1997	1998	1999	9992	9993	9993	1	2	3	2	2	2	9992	3	2	0	2	2	2	9992	2	2	3	2	0	2	9992	3	2	3	0	0	2	9992	3	2	.5	2	2.5	1	9992	1.6	1.5	.5	0	9994	2	9992	.857	1.125	.5	1.077	2.067	1.462	9992	1.254	0	.5	.5	0	.5	9992	.3	0	.5	1	9994	0	9992	.429	.313	.643	.538	0	.231	9992	.338
57213037	1991	1992	1993	1994	9992	9992	4	12	1	4	4	5	4	9992	9992	5	4	4	5	4	9992	9992	5	2	3	0	0	9992	9992	3	2	3	0	0	9992	9992	3	1.5	2.5	.5	1	9992	9992	1.429	2.5	1	9994	9994	9992	9992	1.75	1.583	2	1.75	1.625	9992	9992	1.769	0	0	.5	0	9992	9992	.143	0	0	9994	9994	9992	9992	0	.167	0	.188	0	9992	9992	.096
57213527	1993	1994	1995	1996	9992	9992	2	10.1	1	4	4	4	5	9992	9992	5	4	4	4	5	9992	9992	5	2	3	2	0	9992	9992	3	2	3	2	0	9992	9992	3	1	3.5	3	2	9992	9992	2.1	.5	1	3	9994	9992	9992	1.5	1.889	2.769	2.692	2.667	9992	9992	2.434	.5	0	0	0	9992	9992	.2	.5	0	0	9994	9992	9992	.167	.167	0	.154	0	9992	9992	.094
57214806	1992	1993	1994	1995	1996	1997	3	9995	1	3	4	9992	9992	3	5	5	3	4	9992	9992	3	5	5	2	2	9992	9992	0	0	2	2	2	9992	9992	0	0	2	3	1	9992	9992	4	4	3.273	2	3	9992	9992	9994	9994	2.5	1.667	1.786	9992	9992	4	4	2.717	0	0	9992	9992	0	0	0	0	0	9992	9992	9994	9994	0	0	.071	9992	9992	0	0	.022
57217465	1994	1995	1996	1997	9992	9992	1	9	1	4	5	6	0	9992	9992	6	4	5	6	0	9992	9992	6	4	3	3	4	9992	9992	4	4	3	3	4	9992	9992	4	3	1	2.667	9994	9992	9992	2.286	3.333	.5	3	2.5	9992	9992	2.375	2.917	2.688	2.75	2.769	9992	9992	2.772	0	.5	0	9994	9992	9992	.143	0	.5	0	0	9992	9992	.125	.083	.125	.063	0	9992	9992	.07
57218874	1994	1995	1996	1997	9992	9992	1	9	1	4	0	5	2	9992	9992	5	4	0	5	2	9992	9992	5	2	3	2	0	9992	9992	3	2	3	2	0	9992	9992	3	1	9994	2	2	9992	9992	1.5	2	1	2	9994	9992	9992	1.667	1.75	2	2.556	1.667	9992	9992	2.074	0	9994	0	0	9992	9992	0	0	0	0	9994	9992	9992	0	0	0	0	0	9992	9992	0
57220133	1993	1994	1995	1996	9992	9992	2	9	1	3	4	4	4	9992	9992	4	0	0	4	4	9992	9992	4	2	2	2	2	9992	9992	2	0	0	2	2	9992	9992	2	0	0	1	1	9992	9992	.5	0	0	.5	1	9992	9992	.375	.727	0	1.5	1.417	9992	9992	.889	1	1	0	0	9992	9992	.5	1	1	.5	0	9992	9992	.625	.727	1	.1	0	9992	9992	.467
57220955	1993	1994	1995	1996	9992	9992	2	10	1	6	8	8	9	9992	9992	9	6	8	8	9	9992	9992	9	3	4	6	6	9992	9992	6	3	4	6	6	9992	9992	6	3	4	3.5	4	9992	9992	3.625	4	4	4	4	9992	9992	4	3.857	4	3.938	4	9992	9992	3.948	0	0	0	0	9992	9992	0	0	0	0	0	9992	9992	0	0	0	0	0	9992	9992	0
57228523	1991	1992	1993	9992	9992	9992	9994	9994	1	4	5	6	9992	9992	9992	6	4	5	0	9992	9992	9992	5	2	3	4	9992	9992	9992	4	2	0	0	9992	9992	9992	2	1	1	0	9992	9992	9992	.667	1	0	0	9992	9992	9992	.333	1.875	1.111	.167	9992	9992	9992	1.13	0	0	1	9992	9992	9992	.333	0	1	1	9992	9992	9992	.667	.125	.333	.833	9992	9992	9992	.391
57230940	1996	1997	1998	1999	9992	9992	9993	9993	1	3	4	0	0	9992	9992	4	3	4	0	0	9992	9992	4	6	3	0	0	9992	9992	6	6	3	0	0	9992	9992	6	3	1	9994	9994	9992	9992	2	2	2.5	9994	9994	9992	9992	2.25	2.5	2.75	2.455	3	9992	9992	2.625	0	0	9994	9994	9992	9992	0	.5	0	9994	9994	9992	9992	.25	.125	0	0	0	9992	9992	.031
57231300	1992	1993	1994	1995	9992	9992	3	11	1	4	5	6	0	9992	9992	6	4	5	6	0	9992	9992	6	2	3	4	0	9992	9992	4	2	3	4	0	9992	9992	4	2.5	2.5	2	9994	9992	9992	2.333	3.5	2	2.5	9994	9992	9992	2.667	3.357	2.857	2.563	3.571	9992	9992	3.069	0	0	0	9994	9992	9992	0	0	0	0	9994	9992	9992	0	0	0	0	0	9992	9992	0
57232895	1992	1993	1994	1995	9992	9992	3	11	1	5	5	6	2	9992	9992	6	0	5	6	2	9992	9992	6	3	3	4	0	9992	9992	4	0	3	4	0	9992	9992	4	2	3	2.5	3.5	9992	9992	2.857	2	3	2	9994	9992	9992	2.4	2.375	3.533	3.071	3.533	9992	9992	3.231	0	0	0	0	9992	9992	0	0	0	0	9994	9992	9992	0	0	0	0	0	9992	9992	0
57233403	1992	1993	1994	1995	9992	9992	3	11	1	3	4	6	0	9992	9992	6	3	4	6	0	9992	9992	6	3	4	5	6	9992	9992	6	3	4	5	6	9992	9992	6	4	4	4	9994	9992	9992	4	4	4	4	3	9992	9992	3.8	4	4	3.917	3.8	9992	9992	3.935	0	0	0	9994	9992	9992	0	0	0	0	0	9992	9992	0	0	0	0	0	9992	9992	0
57235039	1991	1992	1993	1994	9992	9992	4	12	1	3	6	0	0	9992	9992	6	3	6	0	0	9992	9992	6	0	3	0	4	9992	9992	4	0	3	0	4	9992	9992	4	4	3.5	9994	9994	9992	9992	3.75	9994	2	9994	2.5	9992	9992	2.25	3.091	2.417	3.077	3	9992	9992	2.891	0	0	9994	9994	9992	9992	0	9994	0	9994	0	9992	9992	0	0	0	0	0	9992	9992	0
57239363	1994	1995	9992	9992	9992	9992	1	9	1	3	0	9992	9992	9992	9992	3	3	0	9992	9992	9992	9992	3	3	3	9992	9992	9992	9992	3	0	0	9992	9992	9992	9992	0	.5	9994	9992	9992	9992	9992	.5	0	0	9992	9992	9992	9992	0	.667	.2	9992	9992	9992	9992	.529	.5	9994	9992	9992	9992	9992	.5	1	1	9992	9992	9992	9992	1	.5	.8	9992	9992	9992	9992	.588
57239974	1995	1996	1997	1998	9992	9992	9993	9993	1	3	4	6	0	9992	9992	6	3	4	6	0	9992	9992	6	3	3	4	0	9992	9992	4	3	3	4	0	9992	9992	4	1	2	.5	9994	9992	9992	1.2	2	3.333	2.333	9994	9992	9992	2.714	2.091	3.357	2	2.4	9992	9992	2.511	0	0	.5	9994	9992	9992	.2	0	0	0	9994	9992	9992	0	0	0	.083	0	9992	9992	.021
