AID	RRELNO	H3TR1	H3TR2	H3TR3	H3TR4	H3TR5	PAGE	H3TR6	H3TR7	H3TR8	H3TR9	H3TR10	H3TR11	H3TR12	H3TR13	H3TR14	SXORDER	CP
92575201	1	0	1	1	3	97	23	4	0	1	0	97	0	0	0	1	6	 
92575201	2	0	1	1	1	1	24	4	0	1	0	97	0	0	0	0	5	 
92575201	3	0	1	1	1	3	26	4	0	1	0	97	0	0	0	0	4	 
92575201	4	0	0	1	1	2	25	4	0	1	0	97	0	0	0	0	2	 
92575201	5	1	1	1	1	1	24	4	0	1	0	97	0	0	0	0	1	 
92575201	6	0	0	1	1	1	24	4	0	1	0	97	0	0	0	0	3	 
92575213	1	0	1	1	1	4	28	4	0	1	0	97	0	0	0	0	3	 
92575213	2	0	1	1	1	4	28	4	0	1	0	97	0	0	0	0	2	 
92575213	3	1	1	1	1	5	29	4	0	1	0	97	0	0	0	0	1	1
92575217	1	0	1	1	2	1	24	4	0	1	0	97	0	0	0	0	7	 
92575217	2	0	0	1	1	1	26	4	0	1	0	97	0	0	0	0	6	 
92575217	3	0	1	1	1	3	28	4	0	1	0	97	0	0	0	0	4	 
92575217	4	0	1	1	1	1	26	4	0	1	0	97	0	0	0	0	5	 
92575217	5	0	1	1	3	97	25	4	0	1	0	97	2	0	0	0	3	 
92575217	6	0	0	1	2	1	24	4	0	1	0	97	0	0	0	1	2	 
92575217	7	0	0	1	2	1	24	4	0	1	0	97	0	0	0	1	1	 
92575222	1	1	1	2	3	97	23	3	0	1	1	1	1	1	0	1	1	 
92575222	2	0	1	2	2	1	22	3	0	1	0	97	0	0	0	0	6	 
92575222	3	0	1	2	2	1	22	3	0	1	0	97	0	0	0	1	3	 
92575222	4	0	0	2	2	2	21	3	0	1	0	97	0	0	0	1	5	 
92575222	5	0	1	2	3	97	23	3	0	1	1	1	2	0	0	1	2	 
92575222	6	0	1	2	1	1	24	3	0	1	0	97	0	0	0	0	4	 
92575231	1	0	1	2	2	1	25	4	0	1	1	1	2	0	0	1	1	 
92575237	1	0	1	2	2	3	19	4	0	1	1	1	0	0	0	0	5	 
92575237	2	0	1	2	3	97	22	4	0	1	0	97	0	0	0	0	2	 
92575237	3	0	1	2	2	2	20	4	0	1	0	97	0	0	0	0	3	 
92575237	4	0	1	2	2	4	18	4	0	1	0	97	0	0	0	0	1	 
92575237	5	0	0	2	3	97	22	4	0	1	0	97	0	0	0	0	4	 
92575237	6	0	0	2	1	1	23	4	0	0	0	97	0	0	0	0	 	 
92575237	7	0	0	2	3	97	22	4	0	0	0	97	0	0	0	0	 	 
92575240	1	0	1	1	1	1	22	4	0	1	0	97	0	0	0	0	1	 
92575244	1	1	1	1	1	1	22	3	1	1	0	97	0	0	0	0	1	1
92575244	2	0	1	1	2	1	20	1	0	1	0	97	0	0	0	1	3	 
92575244	3	0	1	1	1	3	24	1	0	1	0	97	0	0	0	0	2	 
92575248	1	1	1	2	2	2	18	3	0	1	0	97	0	0	0	1	1	1
92575248	2	0	0	2	1	1	21	3	0	1	0	97	0	0	0	0	3	 
92575248	3	0	0	2	1	4	24	3	0	1	0	97	0	0	0	1	5	 
92575248	4	0	0	2	2	1	19	3	0	1	0	97	0	0	0	0	2	 
92575248	5	0	1	2	2	1	19	3	0	1	0	97	0	0	0	1	4	 
92575248	6	0	1	2	2	1	19	3	0	0	0	97	0	0	0	1	 	 
92575248	7	0	1	2	3	97	20	3	0	0	0	97	0	0	0	1	 	 
92575248	8	0	0	2	2	1	19	3	0	1	0	97	0	0	0	1	6	 
92575248	9	0	1	2	3	97	20	3	0	0	0	97	0	0	0	1	 	 
92575263	1	0	0	1	2	1	23	4	0	1	0	97	0	0	0	0	3	 
92575263	2	0	1	1	1	2	26	4	0	1	0	97	2	0	0	0	2	 
92575263	3	1	1	1	1	1	25	4	0	1	1	1	1	0	0	1	1	 
92575292	1	0	1	2	3	97	24	3	0	1	0	97	2	0	0	1	3	 
92575292	2	0	0	2	1	2	26	3	0	1	0	97	0	0	0	0	7	 
92575292	3	0	0	2	3	97	24	2	0	1	0	97	0	0	0	0	8	 
92575292	4	0	0	2	2	1	23	4	0	1	0	97	0	0	0	0	6	 
92575292	5	0	0	2	3	97	24	4	0	1	0	97	0	0	0	0	5	 
92575292	6	0	0	2	3	97	24	5	1	1	0	97	0	0	0	0	9	 
92575292	7	0	0	2	3	97	24	3	0	1	0	97	0	0	0	0	4	 
92575292	8	0	0	2	3	97	24	5	1	1	0	97	0	0	0	0	10	 
92575292	9	0	0	2	3	97	24	4	0	1	0	97	0	0	0	0	2	 
92575292	10	0	0	2	1	1	25	4	0	1	0	97	0	0	0	0	1	 
92575297	1	0	0	1	2	4	20	2	0	1	0	97	0	0	0	0	1	 
92575297	2	0	1	1	1	26	50	2	0	1	0	97	0	0	0	0	2	 
92575297	3	0	0	1	3	97	24	2	0	1	1	1	0	0	0	0	3	 
92575324	1	0	1	2	3	97	23	3	0	1	0	97	0	0	0	1	1	 
92575326	1	1	1	1	2	2	21	3	 	 	 	 	 	 	 	5	 	 
92575351	1	0	1	2	2	1	24	4	0	1	0	97	2	2	0	0	3	 
92575351	2	0	1	2	1	3	28	4	0	1	0	97	2	2	0	0	2	 
92575351	3	1	1	2	2	3	22	4	0	1	1	1	1	1	0	1	1	3
92575381	1	0	1	2	2	1	23	3	0	1	1	1	2	0	0	0	2	 
92575381	2	0	1	2	1	15	39	3	0	1	0	97	2	0	0	0	3	 
92575381	3	1	1	2	2	4	20	3	0	1	0	97	1	0	0	0	1	1
92575400	1	1	1	2	2	1	21	4	0	1	0	97	0	0	0	1	1	 
92575407	1	1	0	2	2	1	21	2	0	1	0	97	0	0	0	0	1	 
92575421	1	0	1	1	1	3	24	3	0	1	0	97	0	0	0	1	2	 
92575421	2	1	1	1	1	5	26	3	0	1	1	1	0	0	0	0	1	1
92575434	1	9	9	1	3	97	24	3	0	1	0	97	0	0	0	1	6	 
92575434	2	0	1	1	1	1	25	3	0	1	1	3	0	0	0	0	2	 
92575434	3	0	1	1	2	1	23	3	0	1	0	97	0	1	0	0	4	 
92575434	4	9	9	1	1	2	26	3	0	1	0	97	0	0	0	0	7	 
92575434	5	0	1	1	1	2	26	3	0	1	0	97	0	0	0	1	5	 
92575434	6	0	0	1	1	3	27	3	0	1	0	97	0	0	0	0	3	 
92575434	7	9	9	1	1	2	26	3	9	9	0	97	9	9	9	9	 	 
92575434	8	1	1	1	1	4	28	3	0	1	1	1	1	0	0	0	1	 
92575526	1	1	1	1	1	2	23	3	 	1	 	 	 	 	 	5	1	 
92575526	2	1	1	2	1	2	23	3	 	1	 	 	 	 	 	5	2	 
92575526	3	1	 	2	1	 	 	3	 	1	1	97	2	 	 	5	3	 
92575771	1	0	1	1	3	97	23	4	0	1	0	97	0	0	0	0	3	 
92575771	2	0	1	1	2	1	22	4	0	1	0	97	2	0	0	0	2	 
92575771	3	1	1	1	2	1	22	4	0	1	0	97	0	0	0	0	1	 
92575807	1	0	1	2	1	1	21	4	0	1	0	97	0	0	0	0	6	 
92575807	2	0	0	2	3	97	20	4	0	1	0	97	0	0	0	0	3	 
92575807	3	0	1	2	1	1	21	4	0	1	0	97	0	0	0	0	5	 
92575807	4	0	0	2	3	97	20	4	0	1	0	97	0	0	0	0	4	 
92575807	5	0	1	2	2	2	18	4	0	1	0	97	0	0	0	0	2	 
92575807	6	1	1	2	3	97	20	4	0	1	0	97	0	0	0	0	1	 
92575807	7	0	1	2	1	1	21	4	0	1	1	1	0	0	0	0	7	 
92575868	1	0	1	2	3	97	21	4	0	1	0	97	0	0	0	1	2	 
92575868	2	1	1	2	3	97	21	4	0	1	0	97	0	0	0	0	1	 
92575900	1	1	1	1	1	4	26	4	1	1	0	97	1	0	0	0	1	1
92575900	2	0	1	1	1	6	28	4	0	1	0	97	0	0	0	0	2	 
92575935	1	0	1	1	1	1	25	4	0	1	0	97	0	0	0	1	6	 
92575935	2	0	1	1	2	1	23	4	0	1	0	97	0	0	0	0	5	 
92575935	3	0	1	1	1	10	34	4	0	1	0	97	0	0	0	0	3	 
92575935	4	0	0	1	3	97	24	4	0	0	0	97	0	0	0	0	 	 
92575935	5	0	1	1	3	97	24	4	0	1	0	97	0	0	0	0	4	 
92575935	6	0	0	1	1	1	25	5	0	0	0	97	0	0	0	0	 	 
92575935	7	0	1	1	1	1	25	4	0	1	0	97	0	0	0	0	2	 
92575935	8	1	1	1	1	10	34	4	0	1	0	97	0	0	0	0	1	1
92575944	1	8	0	1	3	97	20	3	0	0	0	97	0	0	0	0	 	2
92575951	1	0	1	1	2	2	24	3	0	1	0	97	0	0	0	1	1	 
92575959	1	1	1	1	1	1	23	3	0	1	1	2	1	0	0	1	1	1
92575971	1	0	1	2	3	97	23	4	0	1	0	97	0	0	0	1	1	 
92575971	2	0	0	2	1	1	24	4	0	1	0	97	0	0	0	0	4	 
92575971	3	0	1	2	3	97	23	5	0	1	0	97	0	0	0	0	3	 
92575971	4	1	1	2	2	1	22	4	0	1	0	97	0	0	0	0	5	 
92575971	5	0	0	2	1	2	25	4	0	1	0	97	0	0	0	0	2	 
92575990	1	0	1	2	3	97	24	3	0	1	0	97	2	0	0	0	1	 
92575990	2	0	0	2	1	27	51	3	0	1	0	97	0	0	0	0	2	 
92575990	3	0	0	2	2	2	22	3	0	1	0	97	0	0	0	0	3	 
92575995	1	1	1	2	1	1	22	3	0	1	0	97	0	0	0	0	7	 
92575995	2	0	1	1	1	2	23	3	0	1	0	97	0	0	0	0	8	 
92575995	3	0	0	1	3	97	21	5	1	1	0	97	0	0	0	0	6	 
92575995	4	0	1	1	1	2	23	5	1	1	1	1	0	0	0	0	5	 
92575995	5	0	0	1	2	2	19	5	1	1	0	97	0	0	0	0	4	 
92575995	6	0	1	1	2	1	20	5	1	1	1	1	0	0	0	1	3	 
92575995	7	1	1	1	1	7	28	5	1	1	0	97	0	0	0	0	2	 
92575995	8	0	1	1	1	3	24	5	1	0	0	97	0	0	0	0	 	 
92575995	9	1	1	1	1	4	25	5	1	1	0	97	0	0	0	0	1	 
92575999	1	0	1	1	1	2	23	2	0	1	0	97	0	0	0	0	20	 
92575999	2	0	1	1	3	97	21	3	0	1	0	97	0	0	0	1	19	 
92575999	3	1	1	1	1	1	22	4	1	1	0	97	0	0	0	1	18	 
92575999	4	0	0	1	1	27	48	3	0	1	0	97	0	0	0	0	17	 
92575999	5	0	0	1	1	5	26	3	0	1	0	97	0	0	0	0	16	 
92575999	6	0	1	1	1	4	25	4	1	1	0	97	0	0	0	0	15	 
92575999	7	0	0	1	1	5	26	4	0	1	0	97	0	0	0	0	14	 
92575999	8	0	0	1	1	1	22	4	0	1	0	97	0	0	0	0	13	 
92575999	9	0	0	1	1	4	25	4	0	1	0	97	0	0	0	0	12	 
92575999	10	0	0	1	3	97	21	4	0	1	0	97	0	0	0	0	11	 
92575999	11	0	1	1	1	1	22	4	0	1	0	97	0	0	0	0	10	 
92575999	12	0	0	1	1	3	24	4	1	1	0	97	0	0	0	0	9	 
92575999	13	0	1	1	3	97	21	4	1	1	0	97	0	0	0	0	8	 
92575999	14	0	1	1	3	97	21	4	1	1	1	1	2	0	0	0	7	 
92575999	15	0	0	1	1	19	40	3	0	1	0	97	0	0	0	0	6	 
92575999	16	1	1	1	2	1	20	5	0	1	0	97	0	0	0	1	5	 
92575999	17	0	0	1	3	97	21	4	1	1	0	97	0	0	0	0	4	 
92575999	18	0	0	1	2	4	17	3	0	1	0	97	0	0	0	0	3	 
92575999	19	0	0	1	1	3	24	4	0	1	0	97	0	0	0	0	2	 
92575999	20	1	9	1	1	2	23	3	0	1	0	97	0	0	0	0	1	 
92576033	1	0	0	2	3	97	21	4	0	1	0	97	0	0	0	1	3	 
92576033	2	0	1	2	1	1	22	4	0	0	0	97	0	0	0	1	 	 
92576033	3	1	1	2	2	1	20	5	1	1	0	97	0	0	0	0	1	3
92576033	4	0	1	2	1	1	22	4	0	1	1	1	2	0	0	0	2	 
92576037	1	1	1	1	3	97	22	5	1	1	1	1	1	0	0	1	1	 
92576037	2	1	1	1	3	97	22	5	1	1	1	1	0	0	0	0	2	2
92576248	1	0	1	1	3	97	19	4	0	0	0	97	0	0	0	1	 	 
92576248	2	0	0	1	3	97	19	4	0	1	0	97	0	0	0	0	4	 
92576248	3	0	0	1	1	1	20	2	0	1	0	97	0	0	0	0	3	 
92576248	4	0	1	1	1	1	20	4	0	1	0	97	0	0	0	1	2	 
92576248	5	1	1	1	1	5	24	2	1	1	0	97	1	0	0	1	1	1
92576288	1	1	1	2	3	97	24	4	0	1	1	1	1	1	0	0	1	 
92576312	1	0	1	1	3	97	22	4	0	1	0	97	0	0	0	1	3	 
92576312	2	0	0	1	3	97	22	4	0	1	0	97	0	0	0	0	2	 
92576312	3	0	0	1	3	97	22	5	1	1	0	97	0	0	0	0	1	 
92576328	1	0	1	1	2	2	22	4	0	0	0	97	0	0	0	0	 	 
92576328	2	0	1	1	1	3	27	4	0	0	0	97	0	0	0	0	 	 
92576328	3	0	0	1	1	2	26	4	0	0	0	97	0	0	0	0	 	 
92576328	4	1	1	1	3	97	24	4	0	1	0	97	1	0	0	0	1	 
92576472	1	0	1	1	1	1	26	3	0	1	0	97	0	0	0	0	6	 
92576472	2	0	1	1	1	5	30	3	0	1	1	1	0	0	0	0	5	 
92576472	3	0	0	1	2	1	24	3	0	1	0	97	0	0	0	0	4	 
92576472	4	0	1	1	1	10	35	3	0	1	0	97	2	0	0	0	3	 
92576472	5	1	1	1	1	6	31	3	0	1	0	97	0	0	0	0	1	1
92576472	6	0	1	1	1	5	30	3	0	1	0	97	0	0	0	0	2	 
92576499	1	0	0	2	3	97	22	3	0	1	0	97	0	0	0	0	2	 
92576499	2	1	1	2	1	5	27	3	0	1	0	97	0	0	0	0	1	 
92576504	1	0	1	2	2	2	20	4	0	0	0	97	0	0	0	1	 	 
92576504	2	0	1	2	2	3	19	4	0	0	0	97	0	0	0	0	 	 
92576504	3	0	0	2	2	2	20	4	0	0	0	97	0	0	0	0	 	 
92576504	4	1	0	2	2	2	20	4	0	0	0	97	0	0	0	0	 	 
92576516	1	0	0	1	1	3	25	3	0	1	0	97	0	0	0	0	3	 
92576516	2	0	1	1	1	4	26	1	0	1	1	1	0	0	0	0	2	 
92576516	3	1	1	1	1	4	26	1	0	1	1	2	1	1	0	0	1	1
92576531	1	0	1	1	1	1	23	3	0	1	0	97	0	0	0	1	3	 
92576531	2	0	0	1	3	97	22	3	0	1	0	97	0	0	0	0	2	 
92576531	3	1	1	1	1	3	25	3	0	1	0	97	0	0	0	0	1	1
92576533	1	1	1	1	1	2	23	4	0	0	0	97	0	0	0	0	 	 
92576555	1	0	1	1	3	97	22	3	0	1	1	1	0	0	0	1	2	 
92576555	2	0	0	1	3	97	22	3	1	1	1	1	0	0	0	1	1	 
92576556	1	0	1	2	3	97	23	5	1	1	0	97	0	0	0	0	1	 
92576606	1	0	1	1	3	97	24	5	0	0	0	97	0	0	0	1	 	 
92576606	2	0	1	1	3	97	24	4	0	0	0	97	0	0	0	0	 	 
92576611	1	0	0	1	2	2	21	4	0	0	0	97	0	0	0	1	 	 
92576611	2	0	0	1	2	1	22	4	0	0	0	97	0	0	0	0	 	 
92576611	3	0	0	1	3	97	23	5	1	0	0	97	0	0	0	0	 	 
92576611	4	0	0	1	3	97	23	4	0	0	0	97	0	0	0	0	 	 
92576611	5	0	1	1	1	2	25	4	0	0	0	97	0	0	0	0	 	 
92576611	6	0	0	1	3	97	23	4	0	0	0	97	0	0	0	0	 	 
92576611	7	1	1	1	2	1	22	4	0	1	0	97	1	0	0	0	1	1
92576693	1	1	1	1	1	1	24	3	0	1	0	97	0	0	0	0	1	 
92576694	1	1	1	2	2	4	20	2	0	1	0	97	0	0	0	0	1	1
92576937	1	0	1	1	3	97	24	2	0	1	0	97	0	0	0	0	2	 
92576937	2	0	1	1	1	1	25	2	0	1	0	97	0	0	0	0	1	 
92576984	1	1	1	2	1	4	26	4	0	1	0	97	1	0	0	0	1	1
92576984	2	0	1	2	2	2	20	4	0	1	0	97	0	0	0	0	2	 
92577013	1	1	1	2	 	 	 	3	0	1	0	97	0	0	0	1	1	1
92577013	2	1	1	2	2	2	22	5	0	1	0	97	0	0	0	0	2	 
92577013	3	0	1	2	2	2	22	5	1	1	0	97	0	0	0	0	3	 
92577065	1	0	1	1	1	2	25	4	9	1	0	97	0	8	0	1	2	 
92577065	2	0	0	1	1	3	26	4	8	1	0	97	0	8	0	1	3	 
92577065	3	0	0	1	1	2	25	4	8	1	0	97	0	0	0	1	4	 
92577065	4	0	0	1	1	1	24	4	8	1	0	97	0	8	0	1	5	 
92577065	5	1	1	1	1	1	24	4	9	1	1	2	1	1	0	0	1	1
92577112	1	0	0	1	2	3	21	4	0	1	0	97	0	0	0	1	3	 
92577112	2	0	0	1	2	1	23	4	0	0	0	97	0	0	0	1	 	 
92577112	3	0	0	1	1	3	27	3	0	1	0	97	0	0	0	0	4	 
92577112	4	0	1	1	1	5	29	3	0	1	0	97	0	0	0	0	5	 
92577112	5	0	0	1	1	5	29	4	0	1	0	97	0	0	0	0	6	 
92577112	6	0	0	1	1	10	34	4	0	1	0	97	0	0	0	0	7	 
92577112	7	1	1	1	1	4	28	4	0	1	1	2	1	1	0	0	2	1
92577112	8	0	0	1	2	2	22	4	1	1	0	97	0	0	0	0	1	 
92577127	1	1	1	1	3	97	22	4	0	1	0	97	0	0	0	1	1	1
92577129	1	0	1	2	2	1	22	4	0	1	0	97	0	0	0	1	9	 
92577129	2	0	1	2	2	1	22	4	0	1	0	97	0	0	0	1	7	 
92577129	3	0	1	2	2	2	21	4	0	1	0	97	0	0	0	0	6	 
92577129	4	0	1	2	1	2	25	4	0	1	0	97	0	0	0	0	4	 
92577129	5	0	1	2	2	1	22	4	0	1	0	97	0	0	0	0	3	 
92577129	6	0	0	2	3	97	23	4	0	1	0	97	0	0	0	1	1	 
92577129	7	0	0	2	2	1	22	4	0	1	0	97	0	0	0	0	2	 
92577129	8	0	0	2	3	97	23	4	0	1	0	97	0	0	0	0	5	 
92577129	9	0	0	2	3	97	23	4	0	1	0	97	0	0	0	0	8	 
92577129	10	0	1	2	2	1	22	4	0	0	0	97	0	0	0	0	 	 
92577161	1	0	1	2	2	1	22	4	0	1	1	1	2	2	0	1	4	 
92577161	2	1	1	2	1	6	29	3	0	1	1	1	1	1	0	0	1	 
92577161	3	0	1	2	2	4	19	5	1	1	0	97	0	0	0	0	2	 
92577161	4	0	1	2	2	1	22	3	0	1	0	97	0	0	0	0	3	 
92577217	1	0	1	1	3	97	21	4	0	1	0	97	0	0	0	0	4	 
92577217	2	0	0	1	3	97	21	4	0	1	0	97	0	0	0	0	2	 
92577217	3	0	1	1	3	97	21	4	0	1	0	97	0	0	0	0	3	 
92577217	4	0	0	1	1	2	23	4	0	1	0	97	0	0	0	0	1	 
92577217	5	0	1	1	1	1	22	4	0	0	0	97	0	0	0	1	 	 
92577217	6	0	1	1	1	1	22	4	0	1	0	97	0	0	0	1	5	 
92577326	1	0	1	1	3	97	24	4	0	0	0	97	0	0	0	0	 	 
92577326	2	0	1	1	1	13	37	4	0	0	0	97	0	0	0	0	 	 
92577326	3	1	0	1	3	97	24	5	0	1	0	97	0	0	0	0	2	 
92577326	4	1	1	1	1	14	38	4	0	1	0	97	1	0	0	0	1	1
92577514	1	0	0	1	1	6	27	4	0	1	0	97	0	0	0	0	4	 
92577514	2	0	0	1	1	6	27	4	0	1	0	97	0	0	0	0	3	 
92577514	3	0	1	1	1	4	25	4	0	1	0	97	2	0	0	1	2	 
92577514	4	0	1	1	1	4	25	4	0	1	0	97	0	0	0	1	1	 
92577581	1	0	1	1	1	1	23	4	0	1	1	1	0	0	0	1	3	 
92577581	2	1	1	1	2	2	20	5	1	1	0	97	1	0	0	0	1	 
92577581	3	0	1	1	1	2	24	5	1	1	0	97	0	0	0	0	2	 
92577581	4	0	1	1	3	97	22	5	1	1	0	97	0	0	0	0	4	 
92577787	1	1	1	1	1	10	35	5	0	1	0	97	2	0	0	0	1	1
92577787	2	0	1	1	1	10	35	4	0	1	0	97	0	0	0	0	2	 
92577787	3	0	1	1	3	97	25	4	0	1	1	2	0	0	0	0	3	 
92577864	1	0	1	2	3	97	24	4	0	1	0	97	0	0	0	1	2	 
92577864	2	0	0	2	2	1	23	4	0	1	0	97	0	0	0	0	3	 
92577864	3	1	1	2	2	1	23	4	0	1	1	1	1	1	0	1	1	1
92577917	1	0	1	1	1	2	24	4	0	1	0	97	0	0	0	1	2	 
92577917	2	1	1	1	1	1	23	4	0	1	0	97	1	0	0	0	1	1
92577918	1	0	1	1	1	12	35	4	0	1	0	97	2	2	0	0	2	 
92577918	2	1	1	1	1	3	26	4	0	1	0	97	1	0	0	0	1	 
92577920	1	0	1	1	1	2	22	4	0	1	0	97	0	0	0	1	2	 
92577920	2	1	1	1	1	4	24	4	0	1	0	97	0	0	0	0	1	1
92577927	1	1	1	2	3	97	22	4	0	1	0	97	0	0	0	1	1	 
92577929	1	0	0	1	1	1	22	4	0	0	0	97	0	0	0	1	 	 
92577929	2	0	0	1	3	97	21	4	0	0	0	97	0	0	0	1	 	 
92577929	3	0	1	1	2	1	20	4	0	1	0	97	0	0	0	1	2	 
92577929	4	1	1	1	1	2	23	4	0	1	0	97	2	0	0	1	1	 
92577982	1	1	1	2	1	2	24	2	1	1	1	1	1	1	0	0	1	 
92578034	1	0	1	2	1	4	28	4	0	1	0	97	2	0	0	0	3	 
92578034	2	0	1	2	1	15	39	4	0	1	0	97	0	0	0	0	2	 
92578034	3	1	1	2	1	11	35	4	0	1	0	97	2	0	0	0	1	 
92578161	1	0	0	1	1	1	23	3	0	0	0	97	0	0	8	0	 	 
92578161	2	0	1	1	1	1	23	3	0	1	0	97	0	0	0	0	3	 
92578161	3	1	1	1	1	7	29	3	0	1	1	1	0	0	0	0	1	 
92578161	4	0	1	1	1	2	24	3	0	1	0	97	0	0	0	0	2	 
92578161	5	0	0	1	1	1	23	3	0	1	0	97	0	0	0	0	4	 
92578283	1	8	1	1	1	1	23	3	0	1	0	97	0	0	0	0	1	 
92578283	2	0	1	1	2	1	21	3	0	1	0	97	0	0	0	1	2	 
92578283	3	0	1	1	1	6	28	3	0	1	0	97	0	0	0	0	3	 
92578283	4	0	1	1	3	97	22	3	0	1	0	97	0	0	0	1	4	 
92578310	1	0	1	2	3	97	23	3	0	1	0	97	0	0	0	1	1	 
92578411	1	0	1	1	1	1	23	4	0	1	0	97	0	0	0	0	2	 
92578411	2	1	1	1	1	1	23	4	0	1	1	2	1	0	0	0	1	1
92578428	1	0	1	1	1	4	26	3	0	1	0	97	0	0	0	1	3	 
92578428	2	0	1	1	1	2	24	3	0	1	0	97	0	0	0	0	2	 
92578428	3	1	1	1	1	6	28	3	0	1	1	1	2	0	0	0	1	 
92578515	1	0	1	1	1	2	24	3	0	1	0	97	0	0	0	1	3	 
92578515	2	0	1	1	1	4	26	4	0	1	0	97	0	0	0	0	2	 
92578515	3	1	1	1	1	3	25	5	0	1	0	97	0	0	0	0	1	 
92578517	1	0	1	2	2	3	22	3	0	1	0	97	0	0	0	0	2	 
92578517	2	0	1	2	2	2	23	3	0	1	0	97	0	0	0	0	3	 
92578517	3	0	0	2	2	4	21	3	0	1	0	97	0	0	0	0	5	 
92578517	4	1	1	2	2	1	24	3	0	1	0	97	8	0	0	0	7	1
92578517	5	1	0	2	2	1	24	3	0	1	0	97	0	0	0	0	4	 
92578517	6	1	1	2	2	2	23	3	0	1	0	97	0	0	0	1	1	 
92578517	7	0	1	2	2	2	23	3	0	1	0	97	0	0	0	0	6	 
92578562	1	0	1	2	2	1	20	4	0	1	1	1	0	0	0	0	5	 
92578562	2	1	1	2	2	1	20	4	1	1	0	97	0	0	0	0	1	 
92578562	3	0	0	2	2	1	20	4	0	1	0	97	0	0	0	0	3	 
92578562	4	0	0	2	2	1	20	4	0	1	0	97	0	0	0	0	2	 
92578562	5	0	1	2	1	1	22	4	0	1	0	97	0	0	0	1	4	 
92578580	1	1	1	2	2	3	21	3	0	1	1	1	2	0	0	0	2	1
92578580	2	0	1	2	2	1	23	3	0	1	1	97	0	0	0	0	1	 
92578722	1	1	0	2	2	1	23	1	0	1	0	97	0	0	0	1	5	 
92578722	2	0	0	2	2	2	22	3	0	1	0	97	0	0	0	1	3	 
92578722	3	1	0	2	1	5	29	3	0	1	0	97	2	0	0	0	4	 
92578722	4	0	0	2	3	97	24	3	0	1	0	97	0	0	0	1	6	 
92578722	5	0	1	2	3	97	24	3	0	1	0	97	0	0	0	0	7	 
92578722	6	1	1	2	2	4	20	3	0	1	1	2	1	0	0	0	1	 
92578722	7	0	1	2	3	97	24	3	0	1	0	97	0	0	0	0	8	 
92578722	8	0	1	2	3	97	24	3	0	1	0	97	0	0	0	0	14	 
92578722	9	0	1	2	3	97	24	3	0	1	0	97	0	0	0	1	13	 
92578722	10	0	1	2	3	97	24	5	0	1	0	97	0	0	0	0	12	 
92578722	11	0	1	2	3	97	24	3	0	1	0	97	0	0	0	1	11	 
92578722	12	0	1	2	2	3	21	3	0	1	0	97	0	0	0	0	2	 
92578722	13	0	1	2	3	97	24	3	0	1	0	97	0	0	0	1	10	 
92578722	14	0	0	2	3	97	24	3	0	1	0	97	0	0	0	0	9	 
92578722	15	0	1	2	3	97	24	4	0	0	0	97	0	0	0	1	 	 
92578899	1	0	0	1	1	6	27	4	0	1	0	97	0	0	0	0	3	 
92578899	2	0	0	1	1	2	23	3	0	1	0	97	0	0	0	1	2	 
92578899	3	1	1	1	1	7	28	4	0	1	0	97	1	1	0	0	1	1
92578907	1	1	1	1	1	2	26	3	0	1	1	2	2	0	0	0	1	1
92578907	2	0	0	1	1	5	29	3	0	1	1	1	0	0	0	0	2	 
92578935	1	0	0	2	2	3	20	4	0	1	0	97	0	0	0	0	3	 
92578935	2	0	1	2	2	1	22	4	0	1	0	97	0	0	0	0	2	 
92578935	3	0	0	2	1	5	28	5	1	1	0	97	0	0	0	0	1	 
92578969	1	1	1	1	1	5	26	3	0	1	1	1	1	1	0	0	1	 
92578995	1	1	1	1	1	1	26	4	0	1	1	1	1	1	0	1	1	1
92579175	1	0	1	1	2	1	21	4	0	1	0	97	0	0	0	1	4	 
92579175	2	1	1	1	1	1	23	4	0	1	0	97	1	0	0	1	1	 
92579175	3	0	0	1	3	97	22	4	0	1	0	97	0	0	0	0	3	 
92579175	4	0	0	1	1	3	25	3	0	1	0	97	0	0	0	0	2	 
92579179	1	1	1	1	1	2	23	3	0	1	1	1	1	0	0	1	1	 
92579232	1	0	0	1	1	3	27	3	0	1	0	97	0	0	0	0	1	 
92579235	1	0	1	2	1	1	25	3	0	1	0	97	0	0	0	1	1	 
92579238	1	1	1	2	1	1	23	3	0	1	0	97	2	0	0	0	1	 
92579261	1	0	1	2	1	2	21	4	0	1	0	97	0	0	0	1	1	 
92579261	2	0	0	2	2	2	17	4	0	1	0	97	0	0	0	1	6	 
92579261	3	0	0	2	1	1	20	4	0	0	0	97	0	0	0	1	 	 
92579261	4	1	0	2	2	2	17	4	0	1	0	97	0	0	0	0	5	 
92579261	5	0	0	2	2	2	17	4	0	1	0	97	0	0	0	1	4	 
92579261	6	0	1	2	2	3	16	4	0	1	0	97	0	0	0	1	2	 
92579261	7	0	0	2	2	1	18	4	0	1	0	97	0	0	0	0	3	 
92579268	1	0	1	1	1	1	23	4	0	1	0	97	2	0	0	1	7	 
92579268	2	0	0	1	1	4	26	4	0	1	0	97	0	0	0	0	4	 
92579268	3	0	0	1	2	2	20	4	0	1	0	97	0	0	0	0	6	 
92579268	4	0	0	1	3	97	22	1	0	1	0	97	0	0	0	0	5	 
92579268	5	0	0	1	1	4	26	4	0	1	0	97	0	0	0	0	2	 
