AID	RRELNO	H3TR1	H3TR2	H3TR3	H3TR4	H3TR5	PAGE	H3TR6	H3TR7	H3TR8	H3TR9	H3TR10	H3TR11	H3TR12	H3TR13	H3TR14	SXORDER	CP
94576357	1	0	1	1	1	1	25	4	0	1	1	2	2	0	0	1	3	 
94576357	2	0	1	1	3	97	24	4	0	1	0	97	2	0	0	0	4	 
94576357	3	0	1	1	1	2	26	2	0	1	0	97	0	0	0	0	2	 
94576357	4	0	1	1	1	5	29	4	1	1	0	97	0	0	0	0	1	 
94576395	1	1	1	2	2	1	21	5	1	1	0	97	0	0	0	1	1	 
94576411	1	0	1	2	3	97	23	4	0	1	0	97	2	0	0	1	2	 
94576411	2	0	1	2	1	4	27	1	0	1	0	97	2	0	0	0	1	 
94576432	1	0	1	2	1	2	25	5	1	1	0	97	0	0	0	0	1	 
94576432	2	0	0	2	1	3	26	2	0	1	0	97	0	0	0	0	3	 
94576432	3	0	0	2	1	5	28	4	0	1	0	97	0	0	0	0	2	 
94576537	1	0	1	2	1	1	24	5	0	1	0	97	0	0	0	0	6	 
94576537	2	0	0	2	1	1	24	5	0	1	0	97	0	0	0	1	5	 
94576537	3	0	1	2	1	1	24	5	1	1	0	97	0	0	0	1	4	 
94576537	4	0	1	2	2	1	22	4	0	1	0	97	2	0	0	0	2	 
94576537	5	0	0	2	1	7	30	4	0	1	0	97	0	0	0	0	3	 
94576537	6	0	0	2	1	6	29	4	0	1	0	97	0	0	0	0	1	 
94576615	1	0	1	1	3	97	21	4	0	1	0	97	2	0	0	1	3	 
94576615	2	0	1	1	1	2	23	4	0	1	0	97	0	0	0	1	5	 
94576615	3	1	0	1	3	97	21	4	0	1	0	97	0	0	0	0	1	 
94576615	4	0	0	1	3	97	21	4	0	1	0	97	0	0	0	0	4	 
94576615	5	0	1	1	2	1	20	4	0	1	0	97	0	0	0	0	2	 
94576646	1	0	0	2	1	10	32	2	0	1	1	1	0	0	0	0	3	 
94576646	2	0	1	1	2	1	21	2	0	1	0	97	8	8	0	0	2	 
94576646	3	1	1	2	2	1	21	2	0	1	1	2	1	8	0	0	1	 
94576659	1	0	1	1	1	2	26	4	0	1	0	97	0	0	0	1	5	 
94576659	2	0	0	1	1	3	27	4	0	1	0	97	0	0	0	1	4	 
94576659	3	0	1	1	1	2	26	4	0	1	0	97	0	0	0	1	2	 
94576659	4	0	0	1	1	2	26	4	0	1	0	97	0	0	0	1	3	 
94576659	5	1	1	1	1	2	26	4	0	1	1	2	1	1	0	0	1	 
94576661	1	1	1	1	1	1	23	5	1	1	0	97	0	0	0	0	1	1
94576685	1	0	1	1	1	3	26	4	0	1	1	1	0	0	0	1	2	 
94576685	2	0	0	1	1	8	31	4	0	1	0	97	0	0	0	0	4	 
94576685	3	0	0	1	1	7	30	4	0	1	0	97	0	0	0	0	6	 
94576685	4	1	1	1	1	1	24	4	0	1	1	2	1	1	0	1	1	 
94576685	5	0	1	1	1	1	24	4	0	1	0	97	0	0	0	1	5	 
94576685	6	0	0	1	3	97	23	4	0	1	0	97	0	0	0	0	3	 
94576706	1	0	1	1	2	1	23	4	0	1	0	97	0	0	0	1	6	 
94576706	2	0	0	1	3	97	24	4	0	1	0	97	0	0	0	1	5	 
94576706	3	0	1	1	3	97	24	4	0	1	1	1	0	0	0	1	4	 
94576706	4	0	1	1	3	97	24	4	0	1	0	97	0	0	0	0	3	 
94576706	5	0	1	1	3	97	24	4	0	1	0	97	0	0	0	0	2	 
94576706	6	1	1	1	1	4	28	5	1	1	0	97	0	0	0	0	1	 
94576844	1	0	1	2	1	3	23	5	0	1	0	97	0	0	0	1	3	 
94576844	2	0	1	2	1	1	21	5	0	1	0	97	0	0	0	0	2	 
94576844	3	0	1	2	2	3	17	5	0	1	0	97	2	0	0	1	1	 
94576943	1	0	1	2	2	3	19	2	0	1	1	1	0	0	0	0	2	 
94576943	2	0	0	2	2	2	20	2	0	0	0	97	0	0	0	0	 	 
94576943	3	1	1	2	2	2	20	2	0	0	0	97	0	0	0	0	 	1
94576943	4	0	0	2	2	3	19	2	0	1	1	1	0	0	0	0	1	 
94576985	1	0	1	1	1	3	24	5	1	1	0	97	0	0	0	0	1	 
94576985	2	0	0	1	1	2	23	3	0	1	0	97	0	0	0	0	2	 
94576985	3	1	1	2	1	3	24	1	0	1	1	1	1	1	0	0	3	 
94577082	1	0	1	1	1	2	23	4	0	1	0	97	0	0	0	0	2	 
94577082	2	0	0	1	3	97	21	3	0	0	0	97	0	0	0	0	 	 
94577082	3	0	1	1	3	97	21	5	1	1	1	1	0	0	0	1	1	 
94577084	1	0	1	1	1	2	26	1	0	1	1	3	1	0	0	0	2	 
94577084	2	1	1	1	1	2	26	3	0	1	1	1	0	0	0	0	1	1
94577123	1	0	1	2	2	1	20	4	0	0	0	97	0	0	0	1	 	 
94577123	2	0	0	2	2	2	19	4	0	0	0	97	0	0	0	1	 	 
94577123	3	1	0	2	2	2	19	4	0	0	0	97	0	0	0	0	 	 
94577181	1	1	1	2	2	1	23	3	0	1	0	97	2	0	0	1	1	1
94577181	2	0	0	2	2	3	21	5	1	1	1	1	0	0	0	0	2	 
94577181	3	0	0	2	1	4	28	5	1	1	1	1	0	0	0	0	3	 
94577222	1	0	1	1	3	97	22	4	0	1	0	97	0	0	0	1	2	 
94577222	2	1	1	1	2	1	21	4	0	1	0	97	2	0	0	0	1	1
94577226	1	0	1	2	3	97	24	4	0	1	0	97	0	0	0	0	6	 
94577226	2	0	0	2	1	1	25	4	0	1	0	97	0	0	0	0	5	 
94577226	3	0	1	2	2	1	23	4	0	1	0	97	0	0	0	0	4	 
94577226	4	0	1	2	1	1	25	4	0	1	0	97	0	0	0	0	2	 
94577226	5	0	0	2	2	1	23	4	0	1	0	97	0	0	0	0	3	 
94577226	6	1	1	2	2	1	23	4	0	1	0	97	0	0	0	0	1	 
94577229	1	0	1	2	2	3	18	4	0	1	0	97	0	0	0	1	1	 
94577264	1	0	0	1	1	1	24	3	0	1	0	97	0	0	0	1	2	 
94577264	2	1	1	1	2	2	21	3	0	1	0	97	1	0	0	0	1	1
94577264	3	0	0	1	3	97	23	3	0	1	0	97	0	0	0	1	3	 
94577361	1	0	1	1	1	6	28	4	0	1	1	1	2	2	0	0	2	 
94577361	2	1	1	1	1	2	24	4	0	1	1	3	1	1	0	1	1	 
94577452	1	1	1	2	3	97	23	4	0	1	1	1	1	1	0	1	2	1
94577452	2	1	1	2	3	97	23	4	0	1	1	1	1	1	0	1	1	 
94577781	1	1	1	1	3	97	22	5	1	1	0	97	9	9	0	0	1	1
94577781	2	0	1	1	1	2	24	5	1	0	0	97	9	9	0	0	 	 
94577923	1	0	0	1	3	97	23	5	1	0	0	97	0	0	0	0	 	 
94577923	2	0	1	1	3	97	23	4	0	0	0	97	0	0	0	0	 	 
94577923	3	1	1	1	3	97	23	4	0	1	0	97	0	0	0	0	1	1
94577924	1	0	1	1	1	4	26	4	0	1	0	97	0	0	0	0	3	 
94577924	2	0	1	1	1	1	23	4	0	1	0	97	0	0	0	0	2	 
94577924	3	1	1	1	1	8	30	4	0	1	0	97	1	0	0	0	1	 
94577981	1	0	1	1	1	2	24	5	1	1	1	1	0	0	0	0	5	 
94577981	2	1	1	1	2	2	20	5	1	1	0	97	0	0	0	0	1	 
94577981	3	0	1	1	3	97	22	5	1	1	0	97	0	0	0	1	3	 
94577981	4	0	0	1	1	1	23	5	1	1	0	97	0	0	0	0	2	 
94577981	5	0	0	1	1	1	23	5	1	1	0	97	0	0	0	1	4	 
94578088	1	1	1	1	1	3	27	4	0	1	1	1	1	1	0	0	1	 
94578096	1	1	1	2	3	97	24	4	0	1	1	2	1	1	0	1	1	 
94578101	1	0	1	1	1	3	26	3	0	1	0	97	0	0	0	0	6	 
94578101	2	0	1	1	1	5	28	3	0	1	0	97	0	0	0	0	5	 
94578101	3	0	1	1	1	1	24	3	0	1	1	1	2	0	0	0	4	 
94578101	4	0	1	1	1	2	25	3	0	1	0	97	0	0	0	0	3	 
94578101	5	0	1	1	1	10	33	3	0	1	0	97	0	0	0	0	2	 
94578101	6	1	1	1	3	97	23	3	0	1	0	97	0	0	0	0	1	1
94578110	1	0	1	1	1	3	24	4	0	1	0	97	0	0	0	1	2	 
94578110	2	0	1	1	1	3	24	4	0	1	0	97	0	0	0	1	1	 
94578117	1	0	0	2	1	2	24	3	0	1	0	97	0	0	0	1	5	 
94578117	2	0	0	2	2	1	21	3	0	1	0	97	0	0	0	1	4	 
94578117	3	0	0	2	3	97	22	3	0	1	0	97	0	0	0	1	3	 
94578117	4	0	1	2	1	1	23	3	0	0	0	97	0	0	0	1	 	 
94578117	5	0	1	2	2	1	21	1	0	1	0	97	2	0	0	0	2	 
94578117	6	1	1	2	2	2	20	3	0	1	0	97	1	0	0	0	1	 
94578127	1	0	1	1	1	2	22	3	0	1	0	97	0	0	0	1	11	 
94578127	2	0	1	1	2	4	16	3	0	1	0	97	0	0	0	0	8	 
94578127	3	0	0	1	1	5	25	3	0	1	0	97	0	0	0	0	6	 
94578127	4	0	1	1	1	7	27	3	0	1	0	97	0	0	0	0	5	 
94578127	5	0	0	1	2	1	19	3	0	1	0	97	0	0	0	1	2	 
94578127	6	1	1	1	1	12	32	3	0	1	0	97	1	1	0	0	1	 
94578127	7	0	0	1	1	4	24	3	0	1	0	97	0	0	0	1	9	 
94578127	8	0	0	1	1	4	24	3	0	1	0	97	0	0	0	1	3	 
94578127	9	0	1	1	1	3	23	3	0	1	0	97	0	0	0	0	7	 
94578127	10	0	0	1	1	3	23	3	0	1	0	97	0	0	0	0	10	 
94578127	11	0	1	1	1	8	28	3	0	1	0	97	0	0	0	0	4	 
94578142	1	0	1	2	1	1	25	4	0	1	1	1	2	1	0	1	2	 
94578142	2	1	1	2	1	7	31	4	0	1	0	97	1	0	0	0	1	 
94578149	1	0	0	2	2	3	20	4	0	0	0	97	0	0	0	0	 	 
94578194	1	1	1	1	3	97	24	4	0	1	0	97	1	1	0	0	1	1
94578218	1	 	 	2	3	97	22	3	 	 	 	 	 	 	 	5	 	 
94578218	2	 	 	2	3	97	22	3	 	 	 	 	 	 	 	5	 	 
94578218	3	1	1	2	2	4	18	3	 	1	1	1	 	 	 	5	1	 
94578383	1	0	1	1	1	2	25	3	0	0	0	97	0	0	0	1	 	 
94578383	2	1	1	1	1	9	32	3	0	1	0	97	1	1	0	0	1	 
94578410	1	0	0	1	3	97	23	3	0	1	0	97	0	0	0	1	5	 
94578410	2	0	1	1	3	97	23	3	0	1	0	97	0	0	0	1	3	 
94578410	3	0	0	1	1	2	25	3	0	1	0	97	0	0	0	1	4	 
94578410	4	0	1	1	2	2	21	3	0	1	0	97	0	0	0	1	2	 
94578410	5	0	0	1	3	97	23	3	0	1	0	97	0	0	0	1	1	 
94578490	1	1	1	2	2	2	22	4	0	1	0	97	1	0	0	1	1	 
94578527	1	0	1	2	1	2	23	4	0	1	0	97	0	0	0	1	5	 
94578527	2	0	0	2	2	1	20	4	0	1	0	97	0	0	0	1	6	 
94578527	3	0	0	2	3	97	21	4	0	1	0	97	0	0	0	0	4	 
94578527	4	0	0	2	1	3	24	4	0	1	0	97	0	0	0	0	3	 
94578527	5	0	0	2	3	97	21	4	0	1	0	97	0	0	0	0	7	 
94578527	6	1	1	2	2	2	19	4	0	1	0	97	1	0	0	0	2	1
94578527	7	0	0	2	1	3	24	4	0	1	0	97	0	0	0	0	1	 
94578527	8	0	0	2	1	2	23	4	0	0	0	97	0	0	0	1	 	 
94578527	9	0	0	2	1	2	23	4	0	0	0	97	0	0	0	0	 	 
94578587	1	1	1	1	1	10	34	3	0	1	1	1	1	1	0	0	1	 
94578587	2	0	1	1	1	1	25	3	0	1	1	1	0	0	0	1	2	 
94578587	3	0	1	1	1	7	31	3	0	1	1	1	0	0	0	0	3	 
94578643	1	0	1	1	1	3	26	4	0	1	0	97	0	0	0	0	7	 
94578643	2	0	1	1	3	97	23	4	0	1	0	97	0	0	0	1	6	 
94578643	3	0	1	1	1	2	25	4	0	1	0	97	0	0	0	0	5	 
94578643	4	0	1	1	1	9	32	4	0	1	0	97	2	0	0	0	4	 
94578643	5	0	0	1	1	5	28	4	0	1	0	97	0	0	0	0	3	 
94578643	6	0	0	1	1	6	29	4	0	0	0	97	0	0	0	0	 	 
94578643	7	0	0	1	1	3	26	4	0	1	0	97	0	0	0	0	2	 
94578643	8	1	1	1	1	18	41	4	0	1	0	97	1	0	0	0	1	 
94578780	1	0	1	1	1	3	25	3	0	1	0	97	0	0	0	1	2	 
94578780	2	1	1	1	3	97	22	3	0	1	1	97	0	0	0	1	1	 
94578804	1	1	1	1	1	2	26	3	0	1	1	1	2	0	0	1	1	 
94578804	2	0	1	1	3	97	24	3	0	1	0	97	0	0	0	1	2	 
94578874	1	0	1	2	3	97	22	4	0	1	0	97	0	0	0	1	1	 
94578881	1	1	1	1	1	1	27	3	9	6	1	3	2	0	0	0	 	1
94578881	2	0	0	1	1	5	31	3	9	6	0	97	0	0	0	1	 	 
94578899	1	1	1	1	1	4	27	4	0	1	1	2	1	1	0	0	1	1
94578910	1	1	1	1	2	1	24	4	 	1	1	3	1	1	 	5	1	 
94578921	1	0	1	1	1	2	25	3	0	0	1	1	2	0	0	1	 	 
94578943	1	1	1	2	3	97	22	4	0	1	0	97	1	1	0	0	1	1
94578966	1	0	1	2	1	2	24	3	0	1	0	97	0	0	0	0	4	 
94578966	2	1	1	2	2	2	20	3	0	1	0	97	1	0	0	0	5	1
94578966	3	0	0	2	3	97	22	3	0	1	0	97	0	0	0	0	3	 
94578966	4	0	1	2	3	97	22	3	0	1	0	97	0	0	0	0	1	 
94578966	5	0	0	2	1	1	23	3	0	1	0	97	0	0	0	0	2	 
94578984	1	0	1	2	2	2	21	3	0	1	0	97	0	0	0	1	4	 
94578984	2	0	0	2	3	97	23	3	0	1	0	97	0	0	0	0	3	 
94578984	3	1	1	2	2	4	19	3	0	1	0	97	2	0	0	1	2	 
94578984	4	1	1	2	2	2	21	3	0	1	0	97	0	0	0	1	1	 
94579176	1	0	1	1	1	1	24	4	0	1	1	2	2	0	0	1	1	 
94579176	2	0	1	1	1	10	33	4	0	1	0	97	0	0	0	0	2	 
94579176	3	0	1	1	1	3	26	4	0	0	0	97	0	0	0	1	 	 
94579179	1	1	1	2	2	1	21	4	0	1	1	1	1	1	0	1	1	1
94579179	2	0	0	2	3	97	22	4	0	0	0	97	0	0	0	0	 	 
94579179	3	0	0	2	2	1	21	4	0	0	0	97	0	0	0	1	 	 
94579179	4	0	0	2	1	10	32	4	0	0	0	97	0	0	0	0	 	 
94579179	5	0	0	2	3	97	22	4	0	0	0	97	0	0	0	0	 	 
94579231	1	0	1	2	2	1	20	3	0	1	0	97	0	0	0	0	4	 
94579231	2	1	1	2	2	1	20	3	0	1	0	97	0	0	0	0	1	1
94579231	3	0	0	2	1	3	24	5	0	1	0	97	0	0	0	0	3	 
94579231	4	0	0	2	3	97	21	3	0	1	0	97	0	0	0	0	2	 
94579231	5	0	0	2	2	2	19	3	0	1	0	97	0	0	0	0	5	 
94579231	6	0	0	2	1	4	25	3	0	1	0	97	0	0	0	0	6	 
94579231	7	0	0	2	1	1	22	3	0	1	0	97	0	0	0	0	7	 
94579231	8	0	1	2	3	97	21	3	0	1	0	97	0	0	0	0	9	 
94579231	9	0	1	2	3	97	21	3	0	1	0	97	0	0	0	0	8	 
94579231	10	0	0	2	2	3	18	3	0	1	0	97	0	0	0	0	10	 
94579232	1	1	1	2	2	2	22	3	0	1	1	1	1	1	0	1	1	 
94579262	1	0	1	1	1	2	22	4	0	1	0	97	0	0	0	1	2	 
94579262	2	0	1	1	1	3	23	4	0	1	0	97	0	0	0	0	3	 
94579262	3	1	1	1	1	1	21	4	0	1	0	97	0	0	0	0	1	1
94579262	4	0	0	1	3	97	20	4	0	1	0	97	0	0	0	1	4	 
94579262	5	0	1	1	3	97	20	4	0	1	0	97	0	0	0	1	5	 
94579262	6	0	0	1	1	3	23	4	0	0	0	97	0	0	0	0	 	 
94579292	1	0	1	1	1	2	26	4	0	1	1	5	2	1	0	0	5	 
94579292	2	0	0	1	2	1	23	4	0	1	0	97	0	0	0	0	1	 
94579292	3	0	1	1	3	97	24	4	0	1	0	97	0	0	0	0	2	 
94579292	4	1	1	1	1	18	42	4	0	1	0	97	1	0	0	0	3	 
94579292	5	0	0	1	3	97	24	4	0	1	0	97	0	0	0	0	4	 
94579294	1	0	0	2	1	1	21	4	0	1	0	97	0	0	0	1	3	 
94579294	2	0	0	2	2	1	19	4	0	1	0	97	0	0	0	1	2	 
94579294	3	0	0	2	1	10	30	4	0	1	0	97	0	0	0	0	1	 
94579294	4	0	0	2	1	3	23	4	0	1	0	97	0	0	0	0	4	 
94579295	1	0	1	1	1	6	31	1	0	1	1	1	2	8	0	0	9	 
94579295	2	1	0	1	3	97	25	1	1	1	0	97	0	8	0	0	8	 
94579295	3	0	0	1	1	9	34	1	1	0	0	97	0	0	0	0	 	 
94579295	4	0	0	1	1	2	27	1	0	1	0	97	0	0	0	1	7	 
94579295	5	0	0	1	2	1	24	1	0	1	0	97	0	0	0	0	5	 
94579295	6	0	1	1	3	97	25	1	0	1	0	97	0	0	0	0	6	 
94579295	7	0	1	1	1	10	35	1	0	1	1	1	2	0	0	0	4	 
94579295	8	0	1	1	1	8	33	1	0	1	0	97	2	0	0	0	3	 
94579295	9	1	0	1	1	13	38	1	0	1	0	97	0	0	0	0	1	 
94579295	10	0	1	1	3	97	25	1	0	1	1	1	0	0	0	0	2	 
94579295	11	0	1	1	1	3	28	1	0	1	0	97	0	0	0	1	10	 
94579296	1	0	1	1	1	3	24	4	0	1	0	97	0	0	0	1	3	 
94579296	2	0	0	1	1	3	24	4	0	1	0	97	0	0	0	0	2	 
94579296	3	1	1	1	1	3	24	4	0	1	1	2	1	1	0	1	1	 
94579296	4	0	0	1	3	97	21	4	0	1	0	97	0	0	0	0	4	 
94579375	1	0	1	1	1	1	23	4	0	1	1	1	2	0	0	1	3	 
94579375	2	0	1	1	2	1	21	4	0	1	0	97	2	0	0	0	2	 
94579375	3	1	1	1	2	2	20	4	0	1	1	1	1	0	0	0	1	 
94579941	1	0	0	1	2	1	20	4	0	1	0	97	0	0	0	0	1	 
94579941	2	0	1	1	1	2	23	4	1	1	0	97	0	0	0	0	2	 
94579941	3	0	0	1	2	1	20	4	0	1	0	97	0	0	0	0	3	 
94579941	4	0	0	1	1	1	22	4	0	1	0	97	0	0	0	0	4	 
94579941	5	0	0	1	1	2	23	4	0	1	0	97	0	0	0	0	6	 
94579941	6	0	0	1	3	97	21	3	0	1	0	97	0	0	0	0	5	 
94579941	7	0	1	1	1	1	22	4	0	1	0	97	0	0	0	0	8	 
94579941	8	0	8	1	1	4	25	4	0	1	0	97	0	0	0	0	7	 
94579945	1	1	1	1	1	5	29	4	0	1	1	1	1	1	0	0	1	 
94579945	2	0	1	1	1	10	34	4	0	1	0	97	2	0	0	0	3	 
94579945	3	0	1	1	1	9	33	4	0	1	0	97	2	0	0	0	2	 
94579946	1	0	0	2	2	2	17	4	0	0	0	97	0	0	0	0	 	 
94579946	2	0	0	2	2	1	18	4	0	0	0	97	0	0	0	0	 	 
94579946	3	0	1	2	2	1	18	4	0	0	0	97	0	0	0	0	 	 
94579946	4	0	1	2	2	1	18	4	0	0	0	97	0	0	0	0	 	 
94579946	5	0	1	2	2	2	17	4	0	1	0	97	0	0	0	1	1	 
94579946	6	0	1	2	2	1	18	4	0	1	0	97	0	0	0	0	2	 
94579998	1	1	1	1	1	3	27	4	0	1	1	2	1	1	0	0	1	 
94590253	1	1	1	1	1	3	24	5	0	1	0	97	0	0	0	0	1	 
94590955	1	1	1	2	2	4	19	2	1	1	0	97	9	9	0	0	2	1
94590955	2	0	0	2	2	2	21	2	1	1	0	97	9	0	0	0	4	 
94590955	3	0	1	2	2	2	21	2	0	1	1	1	0	0	0	1	1	 
94590955	4	0	0	2	2	1	22	2	1	1	0	97	0	0	0	1	3	 
94593905	1	1	1	1	3	97	23	4	0	1	0	97	1	1	0	1	1	1
94614472	1	0	1	1	1	7	31	4	0	1	0	97	0	0	0	0	1	 
94614679	1	0	0	2	2	1	21	8	8	8	0	97	0	0	0	0	 	 
94614976	1	0	0	2	2	1	20	4	0	1	0	97	0	0	0	0	3	 
94614976	2	0	1	2	2	1	20	4	0	0	0	97	0	0	0	1	 	 
94614976	3	0	1	2	2	2	19	4	0	1	0	97	0	0	0	1	2	 
94614976	4	0	1	2	3	97	21	4	0	1	1	1	0	0	0	0	4	 
94614976	5	1	1	2	1	3	24	4	0	1	0	97	0	0	0	0	1	1
94619063	1	0	1	2	2	3	21	4	0	0	0	97	0	0	0	1	 	 
94619063	2	0	1	2	2	1	23	4	0	0	0	97	0	0	0	0	 	 
94619063	3	0	1	2	2	1	23	4	0	1	0	97	0	0	0	0	3	 
94619063	4	0	0	2	2	2	22	4	0	0	0	97	0	0	0	1	 	 
94619063	5	0	1	2	2	1	23	4	0	1	0	97	0	0	0	0	2	 
94619063	6	0	1	2	3	97	24	4	0	1	0	97	0	0	0	0	1	 
94619167	1	0	1	1	1	2	22	3	0	0	0	97	0	0	0	1	 	 
94619167	2	0	1	1	1	1	21	4	0	1	0	97	0	0	0	0	1	 
94619167	3	0	0	1	3	97	20	4	0	0	0	97	0	0	0	0	 	 
94619266	1	0	1	2	2	1	23	4	0	1	0	97	0	0	0	1	3	 
94619266	2	0	1	2	1	2	26	4	0	1	0	97	2	0	0	0	2	 
94619266	3	1	1	2	1	1	25	4	0	1	0	97	1	0	0	0	1	1
94619369	1	0	1	2	3	97	23	4	0	1	0	97	0	0	0	0	2	 
94619369	2	1	1	2	1	2	25	4	0	1	0	97	0	0	0	0	1	 
94619466	1	0	1	2	3	97	21	4	0	1	0	97	0	0	0	0	2	 
94619466	2	1	1	2	3	97	21	4	0	1	0	97	0	0	0	0	1	 
94619466	3	0	0	2	3	97	21	4	0	1	0	97	0	0	0	1	3	 
94619467	1	0	1	1	1	1	21	4	0	1	0	97	2	0	0	1	1	 
94619469	1	1	1	1	3	97	22	4	0	1	0	97	0	0	0	1	1	1
94619469	2	0	0	1	2	2	20	4	0	0	0	97	0	0	0	0	 	 
94619867	1	0	1	1	3	97	24	4	0	1	0	97	0	0	0	1	2	 
94619867	2	1	1	1	3	97	24	4	0	1	0	97	0	0	0	0	1	1
94619869	1	0	0	2	1	1	25	4	0	1	0	97	0	0	0	0	3	 
94619869	2	0	0	2	2	3	21	4	0	0	0	97	0	0	0	0	 	 
94619869	3	0	0	2	2	1	23	4	0	1	0	97	0	0	0	0	2	 
94619869	4	0	1	2	3	97	24	4	0	1	0	97	0	0	0	0	4	 
94619869	5	1	0	2	3	97	24	4	0	0	0	97	0	0	0	0	 	 
94619869	6	0	0	2	1	6	30	4	0	1	0	97	0	0	0	0	1	 
94619963	1	0	1	2	2	2	19	4	0	0	0	97	0	0	0	1	 	 
94619963	2	0	1	2	1	1	22	4	0	1	0	97	0	0	0	1	3	 
94619963	3	0	1	2	1	1	22	4	0	0	0	97	0	0	0	1	 	 
94619963	4	0	1	2	1	1	22	4	0	1	0	97	0	0	0	0	2	 
94619963	5	1	1	2	2	3	18	4	0	1	0	97	0	0	0	0	1	1
94619963	6	0	0	2	2	1	20	4	0	0	0	97	0	0	0	0	 	 
94619964	1	0	1	2	1	1	23	4	0	1	0	97	0	0	0	0	4	 
94619964	2	0	0	2	2	1	21	4	0	1	0	97	0	0	0	0	3	 
94619964	3	1	1	2	2	3	19	4	0	1	0	97	1	0	0	0	1	 
94619964	4	0	1	2	1	4	26	4	0	1	0	97	0	0	0	0	2	 
94636354	1	0	1	1	3	97	21	2	0	0	0	97	0	0	0	1	 	 
94636354	2	0	1	1	1	1	22	2	0	0	0	97	0	0	0	0	 	 
94636354	3	1	1	1	3	97	21	2	0	1	0	97	0	0	0	0	1	 
94676322	1	6	6	2	2	2	21	3	0	6	0	97	6	0	0	0	 	 
94676623	1	0	1	1	1	2	25	3	0	1	0	97	0	0	0	0	4	 
94676623	2	0	1	1	1	7	30	4	0	1	0	97	0	0	0	0	2	 
94676623	3	0	1	1	1	2	25	3	0	1	0	97	0	0	0	0	3	 
94676623	4	1	1	1	1	3	26	3	0	1	0	97	2	0	0	0	1	1
94676929	1	0	1	1	1	4	25	5	1	1	1	1	0	0	0	0	5	 
94676929	2	0	1	1	1	2	23	5	1	1	0	97	0	0	0	0	4	 
94676929	3	0	1	1	2	1	20	4	0	1	0	97	0	0	0	0	3	 
94676929	4	0	0	1	3	97	21	4	0	1	0	97	0	0	0	0	2	 
94676929	5	1	1	1	1	4	25	4	0	1	0	97	0	0	0	0	1	1
94678273	1	0	1	1	1	2	22	4	0	1	0	97	2	0	0	1	5	 
94678273	2	0	0	1	1	10	30	4	0	1	0	97	0	0	0	0	4	 
94678273	3	0	1	1	1	7	27	4	0	1	0	97	0	0	0	0	3	 
94678273	4	0	0	1	1	2	22	4	0	1	0	97	0	0	0	1	2	 
94678273	5	1	1	1	1	4	24	4	0	1	1	1	1	0	0	1	1	 
94710033	1	0	1	2	1	1	22	4	0	0	0	97	0	0	0	1	 	 
94710033	2	0	0	2	3	97	21	4	0	0	0	97	0	0	0	1	 	 
94710033	3	0	0	2	1	3	24	4	0	1	0	97	0	0	0	0	3	 
94710033	4	0	1	2	2	3	18	4	0	1	0	97	0	0	0	1	2	 
94710033	5	0	0	2	2	1	20	4	0	0	0	97	0	0	0	0	 	 
94710033	6	0	0	2	2	2	19	4	0	1	0	97	0	0	0	0	1	 
94710033	7	0	0	2	2	2	19	4	0	0	0	97	0	0	0	0	 	 
94710033	8	1	0	2	2	3	18	4	0	0	0	97	0	0	0	0	 	 
94710139	1	0	0	1	3	97	19	4	0	0	0	97	0	0	0	1	 	 
94710139	2	0	0	1	2	1	18	4	0	0	0	97	0	0	0	1	 	 
94710139	3	0	0	1	1	2	21	4	0	0	0	97	0	0	0	0	 	 
94710139	4	1	0	1	1	1	20	4	0	0	0	97	0	0	0	0	 	 
94710139	5	1	0	1	1	6	25	4	0	0	0	97	0	0	0	0	 	 
94710239	1	0	1	1	1	1	21	4	0	0	0	97	0	0	0	1	 	 
94710239	2	1	1	1	2	2	18	4	0	1	0	97	0	0	0	0	1	 
94710376	1	0	1	1	1	2	21	4	0	1	0	97	0	0	0	0	1	 
94710376	2	0	1	1	3	97	19	4	0	1	0	97	0	0	0	0	2	 
94710376	3	0	0	1	1	4	23	4	0	1	0	97	0	0	0	0	3	 
94710389	1	1	1	1	1	8	27	3	0	1	1	1	0	0	0	1	1	1
94710390	1	0	1	1	1	4	23	4	0	1	0	97	0	0	0	0	7	 
94710390	2	1	1	1	1	4	23	4	1	1	0	97	0	0	0	0	1	 
94710390	3	0	1	1	1	3	22	4	0	1	0	97	2	0	0	0	5	 
94710390	4	0	0	1	2	1	18	4	0	1	0	97	0	0	0	0	3	 
94710390	5	1	0	1	1	3	22	4	0	1	0	97	0	0	0	0	2	 
94710390	6	0	1	1	1	8	27	4	0	1	0	97	0	0	0	0	4	 
94710390	7	0	0	1	3	97	19	4	0	1	1	1	0	0	0	0	6	 
94710390	8	0	0	1	3	97	19	4	0	0	0	97	0	0	0	0	 	 
94710390	9	0	0	1	2	1	18	4	0	1	0	97	0	0	0	0	8	 
94710392	1	0	1	1	1	3	23	4	0	1	0	97	0	0	0	1	16	 
94710392	2	0	0	1	1	4	24	4	0	1	0	97	0	0	0	0	2	 
94710392	3	0	0	1	1	5	25	4	0	1	0	97	0	0	0	0	15	 
94710392	4	0	0	1	1	2	22	4	0	1	0	97	0	0	0	0	12	 
94710392	5	0	1	1	1	4	24	4	0	1	0	97	2	0	0	0	3	 
94710392	6	0	1	1	1	2	22	4	0	1	0	97	0	0	0	1	5	 
