AID	CLUSTER2	GSW5	GSW12345	GSW1345	GSW145
94718180	253	93.0109558106	 	106.179656982	107.342529297
94718194	258	888.8543701172	1739.093017579	1087.686767579	1134.863769532
94718208	256	947.5505981446	 	 	 
94718249	259	78.9930267334	76.581436157	81.58506012	75.642738342
94718273	260	1032.3933105469	1510.795776368	1862.270751954	1253.289428711
94718277	260	1933.2160644532	2124.30078125	2429.063720704	2388.291015625
94718329	251	1959.5325927735	1846.703369141	2078.745361329	1981.615844727
94718393	258	2110.9951171875	2371.562744141	1778.340576172	1631.463134766
94718485	253	659.3127441407	1615.0703125	1665.923095704	1238.776000977
94718888	253	105.6152496338	99.737358093	96.831001282	87.823921204
94718944	259	90.8185119629	116.501022339	104.286247253	101.537895203
94718971	260	1890.6954345704	2287.662841797	2836.94506836	2113.825683594
94718987	253	356.8224487305	940.538452149	960.478515625	697.164978028
94718998	258	760.7770996094	901.475769043	828.505310059	847.977661133
94719270	210	2152.8483886719	2167.476806642	2274.935791016	2419.182617188
94719279	210	1777.7204589844	2072.254882814	1876.232910157	1793.366577149
94719936	207	1153.9125976563	1440.871582032	1395.323364258	1094.109985352
94719978	210	1395.2387695313	1262.370361329	1450.873657227	1544.809570313
95316851	472	2273.10546875	2364.732910157	1771.770385743	1878.254638672
95374971	470	340.1268005372	504.970672608	405.380645752	364.09765625
95374972	470	809.3807373047	1386.031494141	1593.645996094	924.727416993
95374973	470	1102.5861816407	1995.646606446	1497.702636719	986.098876954
95374975	470	294.1311035157	345.044769287	389.63546753	293.707214356
95500036	147	766.360534668	1116.409667969	999.548095704	778.329101563
95500235	147	534.3082275391	 	1116.12475586	727.307678223
95500280	143	1261.744506836	5451.651367188	2163.695800782	1573.694091797
95500333	147	1003.6458129883	 	 	1004.901184083
95500710	145	1122.4876708985	1561.716186524	1384.054199219	1310.811889649
95500839	147	625.2408447266	 	1510.861206055	1400.487060547
95504188	163	800.3256835938	1148.858886719	981.492614747	952.559326172
95504228	161	1258.1524658204	 	 	1407.64807129
95504423	161	657.599182129	 	 	926.685180665
95504481	163	948.6648559571	1176.014770508	1051.248291016	871.640930176
95504484	163	352.7041625977	948.650146485	1017.047668458	735.00579834
95504608	166	377.1552734375	 	445.593688965	375.267303467
95504620	161	975.7780761719	1531.098999024	1122.056518555	1181.979248047
95504888	163	561.3018798829	 	 	518.196960449
95504902	166	102.9950866701	291.869018555	216.989135742	117.814002991
95506022	171	926.5096435547	1038.745117188	1139.978393555	990.481384278
95506124	171	1460.7822265625	 	2481.659667969	1307.881591797
95506154	172	1298.4606933594	 	1553.657714844	1637.663452149
95506181	173	997.1477661133	 	 	 
95506202	176	605.9136962891	 	1007.423950196	942.365966797
95506230	177	820.2056884766	 	1069.339965822	931.979492188
95506309	176	497.0743103028	1157.391967774	948.642333985	994.657226563
95506333	177	63.4736633301	 	 	 
95506426	171	579.3916625977	 	1559.365966797	1422.601928711
95506482	173	379.5314941407	 	743.854736329	655.548034668
95506527	171	1000.058166504	 	 	775.729248047
95506684	173	1755.8425292969	 	 	 
95506926	171	476.9943847657	868.903015137	925.559753418	647.342895508
95507059	192	423.4749450684	 	892.350036622	702.100036622
95507214	195	958.1055908204	 	 	1096.637329102
95507914	195	1151.3657226563	2292.830078125	1448.44506836	1160.012207032
95508034	157	370.6706848145	 	1293.589111329	1338.198608399
95508271	160	3544.9577636719	9127.029296875	4403.015625	3655.698242188
95508323	151	58.5161209107	458.514556885	156.927413941	107.40990448
95508339	157	139.1407623292	 	170.949768067	181.476745606
95508624	151	404.4046020508	 	 	612.837036133
95508825	151	1957.4821777344	 	 	 
95508833	157	678.4244384766	 	 	677.075622559
95508931	157	727.0452270508	 	1205.857788086	794.877136231
95508969	154	1019.8975830079	 	 	 
95508980	153	754.5369873047	 	 	609.505920411
95508984	153	200.98387146	334.062957764	244.67817688	241.738494873
95540910	145	65.7669219971	222.419967651	109.892288208	92.363639832
95544183	163	2473.8381347657	 	 	 
95544983	163	964.9174804688	2250.398681641	978.490234375	1120.33581543
95544985	163	861.0711669922	3405.01171875	1277.928955079	2177.272460939
95546778	180	480.632385254	 	 	763.773986817
95546779	180	481.8768310547	 	 	834.60913086
95546970	180	643.5681152344	 	 	 
95570025	141	305.7133178711	 	 	412.687225342
95570097	148	748.5114135743	1011.169982911	802.601074219	784.184387208
95570121	141	417.9265136719	 	764.097229004	671.363525391
95570123	141	194.9458312989	202.145217896	190.785461426	198.603378296
95570184	143	446.4393310547	1199.807006836	1296.126220704	935.32775879
95570294	148	638.4730834961	 	917.590026856	736.433959961
95570299	148	571.6526489258	 	1029.77331543	784.254150391
95570326	141	523.4943847657	 	 	 
95570353	142	31.5875930786	 	36.370246887	23.060806274
95570376	150	419.8375549318	1640.84729004	578.509277344	477.59677124
95570480	143	557.4949951172	 	 	662.714538575
95570588	143	113.5241546631	180.527923584	161.044891358	123.481872559
95570592	148	1605.8952636719	 	 	 
95570621	141	94.069015503	 	159.995651245	127.970001221
95570789	143	1655.9278564454	 	 	1951.047973633
95571018	135	342.6444396973	571.050109864	423.107879639	372.354156494
95571100	136	440.4439697266	919.971252442	554.306030274	510.930084229
95571210	135	476.953704834	 	 	785.169311524
95571306	136	635.3095703125	1462.238525391	1668.771606446	979.153808594
95571316	135	501.2305908204	 	973.015197754	659.249267579
95571319	135	401.0808105469	950.90222168	692.148803711	424.937530518
95571378	140	157.4114685059	 	 	203.807952881
95571500	136	1204.3621826172	 	 	 
95571657	132	1276.8911132813	1923.59729004	2059.824707032	1488.827270508
95571669	134	953.388671875	2061.601074219	1447.080078125	1300.830688477
95571679	140	453.3391113282	 	 	 
95571819	135	187.0720672608	227.492828369	236.035186768	202.58569336
95571913	135	185.6155395508	330.372589112	270.817687988	212.299514771
95572073	120	642.1524658204	1623.204589844	933.01525879	836.737976075
95572102	116	941.3571166993	1270.192138672	1011.016845704	915.69140625
95572108	116	955.1380004883	974.369750977	1031.207275391	937.34552002
95572111	115	361.983001709	370.893066407	415.73815918	363.075195313
95572115	115	713.4247436524	994.423828125	1213.462524415	876.075805665
95572291	118	169.2760009766	360.711547852	284.928649903	250.854156494
95572297	118	337.6798706055	 	 	381.174591065
95572306	116	724.9140625	1136.148681641	759.43536377	751.86517334
95572318	115	711.1813964844	1012.504943848	874.000610352	757.194580079
95572322	111	618.628479004	 	 	954.347900391
95572329	111	574.3162841797	 	 	 
95572376	120	392.0142211915	562.937988282	498.306854248	521.604248047
95572386	113	201.1324157715	 	339.835021973	234.133605957
95572398	118	397.6042175293	 	 	 
95572402	116	914.0109863282	1325.547973633	1337.344360352	1214.808837891
95572405	116	2156.7458496094	2246.796386719	2321.332763672	2123.800048829
95572443	119	702.3900756836	 	 	 
95572804	116	1263.0855712891	 	1330.288330079	1260.236694336
95572847	119	332.5542297364	817.632019043	598.079833985	505.833770752
95572861	114	946.8112792969	 	 	1169.018676758
95572865	114	608.3757934571	 	 	746.724975586
95572872	120	496.5106506348	1152.950317383	1006.589538575	834.034667969
95572876	120	975.536315918	 	972.526916504	996.472167969
95572903	116	627.6055908204	857.475952149	728.889892579	770.465087891
95572917	115	1463.845703125	5065.453613282	4075.1796875	1768.930908204
95572918	115	2210.6416015625	 	 	1273.915771485
95572921	111	1260.3162841797	4440.264160157	2671.946289063	2718.654296875
95572925	111	249.2038116456	 	508.082061768	423.487731934
95572967	114	1080.6070556641	 	 	1272.428344727
95572984	113	131.7145996094	194.026412964	164.214630127	143.532989502
95572985	113	180.5812072754	235.073318482	194.884460449	167.925872803
95573193	188	370.5762329102	 	393.710662842	391.532928467
95573219	185	575.7131347657	2329.7421875	1719.143798829	1331.39453125
95573230	187	1039.3811035157	1363.10131836	1014.247924805	1020.095886231
95573233	187	778.1900024415	1191.3984375	896.165283204	847.271789551
95573293	188	2489.1083984375	 	4663.793457032	2938.815429688
95573294	188	2029.0819091797	 	 	 
95573333	187	797.6015625	1197.34765625	1110.032714844	863.908691407
95573407	186	1321.2437744141	4103.440917969	1799.806274415	1692.069091797
95573412	185	184.0128631592	1209.266479493	683.079345704	379.268615723
95573415	185	565.8104248047	2240.860839844	1212.942016602	872.31640625
95573618	185	695.6537475586	1000.349060059	810.361999512	759.518371583
95573917	185	355.199798584	 	 	745.485717774
95573921	181	806.5919799805	 	 	 
95573924	181	1578.9899902344	 	 	 
95573939	187	506.1376037598	 	 	 
95573945	189	447.4102478028	 	 	633.645080567
95573950	182	495.7750244141	1128.534301758	1207.725219727	787.7399292
95573951	182	617.7287597657	 	802.743164063	833.393798829
95573954	182	482.7055053711	675.035583497	627.335083008	655.220947266
95573956	182	162.5278167725	319.375091553	147.332595825	171.59161377
95573958	182	343.4916687012	 	280.977874756	246.259094238
95573991	188	836.4169921875	 	 	826.546997071
95573994	188	481.1028137208	1112.007324219	1090.127075197	823.212768555
95574031	167	580.7337036133	3733.406494141	808.092590333	770.412963868
95574295	168	1586.2785644532	3035.754394532	2590.819091797	1612.813232422
95574307	166	560.6021728516	 	 	 
95574333	167	981.7264404297	3112.373535157	1416.59350586	1044.579101563
95574408	166	496.2258605958	 	698.228820801	613.978149415
95574415	165	914.0208129883	1541.32409668	1957.634643555	1642.243041993
95574503	166	79.9566345216	94.200744629	70.331794739	77.472244263
95574529	161	1168.0474853516	 	1114.508422852	1025.388061524
95574591	168	450.406829834	610.774108887	724.164306641	538.535400391
95574604	166	203.3739624024	248.887878418	233.530929566	241.914611817
95574608	166	239.2719879151	418.314178467	292.579254151	288.999084473
95574614	165	458.5240783692	 	 	434.95614624
95574615	165	2353.6550292969	3958.05834961	2882.631347657	2539.167480469
95574733	167	810.9110107422	824.043762208	1116.355834961	968.160949708
95574745	169	345.6239013672	1935.139648438	1353.761108399	1236.304931641
95574790	168	1679.3336181641	2861.793945313	2916.162353516	1978.23791504
95574936	167	3723.9382324219	 	 	2467.445800782
95574937	167	2153.388671875	9703.818359375	2798.84765625	2249.622558594
95574944	169	678.8494262696	2833.671875	1244.9296875	823.795471192
95575018	125	768.9976806641	 	 	 
95575026	121	435.704284668	844.835998536	672.641723633	469.635742188
95575031	127	128.6258239747	684.585449219	614.415649415	429.142974854
95575062	124	466.3481140137	735.806030274	539.858581543	480.895599365
95575073	130	163.0993041993	233.544494629	221.68661499	206.331802368
95575081	123	602.1446533204	 	762.416381836	736.595214844
95575100	126	577.524597168	1693.017578125	1392.969726563	947.790161133
95575134	127	248.9393615723	1177.409545899	316.811035157	292.484283448
95575164	124	501.9662475586	 	 	643.0211792
95575166	124	1130.8074951172	896.11102295	661.546203614	629.960205079
95575181	123	614.4778442383	2732.392578125	1076.56994629	741.09954834
95575191	128	399.8081054688	 	 	 
95575203	126	372.6175537111	 	482.221008301	464.665557862
95575206	126	271.290588379	409.488220215	326.200653076	334.982788086
95575242	129	398.9347839356	 	 	 
95575243	129	123.9728546143	233.904891968	191.947601318	153.390304566
95575244	129	90.8211059571	155.285705567	131.685852051	113.491142273
95575245	129	299.1304016114	 	 	 
95575255	122	1372.6302490235	1932.180908204	1840.845703125	1678.572387696
95575294	128	479.1967163086	1247.680053711	1042.099853516	1152.670166016
95575309	126	451.5904541016	971.932128907	802.337768555	645.650390625
95575313	125	554.2133178711	 	 	 
95575319	125	265.15032959	376.809112549	264.422576904	281.52545166
95575331	127	918.5324707032	 	1589.69897461	1165.081420899
95575337	127	464.6150817872	 	613.293701172	593.008117676
95575379	130	429.6400756836	1053.178100586	901.183532715	846.478271485
95575386	123	572.2610473633	1193.40209961	988.051147461	856.118103028
95575461	124	412.8557434083	693.860229493	596.821838379	458.340576172
95575527	121	1283.6715087891	 	 	 
95575621	121	437.7228698731	636.588134766	630.83190918	562.492858887
95575628	121	573.0587768555	 	 	 
95575678	130	321.8836975098	462.451965332	357.815246582	350.485809326
95575825	121	535.8075561524	864.866882325	762.324645997	624.853393555
95575871	130	1211.3271484375	 	 	925.787536622
95575941	129	339.8302917481	456.322662354	298.208251953	259.260894776
95575946	129	335.019104004	872.744812012	673.62298584	673.672058106
95575982	123	1060.307006836	 	 	 
95575985	123	2286.0822753907	2503.746337891	2133.367675782	2256.668701172
95576034	177	744.7986450196	997.582946778	907.600402833	776.534545899
95576037	177	557.5684204102	825.963928223	960.450073243	872.635742188
95576039	177	551.883178711	709.101928711	962.279602051	931.41003418
95576064	174	271.5045776368	648.429016114	449.402862549	402.513793946
95576114	175	338.8832397461	533.609008789	422.604034424	411.152984619
95576115	175	799.6494750977	 	 	 
95576116	175	706.7791137696	 	 	923.347351075
95576178	180	885.5647583008	 	 	 
95576184	173	481.27243042	 	 	805.754150391
95576236	177	93.1446380616	 	 	 
95576262	174	468.5183715821	727.360839844	575.588928223	542.49609375
95576307	176	118.0513305665	575.173156739	179.647125244	164.915130615
95576323	171	700.9237670899	1327.723022461	913.919372559	729.113769532
95576363	174	358.659942627	549.592285157	598.067626954	514.21484375
95576414	175	774.1670532227	804.33959961	669.670043946	752.59161377
95576435	177	793.5720825196	1205.43725586	993.753601075	1019.984497071
95576471	180	483.9888000489	 	645.604431153	659.965332032
95576519	175	582.9659423829	 	929.212524415	895.922790528
95576586	173	1166.4538574219	 	 	1172.232543946
95576600	176	1176.8497314454	 	 	 
95576763	174	238.0567474366	480.664550782	392.989349365	406.087066651
95576814	175	504.8894653321	980.637023926	554.559020997	557.931091309
95576817	175	268.6991882325	263.091674805	249.306930542	225.075714111
95576832	177	891.9548950196	 	 	1038.554077149
95576841	179	440.4025878907	1304.510620118	574.998168946	525.017272949
95576852	172	402.6890869141	927.867553711	591.359863282	443.341461182
95576898	178	84.1049346924	137.457244873	118.769706726	116.596191406
95577054	192	1126.4406738282	 	 	 
95577061	194	1048.59375	 	2208.160888672	1522.958007813
95577124	191	449.3369445801	 	 	504.309326172
95577129	191	164.2400817872	 	189.5262146	170.796737671
95577169	194	1423.2471923829	 	 	 
95577185	193	674.8640747071	 	 	 
95577223	191	193.7020263672	 	 	199.065490723
95577228	191	81.6478195191	89.590461731	77.408096314	83.001655579
95577229	191	164.0638580323	 	 	170.021743775
95577285	193	294.1682739258	 	 	 
95577321	191	231.076538086	411.64352417	303.929229737	336.162658692
95577783	193	619.2645874024	 	830.04852295	967.352416993
95577862	194	153.9586181641	194.746017456	155.887557984	149.319610596
95577863	194	386.2649841309	 	 	537.214904785
95577923	191	251.2448425293	 	361.071380615	316.59475708
95577926	191	242.7697448731	404.884063721	312.825439453	258.62991333
95577986	193	561.5634765625	 	 	755.584472657
95578006	156	568.716369629	1030.682128908	706.922851563	782.07611084
95578046	159	88.7643737793	109.094497681	122.305404663	88.83821106
95578083	153	990.7626953125	1360.359497071	1368.567993165	1092.360473634
95578106	156	2019.5300292969	4091.429199219	3583.558837891	2367.600097657
95578109	156	374.7989196778	 	1230.750976563	1046.341064454
95578113	155	869.5743408204	922.271728516	730.316711426	791.062438965
95578126	151	784.3318481446	 	1746.19140625	1400.229003907
95578148	159	20.4785366058	28.331821442	48.447963715	58.022125244
95578195	158	548.7011108399	638.091674805	713.490966797	656.800048829
95578196	158	369.7859191895	563.53289795	470.812561035	402.317321778
95578206	156	500.8280029297	801.907409668	446.526367188	535.967041016
95578218	155	722.4478759766	711.777160645	722.39440918	793.333007813
95578413	155	631.1293945313	 	1055.697875977	860.143676758
95578425	151	2173.4069824219	 	 	 
95578486	153	263.82321167	 	283.925811768	278.000640869
95578685	153	457.1188964844	434.93460083	466.766998291	351.797119141
95578741	159	82.7592391968	137.13067627	113.798606873	100.091751099
95578886	153	192.7627716065	233.663421631	275.060668946	190.953567505
95578894	158	185.4882507325	348.529388428	270.308532715	232.694992066
95578948	159	85.5264892579	 	120.439872742	92.568000794
95578963	154	2048.9418945313	 	 	 
95578986	153	835.7559204102	 	 	 
95579175	110	723.1699829102	1579.626342774	1371.562988282	1027.080444336
95579178	110	1656.9765625	2299.506835938	2107.653564454	2145.349121094
95579232	107	310.1836853028	506.310180664	453.380096436	408.238830567
95579237	107	638.0228271485	1212.671020508	978.723632813	907.632080079
95579245	109	2077.3542480469	 	 	 
95579263	104	385.9008178711	443.640716553	397.876678467	422.552215576
95579266	104	311.3070373536	 	410.472930908	332.405395508
95579276	110	2136.0502929688	2816.036132813	2966.645751954	2647.13256836
95579291	108	300.0729980469	 	 	364.182281494
95579292	108	679.8848266602	 	 	724.56225586
95579293	108	629.6135864258	1028.982177735	1158.737182618	877.780212403
95579374	110	778.1739501954	 	 	1020.491455079
95579936	107	384.4611511231	685.458374024	525.183227539	440.71472168
95579937	107	586.3479614258	749.972473145	741.158447266	866.421020508
95579941	109	809.6251220704	2714.069580079	1645.822875977	1306.279418946
95579943	109	543.5528564454	567.307128907	425.685180664	440.459564209
95579947	109	143.4823608399	187.366699219	177.155471802	185.016738892
95579960	104	1143.9282226563	1592.405029297	1084.73803711	1112.885009766
95579963	104	353.7845153809	 	 	396.721221924
95579966	104	572.1940307618	 	 	487.928314209
95579982	103	620.7536010743	733.934875489	633.483215333	676.434936524
95579986	103	657.3446655274	998.03869629	928.778198243	731.682922364
95579989	103	697.4523925782	1096.151245118	743.598754883	632.356018067
95579994	108	899.3482666016	2233.521484375	1783.412963868	1416.879150391
95593302	186	1376.1080322266	3621.556152344	1790.529052735	1575.660400391
95614178	370	427.1802368165	1429.508178711	963.428649903	591.028686524
95619065	304	710.9771118165	 	 	1216.485473633
95619165	304	439.5781555176	529.332519532	423.233978272	449.746429444
95619167	304	2500.2744140625	 	2293.604736329	1418.921142579
95619962	304	894.7384643555	1230.593994141	1806.5859375	849.132324219
95624976	370	893.0522460938	1331.174560547	1118.909057618	952.992431641
95676729	371	1076.3719482422	 	 	 
95678073	360	1579.162475586	 	 	 
95678077	360	862.9968261719	1062.540649415	1021.836608887	1069.986816408
95678275	360	399.5739440918	425.635009766	411.270935059	449.590179444
95678870	360	1075.0972900391	 	 	1699.174072266
95710081	243	836.367553711	989.990966797	874.924377442	767.346801758
95710117	245	1088.916015625	1327.285400391	1312.471923829	1203.105957032
95710158	242	1195.0123291016	1561.52697754	1338.315185547	1267.361083985
95710214	245	2507.9033203125	 	 	 
95710236	247	1671.8858642579	3765.965576172	2299.235351563	1771.576171875
95710254	242	671.1880493165	1705.967285157	1140.071777344	961.908569336
95710489	243	2003.4318847657	 	 	3176.924804688
95710552	242	755.2072753907	1559.127563477	945.334594727	917.746826172
95710589	243	815.4142456055	 	1239.46838379	900.575805665
95710953	242	1087.1010742188	 	 	1575.428100586
95710977	250	1301.8432617188	2021.967407227	1744.459228516	1216.938964844
95711267	234	506.2297363282	748.856811524	598.465393067	569.094848633
95711366	234	1105.578491211	1290.520507813	1169.275268555	1074.408813477
95711369	234	1488.0997314454	1225.15222168	1033.01538086	1005.392639161
95711964	234	2579.4887695313	2975.021240235	2110.010009767	1847.302612305
95711978	240	488.0328674317	1981.840454102	1653.772949219	1016.53894043
95712176	220	1760.0993652344	3176.181640625	2116.308105469	2035.5625
95712214	215	1489.4813232422	 	 	1616.927368165
95712215	215	2893.8449707032	 	 	 
95712290	218	1256.8625488282	1712.072509766	1271.884277344	1057.327270509
95712297	218	448.4624328614	1443.773925782	891.793334961	807.596740723
95712312	215	1024.9475097657	1541.364624024	1965.200317383	1195.471557618
95712317	215	883.1314697266	1255.428466797	992.184814454	1013.037841797
95712342	219	1420.2287597657	1364.845214844	1701.53881836	1314.059570313
95712398	218	557.6688842774	830.536315918	737.057556153	718.35534668
95712913	215	964.9838256836	1537.361694336	1930.462158204	1168.412963868
95712917	215	1525.0510253907	1462.832519532	1476.833496094	1349.970214844
95712945	219	512.4721679688	 	550.86291504	387.210571289
95712949	219	4163.2919921875	 	 	4487.843261719
95713007	286	1657.9735107422	 	 	 
95713235	287	1107.0522460938	 	 	1083.215454102
95713308	286	720.2728881836	1632.239257813	1146.042114258	985.200134278
95713335	287	354.3071289063	724.610351563	661.262939454	435.372253418
95713806	286	92.7494506836	136.590881348	163.215988159	117.863395691
95714020	261	1239.5802001954	 	1851.084106446	1849.630981446
95714098	268	430.1420898438	841.289916993	711.960083008	528.890014649
95714230	267	682.1567382813	773.121704102	977.446655274	859.432922364
95714281	263	1814.8479003907	2238.242919922	1995.202148438	1783.701660157
95714322	261	1063.8154296875	1101.021484375	1193.339233399	1202.55859375
95714334	267	1053.9741210938	903.028442383	955.752929688	967.286071778
95714890	268	729.220703125	663.234375	962.030273438	779.108337403
95714891	268	2677.68359375	2868.012207032	3051.596435547	2444.607910157
95714924	261	1314.7912597657	1676.704345704	1242.841308594	1053.947998047
95715028	221	1740.6583251954	 	2275.703857422	1992.611816407
95715323	221	1299.0622558594	2395.324462891	1495.56225586	1471.10913086
95715358	222	836.2199707032	1200.61315918	1000.932678223	1011.653015137
95715359	222	238.2585449219	989.812316895	405.541778565	341.408996582
95715368	224	1356.5052490235	2173.953125	1797.408081055	1645.17163086
95715393	228	472.9276428223	1211.516967774	895.5368042	767.660278321
95715395	228	882.7052001954	1519.828125	1255.799682618	1254.918212891
95715924	221	1230.6610107422	 	 	 
95715935	227	1172.4899902344	1927.486572266	1045.745361329	1030.341064454
95715937	227	1594.1790771485	1742.058105469	1857.345947266	1787.205444336
95715951	222	471.0826721192	 	 	667.948425293
95715952	222	1169.3275146485	1242.803466797	1555.197875977	1000.003845215
95715986	223	544.2822265625	 	651.138977051	627.571289063
95715988	223	742.530456543	725.192810059	723.167297364	677.234619141
95716028	271	1063.7142333985	390.728149414	435.842437744	342.211547852
95716057	272	1447.7028808594	 	 	1003.908386231
95716130	277	1311.7403564454	1266.262817383	1430.143188477	1155.191772461
95716150	272	1472.1455078125	2383.473144532	1323.417358399	1420.567138672
95716191	278	84.8863143921	127.022529602	128.875259399	108.372070313
95716211	275	1295.0080566407	1399.033813477	1398.561645508	1401.427856446
95716214	275	700.3678588868	 	1830.784545899	1275.229492188
95716234	277	1445.0864257813	 	 	 
95716238	277	1895.9266357422	 	 	 
95716292	278	461.2218933106	 	 	 
95716318	275	620.9104614258	 	 	584.471923829
95716826	271	560.2157592774	 	 	1163.846801758
95716862	274	619.6980590821	1252.424560547	1342.72253418	1196.625
95716882	273	1774.4350585938	2163.143554689	2048.56640625	1745.731445313
95716891	278	136.3316345215	257.863769531	194.947738648	162.275894165
95716901	276	671.0465087891	1568.156982422	1179.310180665	1024.907958985
95716903	276	1224.0510253907	2279.625488282	1438.706054688	1290.935913086
95716904	276	906.1832275391	909.929504395	964.707946778	952.600158692
95716906	276	631.0057373047	1860.908569336	1314.46838379	1164.755126954
95716932	277	90.2837142945	195.073104859	172.379440308	145.811920166
95716953	272	777.3933105469	 	 	560.17565918
95716970	280	154.2790069582	222.05444336	212.088897705	188.083633423
95716973	280	161.340713501	153.14642334	161.656570435	146.764160156
95716975	280	126.9988555909	168.666244507	162.179626465	115.931732178
95716976	280	130.5078125	192.584579468	185.689025879	172.721466065
95717068	294	1544.9890136719	 	 	2096.739013672
95717168	294	1095.0825195313	1988.224243165	1220.410888672	1289.454101563
95717268	294	1613.9294433594	1498.32397461	1741.185668946	1668.225341797
95717362	294	886.7151489258	1700.993774415	1293.697631836	1337.428955079
95717364	294	226.3964691163	1065.619140625	573.50567627	499.015960694
95717861	294	1088.3780517579	2835.563964844	2167.224365235	1713.903442383
95717912	295	1326.3953857422	 	 	1665.05822754
95717914	295	576.2133178711	541.120422364	606.920837403	676.9430542
95717916	295	1081.4017333985	1585.572753907	1503.447021485	1223.703491211
95717919	295	2345.4387207032	2108.283935547	2469.700195313	2552.971435547
95717951	292	723.1989746094	834.365905762	839.706726075	841.8258667
95717957	292	597.5607299805	1187.25	1340.075317383	943.211303711
95718107	256	722.5399169922	1269.199951172	776.352783204	975.620910645
95718187	253	146.1532440186	192.379623413	185.856842041	172.025268555
95718215	255	738.4356689454	913.646545411	628.029602051	615.696899415
95718296	258	1166.6407470704	1528.750488282	1272.789916993	1193.54675293
95718387	253	148.2756500245	260.447387695	238.783691406	186.42225647
95718482	253	46.8843269348	 	94.307022095	70.907737732
95718486	253	147.9077758791	195.789901734	160.438156128	158.87953186
95718821	251	1841.2607421875	 	 	2840.845947266
95718886	253	716.8366088868	926.507141114	1225.949584961	858.616516114
95718900	256	495.1083374024	754.755371094	982.585327149	715.652893067
95718908	256	315.2966918946	488.009277344	458.81829834	419.124481201
95718925	251	1042.0992431641	1721.595825196	2201.271728516	1329.713500977
95718926	251	371.6265563965	1269.959472657	1011.036743165	628.098266602
95718971	260	1665.2341308594	2456.543457032	2949.926513672	2162.892333985
95719270	210	1735.6723632813	1971.491577149	2008.410522461	2097.96069336
95719279	210	1654.5512695313	1356.135009766	2131.891357422	2263.848876954
95719930	207	173.7755432129	343.58581543	219.876571655	233.488204956
95719937	207	421.9303283693	879.188110352	489.109466553	518.479003907
95719975	210	2954.8078613282	2508.903320313	3904.146728516	3911.630859375
96316353	472	2063.0461425782	 	 	 
96374972	470	467.5808715821	817.872497559	981.670776368	735.039916993
96374974	470	613.8164672852	1026.30419922	794.141479493	791.391723633
96374976	470	458.3540039063	669.787597657	543.297607422	513.055908203
96500056	142	540.5697021485	 	 	 
96500070	150	535.512878418	911.749694825	821.813232422	864.012573243
96500221	141	173.5319824219	415.835510254	239.19631958	238.939819336
96500282	143	464.4371032715	1934.796142579	773.809997559	541.502380371
96500381	143	1787.0070800782	3178.803466797	2326.06616211	2054.655761719
96500655	142	493.5929260254	574.533203125	496.519744873	466.450408936
96500870	150	2010.8911132813	3232.640625	2299.575927735	1821.231933594
96500920	141	810.313659668	1109.682250977	1137.33557129	848.799255372
96500928	141	351.7977905275	 	 	574.634521485
96500981	143	1662.2708740235	 	2762.833251954	2207.711181641
96501251	132	2122.03125	2042.729248047	2451.135498047	1934.486450196
96501966	134	758.7234497071	3240.860107422	1575.836303711	1147.270874024
96503800	186	564.7611694336	1075.616210938	1140.640136719	805.852172852
96503834	187	767.4493408204	1163.480834961	1043.674804688	936.793579102
96503930	187	385.0736389161	 	 	666.626037598
96504102	166	32.4807472229	57.448959351	31.592777252	25.274372101
96504204	166	58.3729820252	155.098495484	93.96421814	76.908821106
96504341	169	428.8610229493	1576.655517579	1336.177124024	917.46850586
96504509	166	870.044494629	 	2367.229492188	1581.65979004
96504821	161	496.1522216797	591.905578614	495.029876709	488.675567627
96504949	169	1042.7961425782	 	 	1024.002929688
96506041	179	276.1766357422	 	 	 
96506122	171	1019.0103759766	 	1554.276367188	1633.142944336
96506274	180	779.8880615235	978.111694336	999.778503418	781.762145997
96506282	173	1010.5507202149	1253.850952149	1254.022338868	1307.180175782
96506342	179	480.6972351075	741.512145997	498.010894776	487.194976807
96506359	172	332.3848571778	 	943.56604004	596.518127442
96506449	179	503.2671813965	1011.236328125	1190.288208008	883.999145508
96506571	180	1505.6689453125	 	 	 
96506692	178	674.2219848633	1547.728759766	1222.776611329	981.634033204
96506722	171	649.4382324219	961.930236817	795.337219239	667.552612305
96506790	178	15.2017621994	 	22.601745605	19.53578186
96506942	179	408.550567627	572.254150391	473.094696045	467.32623291
96506955	172	1201.1784667969	 	 	 
96506962	174	391.0331115723	 	 	511.977020264
96506967	174	524.2467651368	662.328918458	523.52319336	554.136047364
96507982	193	702.1070556641	 	 	907.033569336
96508135	157	1165.123046875	1432.910644532	1144.211303711	990.607482911
96508532	157	973.4996948243	1822.421875	1457.703125	980.411132813
96508834	157	635.2084960938	2646.965087891	1034.57800293	718.346618653
96508876	160	1990.033569336	3625.799072266	2822.175048829	2636.832519532
96540219	145	600.5517578125	 	1339.146240235	1204.174316407
96544206	166	284.4071655275	848.681823731	599.662231446	426.677734375
96544208	166	132.6470184327	 	201.120925903	178.437713623
96544308	166	41.1963539124	37.905345917	41.270839691	41.620410919
96546225	171	388.6961669922	 	 	485.668151856
96546276	180	743.0291748047	 	 	773.411499024
96546779	180	751.2407836915	 	959.913635254	863.514831543
