AID	PTWGT3	PTWGT3_2
94504188	8277.961122247	7725.575711609
94504223	1631.631346071	1262.14488078
94504325	7542.642923531	6896.436083201
94504708	1712.105782214	1716.957822678
94504728	 	8137.668651121
94504828	 	8137.668651121
94504991	9454.515040982	8236.260727047
94504994	8204.353206248	11645.823141278
94506051	 	1414.134391216
94506190	 	1350.043878936
94506247	 	3209.828985001
94506254	6232.1187	5972.3767
94506271	5570.472637222	5018.254354306
94506321	4410.140618389	4106.066392403
94506340	2171.771763411	2149.19180699
94506342	3601.968192094	3562.33250188
94506376	6071.223980032	5489.018056092
94506933	4454.802863594	4086.145660319
94506999	5620.113297282	5515.161761833
94508068	1543.195594755	1283.336320239
94508165	9216.263193297	8982.17511968
94508237	9255.657618187	6842.849726379
94508423	6961.105669469	6879.196069049
94508567	5933.049112281	5040.097212697
94508662	5738.042371161	5550.465987693
94508679	 	22528.231619388
94508733	8158.174904097	5993.327227628
94540311	7402.23303672	6701.751474342
94543807	4447.378794492	4084.889679845
94543907	10430.191624666	9485.962451534
94544304	9864.310160424	9455.648549014
94546874	5924.272977109	5275.741024574
94548379	 	17002.534929103
94548977	16894.835220544	16193.811983483
94570029	3478.06420288	3749.865130546
94570078	 	9961.326115532
94570083	1536.975804934	1372.070055758
94570097	6010.356154615	4671.798082186
94570151	7450.634286634	6596.181574483
94570199	7235.143554881	5732.826563045
94570220	2941.470790809	2995.083525091
94570320	 	3749.865130546
94570384	11661.122393184	11215.222919696
94570476	 	6799.002628301
94570479	12245.902242362	11733.192986808
94570493	 	7157.803900786
94570526	 	6706.169636366
94570620	3440.148937127	3478.237630123
94570694	7864.901490045	5927.111636653
94570696	6137.815532435	4671.439725546
94570699	7633.60902639	6270.964416988
94570851	5731.346770475	5233.474201872
94570914	 	887.436157911
94570920	3281.742808491	3217.645267455
94570921	3102.783345492	2984.400052586
94571009	2865.37193458	2471.996959699
94571010	3451.515000694	3400.575420372
94571015	 	4100.201616305
94571074	2775.890862382	2677.255410329
94571100	 	3711.004841533
94571176	 	2865.042598173
94571279	8727.724528457	7126.897343968
94571310	3368.449176782	3189.111040728
94571364	8038.130073416	6801.346172666
94571367	9464.868667605	8625.756861288
94571468	6895.028187474	6395.143815447
94571502	2999.802573027	2634.877843814
94571818	3862.896436321	3705.263176677
94571870	2992.508748831	2548.025229615
94571903	 	3426.834904699
94571906	2711.015311727	2494.963255859
94571910	4168.314869554	3922.086847416
94571971	11516.086423858	9177.788307175
94572040	2222.419667809	1840.326830222
94572046	7530.940866705	6442.735407589
94572066	5441.155964775	5022.25958616
94572104	 	6312.402985723
94572160	 	7680.19336114
94572194	4269.126726002	4159.708472109
94572208	5941.889126031	5142.901870811
94572216	 	5576.874037159
94572220	3418.170599902	3061.983065188
94572227	2771.658941001	2557.311510315
94572263	3913.434622781	3760.755101001
94572285	2332.196890014	1675.675491134
94572288	1074.574260581	889.826457835
94572308	6354.627078941	5403.7616745
94572312	5532.903436077	5504.502839575
94572318	5182.316228994	5081.412259311
94572326	2623.717504826	2297.406012901
94572343	 	5502.37151381
94572380	1678.924291092	1459.948434368
94572385	1890.51910279	1500.581720319
94572396	2342.447030308	2538.722698353
94572560	 	5234.88116394
94572567	4188.559833818	3968.241498084
94572661	7682.468345111	7713.327359925
94572667	5367.143457664	5191.800119963
94572878	6573.50867651	6256.82026507
94572912	3811.303373034	3777.627969974
94572918	 	5528.250443551
94572929	5669.378931498	5294.862247701
94572981	2509.567864952	2323.353285748
94572984	 	996.484308866
94572988	2009.799638295	1851.180982113
94572989	2009.799638295	1851.180982113
94573418	4130.020980826	3746.858600414
94573439	 	600.579981633
94573497	7044.518093363	6117.807443584
94573690	 	7330.209163513
94573691	 	6303.615253835
94573693	 	7066.09496999
94573699	8482.47151548	7366.096991287
94573951	 	5604.42669482
94573955	5834.69186362	5017.386184544
94573957	5211.123758154	4153.899544899
94574031	6186.425317773	6081.046869193
94574105	 	1062.383239895
94574118	16164.083438878	13879.256051964
94574119	 	5061.074968654
94574128	7831.380792522	7183.72661465
94574135	17562.481353711	14514.500765223
94574140	5193.421217637	4738.488129009
94574235	2166.60776286	1900.576755665
94574237	 	6033.638353214
94574241	 	4924.681697079
94574281	 	9533.282640466
94574310	 	4571.906749231
94574412	12156.472565487	10572.929891221
94574414	5132.446217502	4581.815209806
94574494	7229.430795166	6152.09936193
94574536	 	10180.620310809
94574729	 	8137.668651121
94574743	 	1214.051251879
94574802	1315.551700157	1177.721059388
94574815	5727.087065528	4773.339957669
94574830	 	5471.774985686
94575006	4321.876597764	4088.558742525
94575026	1831.183086287	1826.051523676
94575029	1367.258075945	1277.5506873
94575068	6267.119947959	5590.045728809
94575116	6456.60303999	5852.539218754
94575130	 	5884.630382576
94575152	4614.373053544	4344.538111091
94575172	 	7272.551520579
94575194	6743.017170786	6104.156181303
94575195	6743.017170786	6104.156181303
94575211	4349.110688176	4062.62194982
94575228	5813.049014786	5796.759187223
94575231	 	7873.644421066
94575247	1928.096595492	1677.206940447
94575261	6330.860455412	5410.347465494
94575263	3121.31896042	2060.57248509
94575278	1293.61840379	835.348573279
94575308	5021.50648502	4379.52226075
94575320	2526.126812711	2578.74392198
94575387	5594.567867947	5345.325336313
94575393	2425.180418231	2159.425101861
94575425	7495.717440494	6779.698853376
94575463	5023.496249573	4728.793901841
94575622	2029.798268127	1852.298535531
94575838	 	5884.630382576
94575868	5066.660168559	4592.635911516
94575872	 	7272.551520579
94575876	 	10473.283101589
94575920	5895.927956072	5648.062730353
94575940	1370.849624336	1115.76290678
94575941	1840.321057083	1530.010936818
94575943	1149.820881475	1003.910817167
94575945	2005.152402817	1734.544443436
94575948	2062.967963145	1793.608148142
94575955	2583.844377314	2185.021219791
94575966	5480.915814679	5174.022790349
94575985	3267.185300999	2762.886756814
94575991	2425.339645209	2111.07912491
94576007	4259.948183999	4026.981041148
94576024	 	4873.783198373
94576105	6526.55020011	5979.960792028
94576154	8194.667818548	6849.889345779
94576216	3745.641366081	3473.993373862
94576232	 	4537.601383023
94576254	6107.301403959	5164.327482944
94576281	6892.564232309	6243.382979266
94576285	4214.825280757	4585.402244354
94576292	 	7389.658766378
94576344	2290.537289333	2247.763147225
94576352	 	4825.326980675
94576357	 	5424.91157965
94576395	5679.791185353	5871.289943051
94576411	5444.085202053	5025.018613751
94576432	5201.839321404	4833.901173922
94576537	4238.163513942	3920.223849437
94576615	5301.209316181	5274.217596541
94576646	 	2582.039105393
94576659	 	4825.326980675
94576661	4437.786235892	4099.368172689
94576685	4686.20913945	4477.718522128
94576706	 	3325.17544451
94576844	3051.121157729	3103.238838384
94576985	5469.122283831	5371.221124408
94576986	 	4805.388912997
94577061	6830.6918808	7003.425144007
94577082	6045.552355186	5830.736209632
94577084	 	2720.018866139
94577128	1133.645701875	1557.569205515
94577181	5396.743460416	5690.835319558
94577229	3299.338504084	4091.074039414
94577264	6639.258816609	6772.801618427
94577361	6406.837755947	7777.716916518
94577452	7387.620934846	7152.421699226
94577781	9210.519567766	10120.026504041
94577921	2308.417610569	2913.415528559
94577924	3299.338504084	4091.074039414
94577981	7586.785782618	8124.863972287
94578088	 	6656.879558532
94578096	 	6317.774795285
94578101	 	1871.758283919
94578110	9698.423983299	7299.389410205
94578117	 	3199.771561363
94578142	5661.534169766	5083.548421366
94578149	7588.714278215	7063.377414877
94578194	 	5377.066250251
94578218	6322.83924759	5689.634128135
94578383	4838.560837855	4292.045943274
94578410	 	6805.793487734
94578421	 	8261.744378121
94578490	 	9147.108356551
94578527	12066.599279592	11561.396959357
94578587	9476.019642934	5461.000650814
94578643	 	5933.078957811
94578780	1820.068943965	1567.509998384
94578804	8040.925351973	7143.541947979
94578874	16666.018101871	15339.251648129
94578881	 	1952.69558925
94578890	 	9146.406715136
94578899	5586.753794761	5080.76086761
94578910	6792.909632111	4499.794094201
94578921	9580.111322921	8866.712319282
94578943	7588.714278215	7063.377414877
94578966	1346.830821967	1155.649772456
94579176	15426.792459779	14239.704238395
94579231	5909.069498181	5853.285983577
94579232	 	5983.993667191
94579262	 	3435.432706765
94579290	 	6008.959845701
94579291	5203.367837675	4559.667430571
94579292	6563.464014157	5615.009202476
94579294	5297.797119932	4681.369114879
94579296	5356.458106141	4714.770877046
94579375	12251.596329132	12086.371833874
94579941	3866.408698083	3207.897949813
94579944	4017.189005748	3120.944232005
94579945	 	3861.2618517
94579946	5194.697706498	4216.988503682
94579962	3183.40965561	3322.415953864
94579997	5295.788632023	4588.777442851
94579998	 	6008.498920245
94590253	5955.832194443	5779.845565806
94593905	5203.092212317	4839.905236522
94614472	 	4668.331168992
94614679	8321.967738246	6776.3887232
94614976	8321.967738246	6776.3887232
94619063	7664.413808882	7114.07070065
94619167	7614.476999941	7371.801780311
94619262	7614.476999941	7371.801780311
94619266	 	11441.983681804
94619369	7664.413808882	7114.07070065
94619466	8224.044216929	7437.025636566
94619467	7614.476999941	7371.801780311
94619469	8293.27611257	7859.714081867
94619867	5433.151438915	5000.843130858
94619869	7664.413808882	7114.07070065
94619963	8224.044216929	7437.025636566
94619964	8669.283535141	8341.301473249
94636354	5716.069221749	5520.222119627
94676322	1011.871731416	1051.460666647
94676728	9007.535946506	8062.375526555
94676929	5065.582588237	4642.019011433
94678273	7288.509962014	7164.471857071
94678379	6709.43777801	6341.76135468
94710033	11219.331940181	10756.881122593
94710238	10443.602008909	9869.329981254
94710239	7734.122904383	7391.468103594
94710376	12089.384997133	11477.384590843
94710389	5392.449835164	4595.59305862
94710390	8644.636183532	8207.019203096
94710450	8234.292525365	8238.145112938
94710871	17006.75172747	15965.326859922
94710883	9863.996522133	9426.979195923
94710937	7734.122904383	7391.468103594
94710974	1487.065673095	1326.859951137
94710989	 	9472.65241005
94710994	11463.793364486	10918.596497349
94710999	11463.793364486	10918.596497349
94711176	1313.718572821	1237.809013436
94711177	9584.537024071	8933.852202741
94711266	4403.03286899	4178.445729445
94711862	 	4731.152786324
94711973	 	1987.31170095
94711974	4668.715309548	4320.225161569
94712047	7868.273236643	7174.707533334
94712211	8766.017557223	7325.147456406
94712218	8766.017557223	7325.147456406
94712341	13667.01892296	12322.995325074
94712396	3225.803932101	3133.005528128
94712917	9021.467521667	7741.38386813
94712942	10900.912278226	9972.116623811
94712990	3984.852987914	3887.494252448
94712991	5233.504742833	5099.358599606
94713936	 	7111.797614218
94714020	7075.90842957	6983.135684659
94714022	9559.039189698	9328.251188979
94714085	 	7877.954588231
94714088	7943.858357029	6619.309296724
94714117	20475.735623826	19420.322417689
94714180	9074.671807648	7454.375082889
94714242	7707.347773939	7502.169611372
94714244	4669.817546747	4707.869588546
94714245	6167.022055469	6070.713116025
94714310	25262.114672525	25815.909013754
94714394	9729.209626823	10155.346346938
94714398	12412.396054616	12811.220896825
94714934	13573.76126945	14009.902099133
94715025	5736.924423014	5302.351250495
94715123	6508.687159203	6053.931551802
94715254	3310.85051991	3147.835304562
94715257	1100.858076839	1022.703844221
94715393	 	4942.743678
94715922	3555.973904178	3458.7296427
94715954	4420.315471528	4102.171612952
94715955	3310.85051991	3147.835304562
94715980	3341.478429966	3271.511985999
94715981	3341.478429966	3271.511985999
94715982	3341.478429966	3271.511985999
94715987	3341.478429966	3271.511985999
94716011	5434.990214893	5123.913150568
94716068	 	4802.402846407
94716217	6729.3346673	6194.622058714
94716265	7454.17364659	6785.157219792
94716281	9089.946926561	8559.133973248
94716293	2712.18458645	2767.376545175
94716315	6729.3346673	6194.622058714
94716627	6805.051007454	6623.893069965
94716663	4437.823914971	4085.194731985
94716893	7034.34966947	6482.008186798
94716975	613.709315732	559.466333003
94716976	641.408712905	593.260837606
94717262	9110.452264171	7183.023022282
94717461	9548.299074888	9257.783908487
94718027	12271.357115301	11650.144745696
94718105	 	4220.685516091
94718180	 	1808.396882178
94718194	6176.583170307	5765.476687611
94718211	1474.732423314	1641.012981662
94718249	4590.367965109	4631.465537154
94718273	7079.37777691	6533.579345554
94718277	8542.759717343	7874.441246914
94718284	8273.143670634	8451.231730157
94718329	14616.330853039	13938.349548649
94718342	8681.232676561	8242.011708523
94718485	6034.888449187	6152.794933284
94718944	7116.979195707	6833.28931096
94718971	8195.625159539	6840.848772068
94718987	7292.161816696	7402.0326707
94718998	5791.057457432	5354.036709377
94719270	8111.402949108	8085.332786996
94719279	8111.402949108	8085.332786996
94719932	2328.108616054	2380.490693108
94719933	 	2101.377210852
94719935	3305.970158265	3430.721693295
94719978	8111.402949108	8085.332786996
95316359	5536.674019542	5047.312028414
95316851	7204.41886798	6494.233106961
95374971	3311.194753723	3126.272899801
95374972	3842.539450367	3547.62178917
95374973	3842.539450367	3547.62178917
95374975	3058.19781745	2826.95618086
95500036	6917.783778635	5910.717223777
95500235	 	6614.292025175
95500280	7876.242517941	6912.722836856
95500710	8158.162753781	7631.335740862
95500839	 	7341.174361763
95501960	7094.703313624	6529.954383947
95504188	8826.238010891	8362.826646248
95504481	9039.047798345	8049.397616055
95504484	9164.787793453	8376.999631205
95504487	9464.921201125	7441.740203069
95504608	 	905.29275501
95504620	8059.594565988	7591.92707842
95504707	1581.211121225	1156.869137632
95504902	1371.273313679	1355.66442066
95504947	5437.089671631	5002.654929865
95506022	6589.323669417	5699.426109367
95506124	 	4457.053592855
95506154	 	7343.099647609
95506174	5733.921892473	4990.955747167
95506181	6795.412214736	6516.414573563
95506202	 	4337.947703188
95506230	 	1815.979744354
95506309	4896.001561502	4451.273874263
95506395	683.488269642	594.926154027
95506426	 	4873.783198373
95506482	 	6800.315906635
95506680	4649.06176673	4805.388912997
95506684	4214.825280757	4585.402244354
95506926	6060.53277797	5549.512452811
95507059	 	5029.60205451
95507158	 	5625.304897869
95507311	8472.779759261	8097.174456314
95507914	7423.64868219	7493.98890145
95508034	 	3864.518446499
95508271	20299.333414164	18023.649066142
95508323	1293.84474855	1223.256621606
95508339	 	511.195335827
95508931	 	4781.845256359
95508984	6184.030601817	5137.020824572
95540910	931.006378095	887.504235133
95543606	11004.619926208	10376.405485196
95544983	9179.03887758	8319.849698315
95548074	22052.819319179	19076.543241747
95548969	5708.909636831	5962.565791729
95570097	7325.890121975	6274.330840866
95570123	2673.368123696	2681.224465681
95570294	 	4850.6711441
95570326	3478.06420288	3749.865130546
95570353	 	756.011755943
95570450	6643.020901186	6508.629802916
95570588	1354.036784987	1290.767984848
95570621	 	840.06253715
95570692	6010.356154615	4671.798082186
95570852	 	6596.181574483
95571018	3368.449176782	3189.111040728
95571100	5395.407996485	4546.43220119
95571112	 	4100.201616305
95571160	6231.799440158	5633.632217891
95571204	2948.351073598	2524.10701775
95571306	4027.817259399	3655.711618737
95571316	 	3385.967630946
95571319	4168.314869554	3922.086847416
95571601	4492.343792057	3599.700428808
95571657	13478.935019646	11837.598291642
95571669	7160.784987787	6328.413761198
95571679	3281.548295753	3294.683699117
95571708	2823.13481048	2453.749163589
95571819	3663.487003755	3297.555870033
95571877	 	5278.045995243
95571913	4691.153111113	4148.580552373
95572078	6451.542525689	6402.102252623
95572102	5988.301695828	5336.746360491
95572107	 	5864.942474715
95572108	7684.984272196	6953.218287996
95572111	5762.670419928	5246.714841547
95572115	4486.574008346	4514.716574889
95572206	6174.690803887	5113.213833504
95572227	5948.845533525	5360.130080156
95572285	2242.578262445	2058.898814754
95572289	1788.09336285	1732.044888196
95572291	2561.430961568	2561.200095052
95572306	6011.421988903	5603.479112431
95572316	 	7559.22867928
95572318	3811.303373034	3777.627969974
95572376	7010.706594839	6306.547429393
95572386	 	1249.05400387
95572398	4269.126726002	4159.708472109
95572402	6719.427205078	5864.942474715
95572405	5551.596623448	4873.996316489
95572443	5514.474795307	4508.254308953
95572804	 	6312.402985723
95572847	7943.152224004	6248.539973273
95572876	 	4907.975816837
95572903	6011.421988903	5603.479112431
95572925	 	2408.878283713
95572927	 	2586.879819142
95572981	1175.482779017	1175.20832444
95572982	1984.620174772	1799.521191825
95572984	1082.900150774	1038.98000462
95572985	1267.233703215	1128.730498558
95573031	9572.531510089	8917.843831365
95573193	 	6304.098818328
95573219	5738.697145708	5334.203284416
95573233	5088.444357227	4773.183982426
95573293	 	11863.77510199
95573294	7973.870928139	6515.883626618
95573333	7739.313187123	7297.503340946
95573407	6314.420020471	6254.56731069
95573415	4247.979428952	3672.124724244
95573618	3728.743186067	3470.189931307
95573939	 	4559.841857753
95573950	4342.084735471	3618.112670302
95573951	 	5628.605391705
95573954	4497.121356349	3691.037087072
95573956	5211.123758154	4153.899544899
95573957	4868.831519155	3936.705694466
95573958	 	4153.899544899
95573994	7432.485132625	6692.083279828
95574031	6683.240330694	6033.638353214
95574234	6186.425317773	6081.046869193
95574295	11274.714489918	9868.089408133
95574333	6491.793199222	5773.660869488
95574408	 	1533.639966699
95574415	5814.986400446	5343.454958176
95574502	1191.60915344	905.29275501
95574503	1373.390504021	1062.383239895
95574529	 	6640.965317615
95574591	8810.627124161	7772.083102887
95574604	1418.807202603	1404.384718282
95574608	1361.154052195	1220.046372095
95574615	5757.53180223	5489.067234528
95574617	4795.321906342	4342.247045811
95574790	7767.286077214	8170.928781751
95574804	 	2104.010343606
95574839	 	10263.504368147
95574998	8169.978541642	7718.373279264
95575014	 	7030.189421416
95575018	5431.95766115	4677.966932278
95575026	2937.503079791	2837.160984667
95575029	9036.413720447	7670.473766227
95575031	4235.213066856	3627.6204265
95575062	6267.119947959	5590.045728809
95575073	3289.932190396	2923.294473907
95575081	 	3185.8149752
95575100	4022.762078299	3945.183545389
95575122	 	6197.53568455
95575134	5889.922076363	4853.210818647
95575153	8286.045684258	7297.432101589
95575166	5066.660168559	4592.635911516
95575203	 	2939.301012387
95575206	4022.762078299	3945.183545389
95575211	4116.731011895	3632.617030266
95575222	 	3506.173047792
95575241	2890.27090747	2316.933529944
95575243	2578.721415179	2016.325689586
95575244	1699.473976556	1468.985937803
95575255	9400.843652836	8083.507384754
95575259	2511.431032492	2113.068241525
95575294	7039.928391557	6567.049144967
95575313	7429.102693442	6491.853156947
95575319	4529.0799215	4380.780900567
95575329	9926.795425186	10198.043820672
95575331	 	7631.107435713
95575337	 	7270.720648844
95575351	 	7297.432101589
95575357	4308.000105417	3690.027867736
95575377	4341.010455784	3764.524244728
95575379	7060.41692121	5834.042367875
95575386	5342.39164296	5316.027149384
95575404	4219.617355209	4133.152317105
95575426	3565.847006249	3476.771072295
95575462	5742.561209888	5249.206810335
95575621	2055.414849612	2010.80413314
95575678	4341.010455784	3764.524244728
95575805	3365.250019105	3159.974580528
95575825	5123.771053882	5077.106184995
95575860	6152.683116038	5298.651123572
95575940	1741.531706275	1490.867790376
95575941	1974.667897542	1672.704806684
95575945	1149.820881475	1003.910817167
95575982	5659.50500943	5663.041465269
95575985	8218.056861138	7501.809224728
95576034	4377.457807568	4384.631712676
95576037	5031.056561149	4846.607518503
95576041	2688.577730392	2672.952626433
95576052	1394.617489964	1213.911554665
95576064	5093.542644428	4776.837572368
95576114	3565.270233839	3248.25207947
95576115	 	3472.878214619
95576158	4925.398677897	4160.599438164
95576236	 	1076.690963086
95576262	4437.786235892	4099.368172689
95576307	3667.19688068	3372.789269374
95576323	5195.178678438	5127.608257921
95576363	1366.611130426	1170.32527212
95576414	5600.880631392	5083.525112728
95576435	4547.727390827	4246.442878275
95576447	2884.956785326	2895.380743657
95576471	 	5879.745164486
95576482	6285.717592121	5937.146467704
95576519	 	5948.890261126
95576759	9586.304184738	7693.727585195
95576763	5093.542644428	4776.837572368
95576814	3392.033338337	3472.878214619
95576815	6332.699271382	5812.050049391
95576817	3825.684649682	3518.553388651
95576852	8340.920359205	6960.365952875
95576898	723.292947195	651.480373041
95576904	 	3597.15003625
95577054	 	5159.585966176
95577061	 	9130.052149471
95577224	2297.344613288	3122.561706442
95577228	1305.18828118	1696.095792856
95577267	 	7631.925441832
95577783	 	9334.264305888
95577884	8422.150884855	8649.927564966
95577926	2508.876292166	3309.988393384
95577928	1188.272231271	1577.415652772
95578046	8025.971585315	7021.098489152
95578083	2002.334210841	1968.641755731
95578106	7867.479576857	6787.939281691
95578109	 	7670.767742814
95578113	6853.320501978	5129.400134269
95578126	 	11740.365398975
95578148	7588.714278215	7063.377414877
95578195	6310.594951967	6116.569230892
95578196	5430.182627963	4913.450878594
95578206	4775.96372295	4084.62374673
95578218	10437.090845685	7120.912646254
95578234	676.280111011	583.654576337
95578380	 	1952.845384917
95578413	 	3452.285615417
95578486	 	1212.438475322
95578614	6137.67438512	4310.235656973
95578642	 	4817.746265208
95578685	4702.958098978	4150.708419558
95578687	 	1952.69558925
95578741	9643.236184731	9176.207991504
95578818	2601.678043559	2341.131163977
95578886	1028.678007838	936.156534738
95578894	4895.262529281	4771.263514486
95578911	 	10260.241393583
95578939	10550.4859133	8383.490585098
95578948	 	6196.940741352
95578963	10485.030603711	10315.157720965
95578995	7034.945548612	6317.290181758
95579175	4607.029939613	4569.697623328
95579178	17640.107531147	15705.252827905
95579237	7199.437401434	6834.337554731
95579245	3888.037570493	3191.941148461
95579263	2939.770718429	3189.900361079
95579276	10872.281913487	10299.14494612
95579293	4581.744940391	3952.720269624
95579332	 	5929.61012849
95579379	20309.397892426	17102.041535514
95579937	6482.126733323	6025.491054242
95579941	4027.616023248	3134.408653736
95579943	3285.853213998	2755.789822327
95579944	3200.002035662	2724.69670867
95579947	3200.002035662	2724.69670867
95579960	4796.801982835	5054.378254743
95579962	3120.29864587	3440.049807718
95579978	 	8960.278507006
95579982	8555.68349531	7980.989472442
95579986	9607.589631993	8655.572190665
95579989	9498.192902066	8414.304540493
95579994	6800.048895429	5471.750015509
95593009	4355.023439222	4085.203040913
95593101	5530.748552225	5483.118401389
95593202	5242.049940331	5012.588930444
95593302	5690.219386525	5669.826379585
95593907	4447.378794492	4084.889679845
95614178	5827.402226191	5850.728382468
95619165	5433.151438915	5000.843130858
95619167	 	9426.35824395
95624976	7309.741407427	6524.522180203
95646127	924.838473012	1007.117355054
95676729	6912.607254349	6294.342654604
95678073	6958.410832011	6715.451541461
95678077	7500.903970866	7571.578208913
95678275	7447.606240437	7085.952892308
95710081	9863.996522133	9426.979195923
95710117	6137.240510079	5891.515774048
95710158	7326.897768865	7205.501921127
95710236	10443.602008909	9869.329981254
95710285	6595.869675062	6003.463513375
95710480	10384.114243787	9472.65241005
95710589	 	7077.68723944
95710984	8568.288181403	8372.019219072
95711267	6088.183131483	5739.018281696
95711366	4824.902133683	4452.96983481
95711964	10550.187095915	9833.945130901
95711978	4668.715309548	4320.225161569
95712290	3225.803932101	3133.005528128
95712297	3704.329031715	3632.42126241
95712312	8226.541001371	6973.200743754
95712317	8226.541001371	6973.200743754
95712342	14702.004256306	13188.33087861
95712398	3225.803932101	3133.005528128
95712913	8226.541001371	6973.200743754
95712917	8462.133309882	7092.714578485
95712945	 	2115.916732693
95712992	4750.122736802	4746.47696822
95713335	7658.111109488	7111.797614218
95713806	894.592751718	615.14831056
95714010	24546.7979816	24427.846941609
95714020	 	6601.533119033
95714098	2229.749168624	2114.817813342
95714226	 	7598.96708982
95714281	9074.671807648	7454.375082889
95714322	6268.137763731	6105.7703374
95714483	8165.304920333	6836.52764442
95714841	5779.321103201	5345.739585154
95714886	9339.116246126	7877.954588231
95714890	7548.842536013	7625.10004273
95714891	12412.396054616	12811.220896825
95714924	7810.649571002	7598.96708982
95715028	 	7006.172333837
95715097	5011.277321977	4666.552180592
95715323	8142.937672332	7486.537370815
95715327	8759.591611916	8012.251029624
95715358	3509.048952159	3108.651150578
95715359	3608.225716209	3383.552567103
95715368	6838.335181889	7707.67931926
95715393	6802.073544951	6123.235310542
95715935	10878.592004252	8800.904861093
95715937	10266.046138987	8283.428085173
95715952	4420.315471528	4102.171612952
95715983	3341.478429966	3271.511985999
95715986	 	3271.511985999
95715988	3341.478429966	3271.511985999
95716028	3568.021339677	3519.373174639
95716087	9089.946926561	8559.133973248
95716099	10807.263475194	11027.186691386
95716150	3716.04854925	3658.015793182
95716214	 	7319.286277531
95716234	2772.428055675	2688.847251971
95716238	7168.309446947	6732.96786186
95716292	 	2873.214060116
95716339	6902.365660809	6309.568953638
95716862	5100.234045977	4802.402846407
95716882	10115.488788005	9207.617652774
95716903	5337.20693054	4878.831024647
95716904	5337.20693054	4878.831024647
95716906	5617.669821361	5252.713588894
95716932	2469.046799382	2309.350259056
95716970	738.187835318	695.906110853
95716975	848.481626336	756.527234631
95716976	789.512799247	711.685393423
95717168	8325.909348744	8082.528120476
95717362	2898.402045938	2190.223572874
95717364	6845.655989475	4734.994099383
95717469	7719.721415669	7575.677491748
95717861	7851.801185682	5681.885210045
95717914	7368.021528371	7591.047739127
95717916	7368.021528371	7591.047739127
95717919	8317.53348516	8681.839181986
95717951	7722.895308811	7535.722395627
95717957	11807.654918421	11283.989172662
95718187	1560.378793883	1583.888979841
95718215	4628.859990896	4945.599527569
95718216	 	5646.612155265
95718296	6229.606607527	5730.003606818
95718313	 	2077.677759888
95718387	1560.378793883	1583.888979841
95718482	 	1174.475069427
95718486	1151.968553123	1174.475069427
95718684	 	1283.334681145
95718886	1175.977483755	1243.218859731
95718900	5841.171436943	5104.501935922
95718908	2386.735193879	2085.727966648
95718918	14803.749515132	14099.71041902
95718926	17400.067992507	16334.558114328
95718971	8542.759717343	7874.441246914
95719279	8111.402949108	8085.332786996
95719932	2120.102938804	2101.377210852
95719936	1772.430731063	1687.951224737
95719937	2095.888288149	2077.376443348
95719973	14013.924513977	14326.976491026
96316056	5676.467219543	5309.316270807
96316155	6401.799619056	5840.532315732
96316353	5235.557543135	4888.036547201
96316453	5536.674019542	5047.312028414
96374974	3240.671810151	3003.559895541
96374975	3979.818176468	3715.550008285
96374976	3979.818176468	3715.550008285
96500056	 	6429.538725305
96500070	7404.0133	7095.4291
96500182	9095.525935854	8252.916334222
96500221	2673.368123696	2681.224465681
96500381	9873.148596438	9335.016972185
96500655	6472.649546921	6024.947575865
96500658	5731.346770475	5233.474201872
96500815	7543.726893672	7427.572820447
96500870	10793.853497277	10276.546732244
96500920	4717.354044772	5029.145969014
96500981	 	12190.279039239
96503202	5203.092212317	4839.905236522
96503800	10430.191624666	9485.962451534
96503834	5504.199575605	5263.263431759
96504102	1581.211121225	1156.869137632
96504204	774.980510932	549.772393342
96504296	 	8747.250432055
96504341	5437.089671631	5002.654929865
96504509	 	11696.113221828
96504821	8059.594565988	7591.92707842
96506041	 	3209.828985001
96506057	7130.075400014	6196.961882958
96506122	 	5479.388861201
96506274	6186.297523802	5791.217685885
96506282	4649.06176673	4805.388912997
96506342	3957.519362329	3891.085120238
96506354	5470.944169727	4911.14177763
96506359	 	5842.08007933
96506449	2893.683344701	2956.43981316
96506692	5757.877508192	6600.453386634
96506929	3116.851203566	2735.749388402
96506942	2290.537289333	2247.763147225
96506967	5141.20623187	5197.037889528
96508069	5071.393703886	4964.685631536
96508532	7401.313005781	6822.559921408
96508834	5068.330723123	3864.814902394
96508876	20376.217890791	17940.589819404
96508947	9240.456732571	7645.538680731
96508974	 	22528.231619388
96540219	 	5911.532925113
96544206	1418.807202603	1404.384718282
96546779	 	5229.890398235
96570059	584.43430104	494.225335215
96570072	7375.686709281	7227.932895726
96570085	10082.524770638	9334.300916984
96570188	 	1935.269252526
96570213	9752.76501309	9438.057388908
96570285	 	11654.935304972
96570416	 	1361.714433125
96570418	 	5911.532925113
96570488	8143.508251037	7269.772664242
96570520	2941.470790809	2995.083525091
96570525	4212.632071051	3924.229551055
96570596	7235.143554881	5732.826563045
96570735	 	6967.219687063
96570819	6455.914213515	5924.17886907
96570870	12920.328281602	12834.582541225
96570891	8298.050004214	6483.486943171
96571008	2999.802573027	2634.877843814
96571013	4691.153111113	4148.580552373
96571113	6471.897416781	6138.402180822
96571117	3223.52496895	2987.567577068
96571169	8038.130073416	6801.346172666
96571211	 	3400.575420372
96571214	4862.043971822	4597.524014196
