AID	AH_RAW	PVTPCT3	PVTSTD3C	PVTSTD3L	PVTPCT1C	PVTPCT1L	PVTSTD1
99579233	59	15	85	87	 	 	 
99579238	63	25	90	92	23	22	88
99579239	62	23	89	91	8	7	78
99579241	58	13	83	86	53	52	102
99579242	75	63	106	107	76	75	110
99579243	72	45	102	104	40	38	95
99579249	70	39	99	101	67	66	107
99579264	86	98	120	121	84	83	114
99579266	82	88	115	116	57	56	102
99579269	80	82	112	114	88	88	116
99579270	62	23	89	91	43	42	96
99579273	77	71	108	110	32	31	94
99579277	76	68	107	109	75	73	110
99579291	75	63	106	107	49	48	100
99579294	83	91	116	118	 	 	 
99579335	64	28	91	93	24	22	90
99579337	76	68	107	109	61	60	105
99579931	55	8	79	82	 	 	 
99579933	71	41	100	102	63	62	105
99579939	63	25	90	92	29	28	92
99579947	74	56	104	106	 	 	 
99579952	996	996	996	996	1	 	62
99579954	996	996	996	996	33	 	92
99579956	996	996	996	996	0	 	10
99579964	70	39	99	101	48	47	99
99579966	74	56	104	106	57	55	103
99579977	55	8	79	82	24	23	91
99579979	75	63	106	107	 	 	 
99579981	67	35	95	97	77	76	112
99579987	81	85	114	115	69	68	108
99579988	66	33	94	96	56	54	101
99579995	57	11	82	84	17	16	86
99579997	996	996	996	996	13	 	87
99579998	72	45	102	104	38	37	94
99590150	19	1	32	35	3	3	67
99590351	74	56	104	106	99	99	121
99606925	62	23	89	91	42	40	97
99608179	76	68	107	109	68	67	108
99608876	86	98	120	121	98	97	125
99614073	61	20	87	90	18	17	87
99614075	86	98	120	121	94	94	123
99614278	64	28	91	93	25	24	90
99614475	76	68	107	109	89	89	117
99614970	58	13	83	86	 	 	 
99614971	75	63	106	107	29	28	93
99619160	78	75	110	111	83	83	115
99619261	84	94	118	119	86	85	115
99619364	75	63	106	107	50	49	100
99619460	83	91	116	118	 	 	 
99619464	76	68	107	109	59	57	103
99619465	72	45	102	104	26	25	89
99619860	84	94	118	119	81	80	114
99619966	73	50	103	105	56	55	102
99636350	75	63	106	107	59	58	104
99646121	996	996	996	996	94	 	124
99676124	40	1	60	63	5	5	74
99676126	50	3	73	75	5	5	77
99676320	72	45	102	104	66	65	107
99676357	58	13	83	86	6	5	78
99676626	79	79	111	113	63	62	105
99676658	51	4	74	77	0	0	55
99676853	73	50	103	105	45	44	98
99678179	85	96	119	120	96	96	125
99678576	74	56	104	106	78	77	111
99678670	81	85	114	115	 	 	 
99678677	82	88	115	116	77	76	112
99678877	83	91	116	118	 	 	 
99678978	82	88	115	116	77	75	110
99710010	996	996	996	996	 	 	 
99710018	996	996	996	996	5	 	74
99710038	74	56	104	106	96	95	124
99710050	54	7	78	81	3	3	68
99710074	65	30	93	95	5	4	76
99710084	67	35	95	97	33	32	92
99710096	85	96	119	120	77	76	112
99710181	77	71	108	110	75	74	111
99710187	65	30	93	95	85	84	116
99710193	74	56	104	106	18	17	86
99710298	76	68	107	109	65	64	105
99710315	52	5	75	78	4	4	72
99710319	51	4	74	77	5	5	76
99710689	76	68	107	109	37	35	94
99710774	74	56	104	106	62	61	104
99710856	42	1	62	65	3	3	69
99711172	76	68	107	109	34	33	92
99711176	63	25	90	92	49	48	98
99711177	62	23	89	91	5	4	76
99711362	76	68	107	109	 	 	 
99712041	71	41	100	102	46	45	97
99712172	71	41	100	102	51	50	99
99712176	77	71	108	110	56	54	101
99712210	67	35	95	97	60	59	103
99712216	58	13	83	86	59	58	103
99712217	83	91	116	118	84	83	115
99712218	52	5	75	78	5	5	77
99712240	76	68	107	109	90	90	118
99712242	71	41	100	102	50	49	100
99712274	58	13	83	86	29	28	90
99712371	56	10	81	83	15	15	85
99712390	82	88	115	116	6	6	80
99712394	83	91	116	118	47	45	97
99712901	77	71	108	110	67	66	107
99712902	83	91	116	118	75	74	111
99712905	74	56	104	106	63	62	105
99712907	73	50	103	105	62	61	105
99713094	72	45	102	104	57	55	103
99713134	996	996	996	996	92	 	119
99713197	75	63	106	107	77	76	112
99713300	79	79	111	113	39	38	94
99713392	74	56	104	106	 	 	 
99713400	65	30	93	95	6	5	79
99713501	71	41	100	102	 	 	 
99713934	87	100	122	123	98	97	128
99713999	74	56	104	106	62	61	105
99714126	61	20	87	90	23	22	88
99714185	61	20	87	90	6	6	82
99714324	70	39	99	101	6	6	80
99714346	75	63	106	107	49	48	98
99714387	74	56	104	106	98	97	125
99714927	76	68	107	109	46	45	97
99714938	61	20	87	90	49	48	98
99714942	63	25	90	92	34	33	92
99714995	63	25	90	92	6	6	80
99715029	59	15	85	87	6	5	78
99715095	85	96	119	120	98	98	130
99715251	68	36	96	98	45	43	97
99715258	72	45	102	104	47	45	97
99715286	82	88	115	116	94	93	122
99715352	71	41	100	102	67	66	107
99715357	59	15	85	87	35	34	93
99715358	58	13	83	86	28	27	90
99715365	64	28	91	93	89	88	118
99715823	996	996	996	996	6	 	81
99715932	62	23	89	91	10	10	83
99715933	78	75	110	111	38	37	94
99715934	79	79	111	113	56	54	101
99715939	52	5	75	78	26	25	89
99715954	72	45	102	104	42	40	96
99715958	63	25	90	92	16	15	84
99715985	78	75	110	111	51	50	99
99716062	64	28	91	93	89	88	118
99716092	61	20	87	90	57	56	102
99716186	87	100	122	123	92	92	119
99716235	64	28	91	93	47	45	97
99716258	79	79	111	113	96	95	124
99716285	58	13	83	86	42	41	95
99716352	61	20	87	90	5	5	77
99716360	76	68	107	109	76	76	112
99716369	70	39	99	101	52	51	99
99716396	1	0	8	10	91	90	120
99716629	64	28	91	93	6	5	79
99716892	77	71	108	110	98	97	128
99716902	65	30	93	95	14	13	84
99716903	73	50	103	105	43	42	96
99716905	79	79	111	113	94	93	120
99716929	73	50	103	105	62	61	104
99716958	76	68	107	109	56	54	101
99716970	71	41	100	102	58	56	103
99716971	78	75	110	111	56	54	100
99716979	57	11	82	84	45	43	96
99716994	996	996	996	996	29	 	91
99717365	75	63	106	107	68	67	107
99717366	76	68	107	109	55	54	102
99717861	72	45	102	104	37	36	93
99717911	70	39	99	101	53	52	101
99717915	73	50	103	105	45	43	97
99717916	76	68	107	109	63	62	105
99717917	72	45	102	104	42	40	96
99717919	79	79	111	113	94	94	121
99718007	78	75	110	111	 	 	 
99718014	58	13	83	86	13	12	83
99718015	63	25	90	92	42	40	96
99718016	54	7	78	81	3	2	67
99718018	38	1	57	60	18	17	86
99718041	65	30	93	95	49	48	99
99718043	73	50	103	105	49	48	98
99718088	50	3	73	75	4	4	72
99718104	75	63	106	107	34	33	92
99718128	82	88	115	116	98	98	130
99718129	80	82	112	114	81	81	114
99718207	64	28	91	93	54	53	99
99718222	79	79	111	113	80	80	113
99718303	75	63	106	107	60	59	103
99718305	63	25	90	92	28	27	90
99718310	60	17	86	88	31	30	91
99718363	52	5	75	78	15	14	85
99718423	74	56	104	106	87	86	116
99718829	78	75	110	111	43	42	96
99718845	72	45	102	104	10	10	83
99718889	56	10	81	83	33	32	92
99718901	75	63	106	107	80	80	113
99718925	57	11	82	84	29	27	90
99718944	76	68	107	109	57	56	102
99719378	70	39	99	101	44	42	96
99719930	64	28	91	93	36	35	93
99719939	81	85	114	115	 	 	 
99719976	73	50	103	105	6	6	80
