AID	AH_RAW	PVTPCT3	PVTSTD3C	PVTSTD3L	PVTPCT1C	PVTPCT1L	PVTSTD1
91575102	77	71	108	110	90	89	118
91575127	53	6	77	79	33	31	94
91575151	78	75	110	111	54	53	102
91575162	77	71	108	110	62	61	105
91575180	74	56	104	106	56	54	103
91575191	85	96	119	120	94	94	119
91575194	78	75	110	111	76	75	110
91575216	83	91	116	118	78	76	111
91575217	74	56	104	106	100	100	127
91575227	43	1	64	67	1	1	61
91575235	82	88	115	116	86	85	117
91575239	66	33	94	96	29	28	92
91575240	76	68	107	109	73	72	110
91575246	80	82	112	114	45	44	98
91575249	75	63	106	107	65	63	105
91575261	77	71	108	110	68	67	107
91575280	63	25	90	92	 	 	 
91575282	76	68	107	109	37	36	96
91575296	80	82	112	114	28	27	90
91575302	70	39	99	101	75	74	111
91575315	76	68	107	109	59	58	103
91575317	84	94	118	119	96	96	125
91575358	76	68	107	109	61	60	105
91575361	84	94	118	119	15	14	85
91575370	55	8	79	82	42	41	97
91575387	64	28	91	93	42	41	97
91575391	78	75	110	111	86	85	115
91575394	85	96	119	120	92	91	121
91575420	73	50	103	105	68	67	107
91575432	74	56	104	106	62	61	105
91575477	80	82	112	114	79	78	112
91575522	81	85	114	115	74	73	110
91575602	52	5	75	78	4	3	71
91575609	68	36	96	98	41	40	97
91575626	59	15	85	87	20	19	86
91575627	72	45	102	104	52	51	101
91575628	74	56	104	106	55	54	102
91575726	68	36	96	98	38	36	95
91575911	75	63	106	107	79	78	113
91575916	72	45	102	104	51	50	101
91575930	63	25	90	92	39	37	96
91575931	86	98	120	121	95	95	122
91575940	79	79	111	113	40	39	96
91575943	59	15	85	87	6	5	80
91575948	81	85	114	115	41	40	97
91575949	78	75	110	111	82	81	114
91575956	71	41	100	102	43	42	97
91575966	82	88	115	116	34	32	94
91575992	75	63	106	107	78	77	111
91576088	87	100	122	123	84	84	115
91576129	47	2	69	72	0	0	35
91576138	64	28	91	93	6	5	76
91576154	73	50	103	105	84	83	115
91576163	83	91	116	118	90	89	120
91576219	83	91	116	118	66	65	107
91576240	69	38	98	100	29	28	90
91576270	73	50	103	105	46	45	98
91576300	77	71	108	110	67	66	107
91576363	52	5	75	78	6	5	76
91576460	83	91	116	118	98	97	125
91576537	81	85	114	115	16	15	84
91576556	82	88	115	116	93	93	121
91576561	74	56	104	106	65	64	106
91576576	76	68	107	109	64	63	106
91576611	69	38	98	100	85	84	115
91576651	58	13	83	86	17	16	85
91576674	73	50	103	105	34	32	94
91576748	76	68	107	109	61	60	105
91576757	66	33	94	96	40	38	96
91576910	74	56	104	106	49	48	100
91576919	84	94	118	119	93	92	116
91576934	63	25	90	92	19	18	86
91577121	86	98	120	121	79	78	112
91577126	83	91	116	118	75	74	111
91577183	72	45	102	104	54	52	102
91577221	86	98	120	121	74	72	109
91577227	87	100	122	123	96	96	127
91577256	79	79	111	113	31	30	94
91577268	78	75	110	111	83	83	115
91577284	83	91	116	118	0	0	54
91577311	81	85	114	115	82	81	114
91577313	53	6	77	79	81	80	113
91577319	75	63	106	107	59	58	104
91577324	996	996	996	996	86	 	115
91577414	73	50	103	105	15	14	87
91577557	58	13	83	86	42	40	97
91577613	76	68	107	109	56	55	102
91577786	54	7	78	81	14	14	83
91577922	78	75	110	111	85	84	116
91577923	74	56	104	106	 	 	 
91577957	66	33	94	96	35	33	95
91578026	53	6	77	79	13	12	83
91578027	70	39	99	101	59	58	104
91578060	72	45	102	104	33	31	94
91578074	77	71	108	110	36	34	95
91578089	52	5	75	78	46	45	99
91578107	55	8	79	82	12	12	82
91578116	63	25	90	92	 	 	 
91578193	74	56	104	106	15	14	86
91578197	70	39	99	101	 	 	 
91578268	76	68	107	109	84	83	115
91578297	61	20	87	90	39	38	96
91578314	65	30	93	95	8	8	79
91578315	75	63	106	107	79	78	112
91578342	73	50	103	105	39	37	96
91578491	82	88	115	116	40	39	97
91578495	73	50	103	105	81	80	113
91578510	63	25	90	92	51	50	100
91578526	82	88	115	116	89	89	117
91578605	59	15	85	87	21	20	87
91578740	63	25	90	92	45	44	98
91578747	61	20	87	90	12	11	83
91578801	66	33	94	96	99	98	119
91578863	81	85	114	115	10	9	80
91578892	65	30	93	95	21	20	87
91578898	68	36	96	98	68	67	108
91578917	80	82	112	114	79	78	112
91578999	77	71	108	110	70	68	107
91579175	74	56	104	106	76	74	110
91579230	59	15	85	87	24	23	89
91579234	58	13	83	86	5	5	75
91579235	83	91	116	118	64	62	105
91579237	85	96	119	120	36	34	95
91579241	62	23	89	91	51	50	99
91579242	58	13	83	86	18	17	87
91579243	80	82	112	114	86	85	116
91579246	72	45	102	104	39	37	96
91579258	996	996	996	996	32	 	93
91579272	63	25	90	92	27	26	92
91579296	59	15	85	87	42	40	97
91579335	58	13	83	86	21	20	86
91579339	75	63	106	107	41	40	97
91579932	74	56	104	106	21	19	90
91579936	63	25	90	92	 	 	 
91579939	78	75	110	111	62	61	105
91579940	74	56	104	106	90	90	120
91579942	64	28	91	93	25	24	92
91579962	76	68	107	109	86	86	116
91579964	70	39	99	101	57	56	103
91579967	996	996	996	996	50	 	100
91579968	84	94	118	119	77	76	111
91579987	75	63	106	107	97	96	124
91579992	51	4	74	77	8	7	78
91579993	996	996	996	996	66	 	106
91579995	76	68	107	109	85	85	116
91579997	996	996	996	996	 	 	 
91608475	77	71	108	110	66	65	106
91608476	77	71	108	110	76	75	111
91614578	85	96	119	120	92	91	119
91614772	65	30	93	95	72	71	108
91614874	85	96	119	120	77	76	111
91614974	55	8	79	82	31	30	94
91614978	83	91	116	118	90	90	120
91619063	83	91	116	118	99	99	124
91619064	86	98	120	121	81	81	114
91619268	67	35	95	97	74	73	110
91619467	86	98	120	121	100	100	128
91619660	74	56	104	106	31	30	91
91619665	85	96	119	120	96	96	125
91619862	85	96	119	120	100	100	132
91646122	59	15	85	87	39	37	96
91676253	71	41	100	102	24	23	91
91676357	73	50	103	105	39	38	96
91676456	63	25	90	92	45	44	98
91676522	73	50	103	105	8	7	79
91676652	86	98	120	121	100	100	125
91676656	81	85	114	115	80	79	113
91676958	55	8	79	82	59	58	104
91678173	76	68	107	109	92	92	119
91678373	81	85	114	115	59	58	104
91678572	83	91	116	118	54	53	102
91678674	83	91	116	118	84	84	115
91710018	53	6	77	79	10	10	83
91710037	74	56	104	106	81	80	114
91710130	77	71	108	110	 	 	 
91710214	74	56	104	106	31	29	92
91710252	48	2	70	73	5	5	77
91710287	64	28	91	93	43	42	97
91710293	74	56	104	106	36	35	93
91710339	60	17	86	88	31	30	91
91710454	53	6	77	79	 	 	 
91710652	77	71	108	110	76	76	112
91710655	71	41	100	102	16	15	86
91710915	996	996	996	996	 	 	 
91710973	58	13	83	86	39	38	94
91710996	76	68	107	109	53	51	100
91710998	65	30	93	95	6	6	79
91711065	72	45	102	104	54	53	101
91711167	73	50	103	105	60	59	103
91711371	74	56	104	106	97	97	122
91711476	63	25	90	92	16	15	86
91711865	81	85	114	115	69	68	108
91712211	71	41	100	102	56	54	101
91712217	63	25	90	92	71	70	109
91712273	996	996	996	996	16	 	84
91712274	62	23	89	91	6	6	82
91712314	79	79	111	113	11	10	84
91712371	52	5	75	78	1	1	62
91712372	55	8	79	82	3	3	68
91712375	57	11	82	84	6	6	81
91712842	72	45	102	104	74	73	110
91712901	70	39	99	101	60	59	103
91712902	72	45	102	104	74	73	110
91712905	64	28	91	93	55	54	102
91712908	70	39	99	101	26	25	89
91712909	68	36	96	98	65	64	105
91712918	52	5	75	78	22	21	87
91712946	74	56	104	106	81	80	114
91713006	64	28	91	93	64	63	105
91713031	76	68	107	109	68	67	108
91713039	996	996	996	996	65	 	105
91713106	63	25	90	92	36	34	93
91713190	68	36	96	98	52	51	99
91713192	63	25	90	92	37	36	93
91713298	74	56	104	106	78	77	112
91713997	74	56	104	106	22	21	88
91713998	996	996	996	996	38	 	94
91714043	81	85	114	115	95	94	121
91714046	67	35	95	97	66	65	106
91714099	74	56	104	106	43	42	96
91714128	65	30	93	95	51	50	98
91714144	67	35	95	97	97	97	123
91714212	55	8	79	82	13	12	83
91714231	69	38	98	100	27	26	89
91714235	58	13	83	86	5	5	78
91714237	58	13	83	86	24	23	88
91714326	71	41	100	102	49	48	98
91714332	58	13	83	86	83	83	115
91714335	50	3	73	75	6	6	83
91714338	74	56	104	106	78	77	112
91714928	63	25	90	92	18	17	86
91714938	49	3	71	74	4	3	71
91714987	73	50	103	105	60	59	104
91715124	58	13	83	86	6	5	80
91715280	66	33	94	96	38	37	94
91715286	65	30	93	95	36	35	93
91715892	83	91	116	118	95	94	121
91715920	996	996	996	996	43	 	95
91715921	78	75	110	111	2	1	63
91715927	60	17	86	88	5	5	77
91715930	65	30	93	95	60	59	104
91715952	70	39	99	101	57	56	102
91715958	57	11	82	84	38	37	94
91715983	70	39	99	101	52	51	100
91715984	71	41	100	102	77	76	112
91715991	82	88	115	116	57	56	101
91716018	75	63	106	107	100	100	134
91716080	74	56	104	106	73	72	110
91716082	87	100	122	123	72	72	109
91716092	996	996	996	996	41	 	95
91716096	70	39	99	101	 	 	 
91716116	85	96	119	120	91	90	119
91716136	84	94	118	119	90	90	118
91716158	85	96	119	120	91	90	119
91716161	77	71	108	110	78	77	112
91716275	80	82	112	114	47	45	97
91716281	68	36	96	98	53	51	100
91716288	87	100	122	123	80	80	113
91716321	77	71	108	110	51	50	100
91716484	73	50	103	105	54	53	101
91716890	52	5	75	78	22	21	87
91716902	60	17	86	88	37	36	93
91716903	996	996	996	996	45	 	96
91716908	77	71	108	110	85	84	116
91716924	63	25	90	92	51	50	99
91716952	75	63	106	107	83	82	115
91716957	72	45	102	104	45	43	97
91717055	58	13	83	86	57	56	101
91717067	74	56	104	106	 	 	 
91717169	65	30	93	95	56	54	101
91717853	996	996	996	996	6	 	82
91717862	58	13	83	86	50	49	100
91717865	71	41	100	102	35	34	93
91717910	84	94	118	119	86	85	116
91717916	78	75	110	111	69	68	108
91717918	79	79	111	113	5	4	74
91718001	57	11	82	84	6	6	80
91718004	83	91	116	118	94	93	120
91718025	72	45	102	104	45	44	96
91718073	62	23	89	91	6	6	80
91718077	73	50	103	105	52	51	99
91718080	62	23	89	91	43	42	96
91718081	54	7	78	81	18	17	86
91718085	66	33	94	96	51	50	99
91718109	52	5	75	78	5	5	78
91718142	86	98	120	121	86	85	116
91718174	62	23	89	91	78	77	112
91718195	50	3	73	75	36	35	93
91718287	58	13	83	86	15	14	85
91718294	 	 	 	 	10	 	82
91718302	57	11	82	84	11	10	84
91718320	65	30	93	95	86	85	116
91718361	50	3	73	75	2	2	65
91718368	64	28	91	93	11	10	81
91718379	76	68	107	109	43	42	95
91718844	87	100	122	123	98	98	131
91718886	66	33	94	96	31	30	91
91718916	996	996	996	996	67	 	107
91718949	72	45	102	104	51	50	99
91718960	56	10	81	83	9	8	79
91718969	54	7	78	81	5	4	74
91719273	59	15	85	87	34	33	92
91719375	63	25	90	92	69	68	108
91719930	76	68	107	109	87	87	117
91719932	68	36	96	98	35	34	93
91719934	71	41	100	102	 	 	 
91719936	73	50	103	105	36	35	93
91719937	63	25	90	92	 	 	 
92316359	50	3	73	75	5	5	77
92316856	75	63	106	107	73	72	110
92374975	83	91	116	118	 	 	 
92374978	83	91	116	118	66	65	107
92374979	77	71	108	110	48	46	97
92500081	78	75	110	111	70	69	108
92500086	73	50	103	105	51	50	101
92500119	56	10	81	83	9	9	81
92500175	996	996	996	996	62	 	105
92500184	52	5	75	78	16	15	85
92500219	78	75	110	111	60	59	104
92500386	71	41	100	102	76	75	111
92500618	74	56	104	106	70	69	108
92500914	73	50	103	105	81	80	113
92500970	80	82	112	114	68	67	108
92501253	80	82	112	114	84	83	115
92503208	61	20	87	90	6	5	77
92504085	79	79	111	113	36	35	95
92504100	86	98	120	121	90	90	118
92504229	75	63	106	107	60	59	105
92504284	74	56	104	106	70	69	109
92504321	78	75	110	111	21	20	90
92504421	78	75	110	111	75	73	110
92504722	85	96	119	120	97	97	123
92504827	79	79	111	113	66	65	107
92504901	79	79	111	113	56	54	103
92506022	49	3	71	74	5	4	73
92506287	87	100	122	123	62	61	105
92506687	87	100	122	123	71	70	109
92506844	64	28	91	93	34	33	92
92506942	74	56	104	106	71	70	108
92506951	71	41	100	102	20	19	87
92506966	78	75	110	111	84	84	115
92506993	71	41	100	102	54	53	102
92506995	996	996	996	996	84	 	115
92507858	996	996	996	996	83	 	113
92507952	75	63	106	107	76	75	111
92507983	81	85	114	115	41	40	97
92508164	53	6	77	79	2	1	63
92508223	65	30	93	95	62	61	105
92508530	996	996	996	996	90	 	118
92508625	77	71	108	110	78	77	112
92508726	80	82	112	114	61	59	105
92508934	996	996	996	996	99	 	123
92540117	78	75	110	111	13	12	87
92540351	76	68	107	109	38	37	96
92540559	68	36	96	98	6	5	78
92540654	71	41	100	102	49	48	100
92543208	62	23	89	91	37	36	96
92544906	66	33	94	96	87	87	117
92546073	74	56	104	106	93	93	122
92546995	57	11	82	84	17	16	85
92570084	59	15	85	87	21	19	89
92570188	64	28	91	93	72	71	109
92570236	84	94	118	119	55	54	102
92570284	47	2	69	72	0	0	55
92570396	996	996	996	996	 	 	 
92570411	72	45	102	104	79	78	111
92570629	72	45	102	104	51	50	100
92570676	74	56	104	106	66	65	107
92570678	82	88	115	116	70	68	107
92570698	63	25	90	92	37	35	95
92570722	69	38	98	100	29	27	92
92570975	68	36	96	98	13	12	85
92570978	84	94	118	119	96	96	120
92571001	63	25	90	92	18	17	89
92571017	86	98	120	121	96	95	124
92571019	78	75	110	111	82	81	113
92571052	78	75	110	111	31	30	94
92571208	83	91	116	118	88	87	117
92571270	63	25	90	92	29	28	91
92571271	73	50	103	105	80	79	113
92571311	83	91	116	118	100	99	125
92571476	61	20	87	90	21	20	86
92571664	86	98	120	121	97	97	127
92571801	66	33	94	96	41	39	95
92571867	58	13	83	86	 	 	 
92572061	73	50	103	105	54	53	102
92572101	83	91	116	118	 	 	 
92572104	82	88	115	116	72	71	109
92572106	77	71	108	110	 	 	 
92572108	76	68	107	109	80	79	113
92572119	79	79	111	113	96	95	123
92572162	73	50	103	105	74	73	111
92572168	75	63	106	107	54	53	101
92572169	72	45	102	104	6	6	81
92572203	75	63	106	107	 	 	 
92572209	72	45	102	104	 	 	 
92572217	76	68	107	109	78	77	111
92572219	71	41	100	102	26	25	91
92572223	60	17	86	88	5	4	73
92572226	69	38	98	100	42	40	97
92572260	84	94	118	119	94	93	123
92572267	79	79	111	113	51	50	100
92572283	76	68	107	109	66	65	107
92572290	55	8	79	82	9	8	80
92572292	65	30	93	95	16	15	87
92572298	64	28	91	93	13	12	87
92572300	61	20	87	90	26	25	90
92572314	75	63	106	107	69	68	108
92572317	65	30	93	95	17	16	85
92572321	49	3	71	74	15	14	83
92572323	56	10	81	83	25	24	88
92572324	71	41	100	102	6	5	80
92572345	996	996	996	996	96	 	123
92572348	85	96	119	120	38	37	96
92572382	996	996	996	996	49	 	100
92572383	56	10	81	83	11	10	81
92572390	66	33	94	96	29	28	92
92572397	59	15	85	87	10	10	81
92572408	72	45	102	104	78	77	111
92572444	996	996	996	996	59	 	104
92572468	81	85	114	115	49	48	100
92572648	64	28	91	93	38	36	95
92572665	70	39	99	101	34	33	92
92572669	58	13	83	86	27	26	90
92572802	86	98	120	121	100	99	127
92572803	75	63	106	107	63	62	106
92572842	62	23	89	91	26	25	91
92572864	74	56	104	106	85	84	116
92572906	75	63	106	107	73	72	109
92572916	71	41	100	102	34	33	92
92572918	59	15	85	87	26	25	90
92572919	72	45	102	104	52	51	101
92572924	61	20	87	90	23	22	89
92572963	85	96	119	120	99	99	123
92572983	59	15	85	87	11	10	84
92572986	82	88	115	116	9	9	81
92572989	73	50	103	105	60	59	104
92573010	83	91	116	118	93	93	121
92573096	84	94	118	119	98	98	127
92573118	63	25	90	92	13	12	87
92573136	73	50	103	105	70	69	108
92573232	79	79	111	113	84	83	115
92573311	79	79	111	113	43	42	98
92573316	84	94	118	119	99	99	129
92573497	74	56	104	106	52	51	101
92573531	80	82	112	114	35	34	95
92573690	56	10	81	83	44	43	98
92573691	63	25	90	92	67	66	106
92573697	74	56	104	106	21	20	86
92573816	74	56	104	106	66	65	107
92573818	65	30	93	95	70	69	108
92573831	83	91	116	118	59	58	104
92573916	77	71	108	110	55	54	102
92573917	76	68	107	109	46	45	98
92573942	77	71	108	110	45	44	98
92573943	63	25	90	92	47	45	97
92573945	77	71	108	110	83	83	115
92573946	76	68	107	109	42	40	97
92573958	73	50	103	105	74	73	110
92573959	80	82	112	114	71	70	107
92574010	62	23	89	91	11	10	82
92574018	80	82	112	114	68	67	108
92574200	83	91	116	118	98	97	129
92574302	73	50	103	105	99	99	129
92574314	70	39	99	101	59	58	104
92574614	59	15	85	87	42	40	97
92574633	58	13	83	86	66	65	107
92574701	63	25	90	92	49	48	100
92574703	69	38	98	100	24	23	88
92574739	58	13	83	86	52	51	101
92574794	71	41	100	102	26	25	90
92574808	77	71	108	110	21	20	87
92574810	77	71	108	110	61	60	104
92575023	63	25	90	92	26	25	91
92575033	80	82	112	114	86	85	117
92575095	79	79	111	113	61	60	105
92575121	56	10	81	83	7	6	77
92575180	74	56	104	106	78	77	112
92575201	87	100	122	123	100	99	126
92575213	79	79	111	113	94	93	118
92575217	82	88	115	116	85	84	114
92575222	66	33	94	96	40	38	96
92575231	58	13	83	86	38	37	96
92575237	76	68	107	109	65	64	107
92575240	85	96	119	120	93	93	123
92575244	76	68	107	109	70	69	109
92575246	74	56	104	106	28	27	93
92575248	64	28	91	93	6	6	81
92575249	79	79	111	113	100	100	133
92575263	83	91	116	118	80	79	113
92575292	76	68	107	109	26	25	91
92575297	78	75	110	111	75	74	109
92575324	996	996	996	996	40	 	96
92575326	62	23	89	91	9	8	79
92575351	78	75	110	111	81	80	111
92575373	81	85	114	115	88	87	118
92575381	61	20	87	90	15	14	86
92575400	85	96	119	120	97	96	126
92575407	70	39	99	101	24	23	89
92575421	74	56	104	106	75	74	111
92575434	82	88	115	116	21	20	90
92575526	62	23	89	91	27	26	90
92575771	86	98	120	121	89	89	117
92575807	74	56	104	106	56	54	101
92575868	79	79	111	113	90	89	120
92575900	70	39	99	101	47	46	99
92575935	83	91	116	118	83	82	114
92575941	86	98	120	121	78	77	112
92575944	79	79	111	113	39	38	94
92575951	57	11	82	84	16	15	89
92575959	57	11	82	84	20	19	86
92575971	85	96	119	120	96	95	124
92575974	85	96	119	120	99	99	122
92575990	62	23	89	91	6	5	76
92575995	67	35	95	97	59	58	104
92575999	77	71	108	110	45	44	98
92576033	74	56	104	106	80	79	113
92576037	79	79	111	113	55	54	102
92576040	67	35	95	97	69	67	107
92576182	87	100	122	123	13	12	87
92576248	74	56	104	106	68	67	107
92576288	80	82	112	114	94	94	120
92576312	65	30	93	95	63	62	106
92576328	86	98	120	121	97	96	121
92576472	76	68	107	109	91	91	118
92576493	50	3	73	75	6	6	79
92576499	66	33	94	96	45	44	98
92576504	84	94	118	119	 	 	 
92576516	58	13	83	86	34	32	94
92576531	79	79	111	113	49	48	100
92576533	87	100	122	123	95	94	125
92576555	60	17	86	88	22	21	87
92576556	64	28	91	93	67	66	107
92576606	84	94	118	119	52	50	101
92576611	78	75	110	111	36	35	95
92576693	83	91	116	118	6	5	77
92576694	75	63	106	107	58	56	103
92576937	81	85	114	115	84	84	115
92576950	77	71	108	110	74	73	110
92576984	87	100	122	123	75	74	110
92577013	74	56	104	106	61	60	104
92577065	56	10	81	83	19	18	86
92577112	81	85	114	115	74	72	109
92577127	84	94	118	119	53	52	101
92577129	83	91	116	118	84	84	115
92577161	64	28	91	93	31	29	93
92577217	74	56	104	106	88	87	117
92577326	85	96	119	120	99	99	123
92577368	74	56	104	106	74	73	110
92577514	75	63	106	107	61	60	105
92577581	72	45	102	104	66	65	107
92577787	77	71	108	110	20	19	90
92577864	62	23	89	91	 	 	 
92577917	73	50	103	105	31	29	92
92577918	74	56	104	106	63	62	105
92577920	83	91	116	118	97	97	128
92577927	84	94	118	119	100	100	129
92577929	86	98	120	121	100	100	132
92577982	57	11	82	84	22	21	87
92578034	72	45	102	104	76	74	110
92578067	76	68	107	109	92	92	122
92578161	82	88	115	116	16	15	84
92578280	53	6	77	79	93	92	122
92578283	75	63	106	107	80	79	113
92578310	58	13	83	86	13	12	82
92578411	77	71	108	110	83	83	115
92578428	64	28	91	93	49	48	100
92578515	75	63	106	107	84	83	115
92578517	52	5	75	78	6	5	75
92578562	75	63	106	107	89	88	119
92578580	45	1	66	69	4	3	70
92578615	74	56	104	106	68	66	107
92578684	60	17	86	88	86	85	117
92578722	81	85	114	115	 	 	 
92578783	75	63	106	107	63	62	106
92578846	83	91	116	118	99	99	120
92578860	83	91	116	118	73	72	109
92578899	58	13	83	86	42	40	96
92578907	64	28	91	93	5	5	75
92578930	78	75	110	111	75	74	110
92578935	76	68	107	109	31	29	93
92578969	57	11	82	84	 	 	 
92578995	71	41	100	102	53	51	101
92579171	61	20	87	90	13	12	84
92579175	77	71	108	110	52	51	101
92579179	58	13	83	86	16	15	84
92579232	64	28	91	93	35	34	95
92579235	64	28	91	93	34	32	94
92579238	61	20	87	90	6	5	78
92579261	74	56	104	106	52	51	100
92579267	72	45	102	104	10	9	81
92579268	83	91	116	118	96	96	125
92579291	54	7	78	81	16	15	85
92579292	77	71	108	110	37	36	95
92579297	69	38	98	100	15	14	87
92579335	72	45	102	104	55	54	102
92579376	81	85	114	115	40	39	97
92579934	996	996	996	996	62	 	105
92579935	63	25	90	92	35	34	95
92579937	61	20	87	90	80	79	113
92579942	79	79	111	113	60	59	103
92579943	67	35	95	97	32	31	94
92579949	75	63	106	107	30	29	93
92579960	75	63	106	107	35	34	93
92579962	66	33	94	96	11	10	82
92579963	77	71	108	110	90	89	118
92579965	74	56	104	106	69	68	108
92579968	71	41	100	102	80	79	113
92579970	63	25	90	92	28	27	91
92579979	83	91	116	118	83	82	114
92579982	58	13	83	86	33	31	94
92579984	82	88	115	116	99	99	131
92579985	72	45	102	104	35	34	94
92579987	81	85	114	115	91	91	121
92579991	63	25	90	92	39	38	94
92579992	59	15	85	87	23	21	90
92579993	67	35	95	97	34	32	93
92579994	86	98	120	121	64	63	106
92579996	73	50	103	105	41	40	95
92579998	76	68	107	109	27	26	92
92606325	62	23	89	91	7	6	77
92608078	79	79	111	113	82	81	114
92608972	64	28	91	93	75	73	110
92614170	77	71	108	110	65	63	105
92614372	64	28	91	93	37	36	95
92614975	64	28	91	93	40	39	96
92619165	85	96	119	120	 	 	 
92619168	85	96	119	120	93	92	122
92619265	75	63	106	107	44	42	97
92619366	84	94	118	119	97	97	124
92619368	82	88	115	116	87	86	116
92619869	73	50	103	105	75	74	111
92624977	78	75	110	111	98	98	129
92676153	64	28	91	93	40	38	96
92676351	74	56	104	106	86	85	116
92676356	85	96	119	120	76	75	111
92676421	63	25	90	92	23	22	88
92676556	64	28	91	93	40	39	97
92678179	53	6	77	79	37	36	95
92678476	84	94	118	119	100	100	128
92710091	57	11	82	84	49	48	98
92710098	996	996	996	996	31	 	91
92710111	52	5	75	78	10	10	83
92710191	72	45	102	104	58	56	103
92710199	60	17	86	88	29	29	91
92710210	74	56	104	106	48	46	97
92710291	57	11	82	84	33	32	92
92710357	53	6	77	79	14	13	84
92710398	77	71	108	110	84	83	115
92710581	64	28	91	93	19	18	86
92710916	53	6	77	79	10	9	82
92710936	81	85	114	115	97	96	128
92710999	66	33	94	96	48	47	97
92711067	86	98	120	121	96	96	125
92711974	67	35	95	97	67	66	107
92712044	73	50	103	105	63	62	104
92712148	66	33	94	96	38	37	94
92712217	67	35	95	97	44	42	96
92712242	76	68	107	109	45	44	96
92712276	996	996	996	996	11	 	81
92712346	68	36	96	98	54	53	100
92712374	64	28	91	93	69	68	108
92712391	70	39	99	101	92	92	119
92712919	60	17	86	88	43	42	97
92712993	70	39	99	101	33	32	92
92712996	63	25	90	92	61	60	104
92712998	70	39	99	101	26	25	89
92713132	76	68	107	109	44	42	96
92713191	83	91	116	118	94	94	121
92713198	85	96	119	120	87	87	117
92713293	64	28	91	93	 	 	 
92713391	82	88	115	116	97	97	123
92713399	75	63	106	107	97	97	122
92713701	78	75	110	111	5	4	73
92713936	78	75	110	111	60	59	104
92714112	57	11	82	84	6	6	81
92714124	72	45	102	104	38	37	94
92714199	73	50	103	105	62	60	103
92714330	83	91	116	118	95	95	125
92714687	63	25	90	92	54	53	101
92714880	72	45	102	104	59	57	102
92714895	56	10	81	83	28	27	90
92714917	54	7	78	81	20	19	87
92714927	87	100	122	123	80	79	113
92714932	58	13	83	86	33	32	92
92714942	71	41	100	102	85	84	116
92715121	79	79	111	113	85	84	116
92715259	62	23	89	91	20	19	86
92715321	57	11	82	84	6	5	79
92715357	61	20	87	90	17	16	85
92715399	75	63	106	107	64	63	105
92715896	78	75	110	111	5	4	76
92715931	71	41	100	102	39	38	94
92715935	75	63	106	107	57	56	101
92715936	50	3	73	75	5	5	76
92715953	79	79	111	113	72	71	109
92715956	58	13	83	86	10	9	82
92715980	62	23	89	91	17	16	85
92715984	71	41	100	102	41	39	95
92715998	80	82	112	114	48	47	97
92716167	64	28	91	93	48	46	98
92716288	87	100	122	123	100	100	134
92716313	76	68	107	109	67	66	107
92716332	80	82	112	114	67	66	107
92716333	64	28	91	93	10	10	83
92716353	83	91	116	118	94	94	121
92716360	59	15	85	87	14	13	84
92716390	67	35	95	97	26	25	89
92716883	74	56	104	106	51	50	99
92716897	70	39	99	101	43	42	97
92716901	81	85	114	115	61	60	104
92716902	85	96	119	120	100	100	134
92716903	73	50	103	105	54	53	101
92716909	85	96	119	120	98	97	128
92716936	56	10	81	83	5	5	77
92716971	77	71	108	110	51	50	99
92716976	52	5	75	78	20	19	87
92716985	87	100	122	123	16	15	85
92717166	57	11	82	84	22	21	87
92717265	74	56	104	106	66	65	107
92717368	57	11	82	84	33	32	92
92717862	87	100	122	123	88	88	117
92717866	53	6	77	79	10	9	82
92717911	78	75	110	111	70	69	108
92717912	57	11	82	84	10	10	83
92717915	86	98	120	121	99	99	131
92717916	74	56	104	106	13	12	83
92717917	63	25	90	92	57	56	101
92717918	74	56	104	106	68	67	107
92718027	58	13	83	86	10	10	83
92718100	77	71	108	110	70	69	108
92718115	81	85	114	115	6	5	80
92718126	43	1	64	67	1	1	62
92718190	54	7	78	81	1	1	61
92718265	70	39	99	101	53	51	100
92718269	76	68	107	109	5	4	75
92718307	84	94	118	119	63	62	104
92718324	62	23	89	91	29	29	91
92718344	68	36	96	98	45	43	96
92718370	75	63	106	107	58	56	103
92718374	57	11	82	84	31	30	91
92718390	76	68	107	109	29	28	90
92718922	71	41	100	102	70	69	108
92718925	58	13	83	86	44	42	96
92718978	74	56	104	106	67	66	107
92719277	65	30	93	95	36	35	93
92719934	75	63	106	107	 	 	 
92719936	86	98	120	121	32	31	91
92719971	70	39	99	101	49	48	99
92719975	80	82	112	114	64	63	105
92719979	78	75	110	111	59	58	103
93316052	51	4	74	77	6	6	81
93316251	73	50	103	105	6	6	81
93316956	996	996	996	996	6	 	81
93374973	80	82	112	114	 	 	 
93374975	75	63	106	107	84	83	115
93374978	84	94	118	119	81	81	114
93500378	74	56	104	106	27	26	92
93500385	85	96	119	120	100	100	127
93500514	77	71	108	110	0	0	57
93500517	62	23	89	91	35	34	93
93500815	72	45	102	104	 	 	 
93500915	60	17	86	88	5	4	72
93500972	76	68	107	109	32	31	93
93500977	77	71	108	110	74	72	109
93503030	73	50	103	105	78	77	111
93503136	996	996	996	996	87	 	117
93503201	68	36	96	98	7	6	77
93503507	50	3	73	75	11	10	81
93504001	69	38	98	100	39	38	96
93504281	74	56	104	106	73	72	110
93504404	84	94	118	119	89	88	118
93504600	82	88	115	116	69	68	108
93504605	83	91	116	118	100	100	134
