AID	EREXITST	ERGRADM	ERGRADY
92578684	A	5	1999
92578722	A	6	1995
92578846	A	6	1995
92578860	A	92	9992
92578899	92	92	9992
92578930	A	6	1997
92578935	A	6	1996
92578995	A	6	1995
92579171	A	6	1995
92579175	A	6	1997
92579179	A	92	9992
92579232	A	5	1995
92579235	A	5	1995
92579238	A	5	1998
92579261	A	5	2000
92579267	A	5	1995
92579268	A	5	1997
92579291	A	92	9992
92579292	A	5	1998
92579297	A	5	1996
92579335	A	5	1998
92579376	A	6	1996
92579935	A	5	1995
92579937	A	5	1997
92579942	A	5	1999
92579943	A	5	1995
92579949	G	92	9992
92579960	G	92	9992
92579962	A	5	1995
92579963	A	5	2000
92579965	A	5	1998
92579968	G	92	9992
92579970	A	5	2000
92579979	A	92	9992
92579982	A	5	1996
92579984	A	5	1999
92579985	A	92	9992
92579987	A	92	9992
92579991	A	5	2000
92579992	A	5	1995
92579993	A	5	1998
92579994	A	5	1997
92579996	A	92	9992
92579998	A	5	1996
92606325	A	8	2000
92608078	A	6	1997
92608972	A	5	1996
92614170	A	92	9992
92614372	G	92	9992
92614975	A	6	1998
92619165	A	92	9992
92619168	A	6	1999
92619265	A	6	1998
92619366	A	6	1997
92619368	A	6	2000
92619869	A	6	1998
92624977	A	7	1998
92676153	A	6	1996
92676351	A	6	1992
92676356	A	6	1996
92676421	A	6	1998
92676556	A	6	1996
92678179	A	6	1997
92710091	A	5	2000
92710098	A	92	9992
92710111	92	92	9992
92710191	A	5	1999
92710199	A	6	2000
92710210	A	92	9992
92710291	A	5	1999
92710357	A	92	9992
92710398	A	6	2000
92710581	F	92	9992
92710916	A	92	9992
92710936	A	5	1999
92710999	A	6	2000
92711067	A	6	2000
92711974	A	6	1999
92712044	A	5	2000
92712148	A	5	2000
92712217	A	5	1999
92712242	A	5	2000
92712346	A	92	9992
92712374	A	5	1997
92712391	A	5	2000
92712919	C	92	9992
92712993	A	12	1999
92712996	A	5	1999
92712998	A	5	1999
92713132	A	5	2000
92713191	A	6	1999
92713198	A	6	1999
92713293	A	6	1999
92713391	A	6	2000
92713399	A	6	2000
92713936	A	5	2000
92714112	A	6	2000
92714199	A	6	2000
92714330	A	6	2000
92714880	A	92	9992
92714895	J	92	9992
92714917	F	92	9992
92714927	A	6	2000
92714932	A	6	1999
92715121	G	92	9992
92715259	A	5	1999
92715321	I	5	2000
92715357	F	92	9992
92715399	A	6	1999
92715896	A	6	2000
92715931	A	5	1999
92715935	A	5	2000
92715936	A	6	1999
92715953	92	6	2002
92715980	A	92	9992
92715984	A	5	1999
92715998	A	92	9992
92716167	A	92	9992
92716288	G	92	9992
92716313	A	5	1999
92716332	A	6	1999
92716333	A	6	2000
92716353	A	92	9992
92716360	A	6	2000
92716390	A	6	1999
92716883	A	6	2000
92716901	A	6	1999
92716902	A	6	1999
92716903	A	6	1999
92716909	A	6	2000
92716936	A	6	1999
92716971	B	6	1999
92716976	A	6	2000
92716985	A	6	1999
92717166	A	5	1999
92717265	A	5	1998
92717368	A	92	9992
92717862	A	5	2000
92717866	A	5	2000
92717911	A	92	9992
92717912	A	92	9992
92717915	A	5	2000
92717916	A	92	9992
92717917	G	92	9992
92717918	A	92	9992
92718027	A	5	1999
92718115	G	92	9992
92718126	A	92	9992
92718190	92	92	9992
92718265	A	5	1999
92718269	A	92	9992
92718307	A	6	2000
92718324	A	5	2000
92718344	A	6	1999
92718370	A	92	9992
92718374	A	92	9992
92718390	A	6	2000
92718922	A	92	9992
92718925	J	92	9992
92718978	A	92	9992
92719277	A	92	9992
92719934	A	92	9992
92719971	A	5	1999
92719975	A	5	1999
92719979	A	5	2000
93316052	A	6	1999
93316251	A	6	1999
93316956	G	92	9992
93374973	A	6	2000
93374975	A	6	1999
93374978	A	6	1999
93500378	92	92	9992
93500385	A	6	1997
93500514	G	5	1996
93500517	92	92	9992
93500815	A	5	1995
93500915	G	92	9992
93500972	92	92	9992
93500977	A	5	1995
93503030	A	92	9992
93503136	A	7	1997
93503507	A	5	1998
93504001	A	6	1996
93504281	A	6	1997
93504404	A	6	1996
93504600	A	8	1996
93504605	A	92	9992
93504823	A	6	2000
93504990	A	6	1995
93506053	A	6	1998
93506129	A	6	1996
93506147	A	6	1996
93506150	A	6	1997
93506226	A	6	1998
93506242	A	5	1996
93506265	A	6	1996
93506273	A	6	1998
93506290	A	6	1997
93506340	A	6	1995
93506345	A	6	1997
93506487	A	6	1998
93506573	A	6	1997
93506722	A	92	9992
93506930	C	6	1998
93507312	A	92	9992
93508287	F	92	9992
93508463	J	92	9992
93508623	A	92	9992
93508767	A	92	9992
93508961	A	92	9992
93540151	A	6	1998
93540315	G	92	9992
93540958	A	92	9992
93544901	A	6	1996
93544923	G	92	9992
93546224	A	92	9992
93546993	A	92	9992
93548877	F	92	9992
93570097	A	5	1997
93570194	A	5	1995
93570223	A	6	1996
93570226	A	6	1998
93570292	A	5	1998
93570295	A	5	1997
93570335	A	6	1997
93570396	A	5	1998
93570426	A	6	1995
93570432	A	5	1996
93570513	92	92	9992
93570521	A	6	1997
93570581	A	6	1996
93570695	A	5	1998
93570696	A	5	1995
93570721	A	6	1998
93570787	A	6	1996
93570929	A	6	1996
93570939	A	5	1996
93571010	A	6	1997
93571016	A	6	2000
93571060	A	6	1995
93571066	A	92	9992
93571114	A	6	1999
93571153	A	5	1995
93571205	92	92	9992
93571216	A	6	1997
93571301	A	92	9992
93571452	A	5	1996
93571469	A	92	9992
93571474	A	6	1997
93571475	A	6	1996
93571506	A	6	1998
93571707	A	6	1998
93571769	A	5	1997
93571806	A	6	1997
93571857	A	5	1997
93571862	A	6	1997
93571911	A	6	1995
93572076	A	1	1997
93572102	A	5	1996
93572118	C	5	1997
93572140	A	5	1996
93572164	A	6	1997
93572169	A	6	1997
93572199	A	92	9992
93572200	A	5	1995
93572225	A	1	1999
93572227	A	6	1997
93572276	A	5	2003
93572283	A	5	1998
93572284	A	5	1999
93572287	G	92	9992
93572290	A	5	1997
93572322	A	6	1995
93572342	A	92	9992
93572346	A	5	1998
93572365	A	6	1996
93572369	A	6	1995
93572371	A	5	1997
93572376	A	5	1996
93572383	A	6	1997
93572388	A	6	1997
93572389	A	6	1996
93572390	A	5	1998
93572391	A	5	1996
93572393	A	5	1998
93572443	G	92	9992
93572448	A	5	1995
93572462	A	6	1999
93572668	F	92	9992
93572802	A	5	1996
93572804	A	5	1995
93572808	A	92	9992
93572910	A	5	1998
93572941	A	5	1997
93572948	A	5	1999
93572971	A	92	9992
93572975	A	5	1997
93572977	A	5	1996
93572988	A	92	9992
93572993	92	92	9992
93573039	A	6	1995
93573115	F	92	9992
93573190	A	92	9992
93573496	A	6	1998
93573618	A	6	1999
93573631	A	5	1997
93573639	A	6	1996
93573694	A	5	1996
93573699	A	92	9992
93573916	A	6	2000
93573940	A	92	9992
93573942	A	92	9992
93573945	A	6	1996
93573949	A	92	9992
93573950	A	5	2002
93573951	A	5	1998
93573959	A	5	1996
93573994	G	92	9992
93574023	A	6	1995
93574109	A	6	1998
93574203	A	6	1995
93574247	A	5	1995
93574300	A	6	1995
93574336	G	92	9992
93574426	A	6	1996
93574434	A	6	1995
93574520	A	6	1997
93574605	A	6	1997
93574688	A	6	1996
93574791	A	6	1997
93574818	J	5	1996
93574885	A	6	1995
93574894	A	92	9992
93574917	F	92	9992
93575016	A	6	1995
93575021	A	6	1995
93575027	A	5	1998
93575084	A	5	1997
93575117	A	6	1998
93575122	A	5	1998
93575124	A	6	1995
93575132	92	92	9992
93575154	A	6	1995
93575158	A	6	1995
93575181	A	5	1995
93575184	A	5	1998
93575232	A	5	1997
93575233	A	5	1996
93575244	A	5	1999
93575248	A	5	1996
93575249	92	92	9992
93575287	G	92	9992
93575290	A	6	1998
93575309	A	92	9992
93575329	G	92	9992
93575336	A	5	1998
93575354	F	92	9992
93575384	A	5	1995
93575385	A	5	1997
93575389	A	5	1996
93575395	A	6	1998
93575398	A	6	1997
93575400	A	6	1998
93575403	A	6	1999
93575407	A	6	1995
93575425	A	6	1998
93575621	A	92	9992
93575624	A	6	1995
93575625	A	5	1998
93575804	A	6	2000
93575809	A	6	1997
93575820	G	92	9992
93575835	A	92	9992
93575924	A	92	9992
93575946	G	92	9992
93575948	A	5	1995
93575964	A	6	1995
93575980	G	92	9992
93575983	A	5	1996
93576009	A	6	1998
93576040	A	6	2000
93576196	A	6	1997
93576206	A	6	1997
93576251	A	6	1996
93576265	A	6	1998
93576343	F	92	9992
93576458	A	5	1996
93576488	A	6	1997
93576493	A	92	9992
93576534	A	6	1995
93576538	A	6	1996
93576574	A	6	1998
93576638	A	6	1995
93576741	A	6	1999
93576794	A	92	9992
93576803	A	6	1997
93576840	A	6	1998
93576898	A	6	1996
93576924	A	92	9992
93577057	A	6	1995
93577123	A	6	2000
93577126	A	6	1995
93577151	A	6	1995
93577157	A	5	1996
93577184	A	6	1998
93577225	A	92	9992
93577262	A	5	1996
93577320	A	6	1995
93577321	A	6	2000
93577328	A	92	9992
93577658	A	5	1996
93577922	A	6	1998
93578019	A	5	1997
93578025	A	6	1995
93578040	A	6	1998
93578082	A	5	1996
93578101	A	92	9992
93578116	A	5	1998
93578142	G	92	9992
93578170	A	5	1998
93578217	C	6	1996
93578231	A	6	1998
93578249	A	6	1996
93578290	A	5	1996
93578309	A	92	9992
93578314	A	5	1998
93578315	A	5	1997
93578347	A	6	1998
93578413	A	6	1995
93578435	A	6	1995
93578443	A	92	9992
93578447	A	6	1998
93578486	A	92	9992
93578493	A	5	1997
93578500	A	6	1998
93578536	A	6	1998
93578537	A	6	1996
93578548	A	6	1997
93578609	A	92	9992
93578685	A	5	1996
93578693	A	92	9992
93578735	A	6	1997
93578741	A	6	1995
93578861	A	5	1998
93578897	92	92	9992
93578937	A	6	1998
93578961	A	92	9992
93579234	A	92	9992
93579239	A	6	1996
93579260	A	92	9992
93579267	A	92	9992
93579273	A	6	1996
93579278	A	6	1997
93579292	A	5	1995
93579293	A	5	2000
93579298	A	5	1995
93579333	A	92	9992
93579336	A	92	9992
93579379	A	6	1996
93579934	A	5	1998
93579938	A	5	1997
93579945	A	92	9992
93579948	A	92	9992
93579949	F	92	9992
93579959	A	92	9992
93579961	A	5	1999
93579963	A	5	1997
93579966	G	92	9992
93579977	A	92	9992
93579982	F	92	9992
93579984	A	92	9992
93579988	A	5	2000
93579993	A	5	1998
93579994	A	5	1996
93579995	A	92	9992
93579999	A	8	1996
93593001	A	92	9992
93606129	A	92	9992
93606726	A	6	1997
93608178	A	6	1997
93614072	A	6	1995
93614271	A	6	1996
93614277	92	92	9992
93614974	A	6	1997
93614977	A	6	1998
93619164	A	6	1999
93619267	A	6	2000
93619360	A	6	2000
93619361	A	6	2000
93619466	A	6	1999
93619861	A	6	1999
93624272	A	6	1997
93624972	A	6	1995
93636258	A	6	1995
93676125	A	6	1997
93676351	A	6	1998
93676754	A	6	1995
93678272	A	6	1995
93678674	A	6	1997
93678779	A	1	1996
93710031	A	6	2000
93710092	A	5	1999
93710179	92	92	9992
93710182	A	6	2002
93710217	G	92	9992
93710318	A	5	2000
93710319	A	5	2000
93710356	F	92	9992
93710397	A	5	1999
93710450	A	3	2000
93710473	A	92	9992
93710489	A	6	1998
93710587	A	6	1998
93710876	92	92	9992
93710913	92	92	9992
93710914	A	92	9992
93711070	A	92	9992
93711378	92	92	9992
93711876	A	6	2000
93711961	A	6	2000
93712210	A	5	2000
93712270	A	5	1999
93712272	A	92	9992
93712292	G	92	9992
93712295	A	5	1999
93712347	A	5	1999
93712399	A	5	2000
93712910	F	92	9992
93713033	A	5	2000
93713294	A	6	1999
93713335	A	5	2000
93713409	A	6	2000
93714010	A	92	9992
93714017	A	92	9992
93714021	A	6	2000
93714082	A	6	2000
93714087	G	92	9992
93714092	A	6	2000
93714111	F	92	9992
93714126	A	6	2001
93714190	A	6	2002
93714234	A	6	2000
93714236	G	92	9992
93714292	A	6	2000
93714387	A	6	2000
93714398	A	6	2000
93714890	A	6	1999
93714896	A	6	2000
93714914	A	92	9992
93714941	A	5	1999
93714984	A	6	2000
93715253	A	92	9992
93715257	92	6	2001
93715269	F	92	9992
93715362	A	6	1999
93715922	I	5	2000
93715932	A	5	2000
93715933	A	5	2000
93715935	A	92	9992
93715937	A	92	9992
93715953	92	6	2000
93715982	A	5	1999
93715989	A	92	9992
93715990	A	92	9992
93716058	A	6	2000
93716092	A	6	1999
93716093	A	92	9992
93716159	A	6	1999
93716196	A	6	1999
93716260	A	6	1999
93716333	A	6	2000
93716352	A	6	2000
93716424	A	6	2000
93716669	A	6	2000
93716905	A	6	1999
93716911	A	5	1999
93716915	A	5	2000
93716921	A	6	2000
93716927	A	6	2000
93716970	A	6	2000
93716975	G	92	9992
93716976	A	6	1999
93716993	A	6	1998
93717060	A	92	9992
93717156	A	92	9992
93717162	A	5	1999
93717257	A	92	9992
93717265	B	5	1998
93717464	A	5	1998
93717868	A	5	1998
93717869	F	92	9992
93717956	A	92	9992
93717958	A	6	1999
93717967	F	92	9992
93718017	G	92	9992
93718046	A	6	1999
93718100	A	6	2001
93718123	A	5	2000
93718129	A	5	2000
93718173	A	6	2000
93718192	92	92	9992
93718273	A	6	2000
93718280	B	7	1999
93718312	G	92	9992
93718316	F	92	9992
93718326	A	5	1999
93718368	A	5	2000
93718377	F	92	9992
93718397	92	92	9992
93718821	A	92	9992
93718943	A	6	2000
93718944	A	6	2000
93719930	G	92	9992
93719938	A	5	2000
93719971	F	92	9992
93719972	A	5	2000
94316255	A	6	2000
94500172	A	5	1996
94500212	A	5	1996
94500284	A	6	1996
94500619	G	92	9992
94500874	92	92	9992
94500877	92	92	9992
94500878	A	5	1996
94500925	A	92	9992
94501957	A	5	1997
94503030	A	6	1996
94503036	A	6	1997
94503334	A	6	1996
94503834	A	6	1996
94503902	A	6	1996
94503909	G	92	9992
94504082	A	6	1997
94504188	A	92	9992
94504223	A	6	1997
94504325	A	6	1997
94504708	A	6	2000
94504728	A	6	1996
94504828	A	6	1995
94504991	F	92	9992
94504994	F	92	9992
94506049	A	92	9992
94506051	A	5	1997
94506190	A	6	1995
94506247	A	6	1995
94506254	A	92	9992
94506271	A	6	1996
94506321	A	6	1997
94506340	A	5	1996
94506342	A	6	1998
94506376	A	6	1997
94506686	A	92	9992
94506933	A	6	1996
94506999	A	6	1996
94507152	A	92	9992
94507214	A	92	9992
94508068	A	5	1997
94508165	A	5	1998
94508237	A	6	1998
94508423	A	6	1996
94508567	A	5	1998
94508662	A	6	1997
94508679	A	6	1995
94508733	A	6	1998
94508929	A	92	9992
94540213	92	92	9992
94540311	A	5	1996
94543807	A	92	9992
94543907	A	5	1998
94544200	92	92	9992
94544304	A	6	1998
94546874	A	6	1997
94548379	A	6	1996
94548977	A	92	9992
94570029	A	6	2000
94570078	A	5	1995
94570083	A	6	1997
94570097	A	6	1996
94570151	A	6	1998
94570199	A	5	1997
94570220	A	6	1997
94570320	A	92	9992
94570384	A	6	1997
94570476	A	5	1996
94570479	A	5	1998
94570493	A	5	1995
94570526	A	6	1995
94570620	A	6	1995
94570694	A	5	1998
94570696	A	5	1997
94570699	A	5	1997
94570833	92	92	9992
94570851	A	2	1996
94570914	A	5	1996
94570920	A	6	1996
94570921	A	6	1998
94571009	A	92	9992
94571010	A	6	1995
94571015	A	6	1995
94571074	A	6	1998
94571100	A	6	1995
94571160	A	92	9992
94571176	A	6	1998
94571279	F	92	9992
94571310	A	6	1999
94571364	A	6	1998
94571367	A	6	1996
94571403	A	92	9992
94571405	A	92	9992
94571407	92	92	9992
94571468	A	6	1998
94571501	A	92	9992
94571502	A	6	1998
94571818	A	6	2000
94571870	A	92	9992
94571903	A	6	1995
94571906	A	6	2000
94571910	F	92	9992
94571971	G	92	9992
94572040	A	5	1996
94572046	A	92	9992
94572066	A	5	1998
94572104	A	5	1995
94572160	A	6	1995
94572194	A	5	1998
94572206	A	92	9992
94572208	A	5	1996
94572216	A	5	1996
94572220	F	92	9992
94572227	A	92	9992
94572263	A	6	1996
94572285	A	6	1995
94572288	A	6	1996
94572308	A	5	1998
94572312	A	5	1995
94572318	A	5	1998
94572325	92	92	9992
94572326	A	6	1999
94572343	A	5	1995
94572380	A	5	1998
94572385	A	6	1997
94572396	A	5	1997
94572560	A	6	1995
94572567	A	6	1996
94572661	A	6	1995
94572667	A	6	1997
94572878	A	5	1997
94572912	A	5	1997
94572918	A	5	1995
94572923	92	92	9992
94572929	F	92	9992
94572981	A	5	1999
94572984	A	6	1996
94572988	A	5	1999
94572989	A	5	1999
94573418	A	6	1998
94573439	A	12	1998
94573497	A	92	9992
94573690	A	5	1996
94573691	A	5	1995
94573693	A	5	1996
94573699	A	5	1996
94573941	92	92	9992
94573944	A	92	9992
94573949	A	92	9992
94573951	A	5	1995
94573955	A	5	1999
94573957	A	6	1996
94574031	B	6	1996
94574105	A	6	1997
94574112	A	92	9992
94574118	A	6	1998
94574119	A	6	1996
94574128	A	6	1998
94574135	G	92	9992
94574140	A	5	1996
94574235	A	6	1996
94574237	G	92	9992
94574241	A	5	1995
94574281	A	92	9992
94574310	A	6	1996
94574388	92	92	9992
94574412	F	92	9992
94574414	A	6	1996
94574494	A	6	1997
94574536	A	6	1995
94574729	A	6	1996
94574743	A	5	1996
94574748	92	92	9992
94574802	A	6	1999
94574815	F	92	9992
94574830	A	6	1996
94575006	A	6	1997
94575026	A	5	1998
94575029	A	5	1999
94575061	A	92	9992
94575068	A	6	2000
94575116	A	6	1996
94575130	A	5	1995
94575133	92	92	9992
94575152	A	5	1996
94575172	A	6	1995
94575194	A	6	1996
94575195	A	6	1996
94575211	A	6	1997
94575228	A	5	1998
94575231	A	5	1995
94575247	A	5	1998
94575261	A	6	1998
94575263	A	6	1998
94575278	A	6	1998
94575308	A	6	1998
94575320	A	5	1998
94575333	92	92	9992
94575387	A	5	1996
94575393	A	6	1997
94575425	A	6	1997
94575463	A	6	1997
94575471	92	92	9992
94575522	A	92	9992
94575622	A	5	1998
94575805	A	92	9992
94575838	A	5	1995
94575868	A	6	1996
94575872	A	6	1995
94575876	A	6	1995
94575907	A	92	9992
94575920	I	6	1997
94575940	A	5	1999
94575941	A	5	2000
94575943	A	5	1998
94575945	A	5	1997
94575948	A	5	1997
94575955	A	5	1996
94575966	A	6	1998
94575985	A	5	1996
94575991	A	6	1997
94576007	A	6	1997
94576024	A	6	1995
94576105	A	6	1998
94576154	A	6	1997
94576216	A	5	1996
94576232	A	6	1995
94576254	F	92	9992
94576263	A	92	9992
94576281	A	6	1998
94576285	G	92	9992
94576292	A	6	1995
94576344	A	5	1996
94576352	A	5	1995
94576357	A	5	1995
94576395	A	6	1997
94576411	A	5	1997
94576432	C	6	1997
94576537	A	6	1996
94576615	A	5	1998
94576646	A	6	1997
94576659	A	5	1995
94576661	A	6	1997
94576685	G	92	9992
94576706	A	6	1995
94576844	A	6	1999
94576985	A	6	1997
94576986	A	6	1998
94577061	B	5	1996
94577082	A	6	1998
94577084	A	7	1995
94577123	A	92	9992
94577128	A	6	1997
94577181	F	11	1996
94577226	A	92	9992
94577229	A	6	1998
94577264	A	5	1997
94577361	G	92	9992
94577452	A	5	1996
94577480	A	92	9992
94577781	A	6	1998
94577921	A	6	1996
94577923	A	92	9992
94577924	A	6	1998
94577981	A	6	1997
94578088	B	5	1995
94578096	A	5	1996
94578101	A	92	9992
94578110	A	5	1998
94578117	I	5	1998
94578127	A	92	9992
94578142	A	6	1996
94578149	A	6	1997
94578194	A	6	1995
94578218	A	6	1996
94578383	B	5	1996
94578410	A	6	1995
94578421	A	6	1996
94578490	A	6	1995
94578527	F	92	9992
94578587	I	5	1995
94578643	A	6	1996
94578780	B	5	1997
94578804	A	6	1996
94578874	A	92	9992
94578881	A	5	1995
94578890	A	6	1995
94578899	A	5	1996
94578910	A	6	1995
94578921	A	6	1997
94578943	A	6	1997
94578966	A	5	1998
94579174	A	92	9992
94579176	A	5	1998
94579179	A	92	9992
94579231	A	5	1998
94579232	A	5	1995
94579262	A	92	9992
94579290	A	5	1995
94579291	G	5	2000
94579292	A	5	1997
94579294	A	5	1999
94579295	A	92	9992
94579296	A	5	1999
94579375	A	6	1997
94579941	A	5	1998
94579944	A	5	1996
94579945	G	92	9992
94579946	A	5	2000
94579962	A	5	2000
94579997	A	5	2000
94579998	A	5	1995
94590253	G	92	9992
94590955	A	92	9992
94593905	A	6	1996
94614472	A	6	1995
94614679	A	6	1998
94614976	A	92	9992
94619063	A	6	1996
94619167	A	6	2000
94619262	A	6	1999
94619266	A	6	1995
94619369	A	6	1996
94619466	A	6	1998
94619467	A	6	1999
94619469	A	6	1997
94619867	A	6	1996
94619869	A	6	1996
94619963	A	6	1998
94619964	A	6	1997
94636354	A	1	1999
94676322	A	6	1996
94676728	F	92	9992
94676929	A	6	1997
94678273	A	6	1998
94678379	A	1	1996
94710033	A	5	1999
94710139	A	92	9992
94710238	A	5	2000
94710239	A	6	2000
94710376	A	5	2000
94710389	J	92	9992
94710390	A	6	2000
94710392	A	92	9992
94710450	A	6	1999
94710871	A	5	2000
94710883	A	6	2000
94710937	A	6	2000
94710974	A	5	1999
94710989	A	12	1997
94710994	A	5	1999
94710998	A	92	9992
94710999	A	5	2000
94711176	A	6	1999
94711177	A	6	2000
94711266	A	6	1999
94711862	A	6	1999
94711973	A	6	2000
94711974	A	6	1999
94712047	A	5	2000
94712211	A	5	2000
94712218	A	5	2000
94712341	A	5	2000
94712396	A	5	2000
94712917	A	5	1999
94712942	A	5	1999
94712975	A	92	9992
94712990	A	5	1999
94712991	A	5	1999
94713301	92	92	9992
94713603	A	92	9992
94713936	A	5	1999
94714020	A	6	2000
94714022	A	6	2000
94714085	B	6	1999
94714088	A	6	2000
94714117	A	6	2000
94714180	B	6	1999
94714231	A	92	9992
94714242	A	5	2000
94714244	G	92	9992
94714245	A	5	2000
94714310	A	1	2000
94714394	A	6	2000
94714398	F	92	9992
94714681	92	92	9992
94714934	A	6	2000
94714990	A	92	9992
94715025	A	5	2000
94715123	G	92	9992
94715254	92	6	2002
94715257	A	92	9992
94715393	A	6	1999
94715922	A	5	1999
94715954	A	92	9992
94715955	A	92	9992
94715980	A	5	2000
94715981	A	5	2000
94715982	F	92	9992
94715987	A	5	2000
94715994	92	92	9992
94716011	A	6	1999
94716068	A	6	1999
94716095	A	92	9992
94716153	A	92	9992
94716192	A	92	9992
94716217	A	5	2000
94716257	A	92	9992
94716265	A	6	2000
94716281	A	6	1999
94716290	A	92	9992
94716293	A	6	1998
94716315	A	5	2000
94716358	A	92	9992
94716627	A	6	2002
94716663	A	6	2000
94716893	A	6	1999
94716975	C	6	2000
94716976	F	92	9992
94717262	F	92	9992
94717461	A	5	1999
94718027	A	5	2000
94718105	92	6	1999
94718125	A	92	9992
94718180	A	9	2000
94718194	A	5	1999
94718211	A	6	2000
94718249	A	6	1999
94718273	A	92	9992
94718277	A	92	9992
94718284	A	5	1999
94718329	A	6	1999
94718342	A	6	2000
94718485	A	5	2000
94718687	A	92	9992
94718888	A	92	9992
94718944	A	6	2000
94718971	A	92	9992
94718987	G	92	9992
94718998	A	6	2000
94719270	G	92	9992
94719279	A	92	9992
94719932	A	6	2000
94719933	A	6	2000
94719934	A	92	9992
94719935	A	5	1998
94719936	A	92	9992
94719978	A	6	1999
95316359	A	6	2000
95316851	A	6	2000
95374971	A	6	2000
95374972	A	6	1999
95374973	A	6	1999
95374975	A	6	1999
95500036	A	5	1996
95500235	A	6	1997
95500280	A	6	1996
95500332	92	92	9992
95500710	G	92	9992
95500815	92	92	9992
95500839	A	5	1995
95501960	A	1	1999
95504188	A	6	1997
95504481	A	6	1998
95504484	A	6	1996
95504487	A	6	1997
95504608	A	6	1996
95504620	G	92	9992
95504707	A	6	1997
95504902	A	6	1999
95504947	A	5	1996
95506022	A	6	1998
95506098	A	92	9992
95506124	A	6	1997
95506154	A	5	1995
95506174	J	6	1997
95506181	G	92	9992
95506202	A	6	1999
95506230	A	6	1995
95506309	A	6	1997
95506395	A	6	1997
95506426	A	4	1995
95506482	A	6	1995
95506680	A	6	1998
95506684	G	92	9992
95506926	92	6	1997
95507059	A	6	1996
95507158	G	92	9992
95507311	A	92	9992
95507914	A	92	9992
95508034	A	8	1996
95508271	A	6	1996
95508323	A	92	9992
95508339	A	6	1998
95508931	A	6	1995
95508984	A	5	1994
95540910	A	5	1996
95543606	G	92	9992
95544983	A	6	1996
95544985	92	92	9992
95548074	A	6	1998
95548969	A	5	1997
95570097	A	5	1998
95570123	A	6	1997
95570184	A	92	9992
95570294	A	5	1995
95570299	A	92	9992
95570326	A	6	2000
95570353	A	92	9992
95570450	F	92	9992
95570588	A	6	1996
95570621	A	6	1999
95570692	A	6	1996
95570852	A	92	9992
95571018	A	6	1999
95571100	A	6	1995
95571112	A	6	1995
95571160	A	6	1999
95571204	A	6	1997
95571306	A	6	2000
95571316	A	6	1995
95571319	A	6	1997
95571601	A	6	1998
95571657	A	5	1997
95571669	A	6	1996
95571674	A	92	9992
95571679	A	6	1997
95571708	A	6	1997
95571819	A	6	1996
95571877	A	9	1998
95571913	A	6	1998
95572073	G	92	9992
95572078	G	92	9992
95572102	A	5	1997
95572107	A	5	1996
95572108	A	5	1997
95572111	A	5	1995
95572115	A	5	1997
95572206	A	5	1998
95572224	92	92	9992
95572227	G	92	9992
95572285	G	92	9992
95572289	A	6	1997
95572291	A	5	1996
95572306	A	5	1998
95572316	A	5	1995
95572318	A	5	1997
95572329	92	92	9992
95572376	A	5	1998
95572386	A	6	1995
95572398	A	5	1998
95572402	A	5	1996
95572405	A	5	1996
95572443	A	5	1996
95572804	A	5	1995
95572847	A	5	1996
95572876	A	5	1996
95572903	A	5	1998
95572925	A	92	9992
95572927	A	8	1995
95572981	G	92	9992
95572982	G	92	9992
95572984	A	5	1998
95572985	A	6	1996
95573031	A	6	1998
95573193	A	5	1995
95573219	A	6	1999
95573230	A	92	9992
95573233	A	6	1996
95573293	A	5	1996
95573294	A	5	1996
95573333	A	2	2002
95573407	A	92	9992
95573415	A	6	1996
95573618	C	6	1999
95573939	A	6	1995
95573949	A	92	9992
95573950	A	5	1997
95573951	A	5	1995
95573954	A	5	1997
95573956	A	5	1996
95573957	A	5	1996
95573958	A	5	1996
95573994	A	6	1998
95574031	G	92	9992
95574234	A	6	1997
95574295	F	92	9992
95574333	A	6	1996
95574408	A	6	1995
95574415	A	6	1996
95574502	A	6	1996
95574503	A	6	1997
95574529	A	6	1997
95574591	A	6	1997
95574604	A	6	1999
95574608	A	6	1999
95574615	A	5	2000
95574617	A	6	1996
95574638	A	92	9992
95574733	A	92	9992
95574745	A	92	9992
95574790	F	92	9992
95574804	A	6	1995
95574839	A	6	1995
95574937	A	92	9992
95574944	A	92	9992
95574998	F	92	9992
95575014	A	6	1995
95575018	A	6	1998
95575026	A	5	1996
95575029	G	92	9992
95575031	A	5	1997
95575062	A	6	1996
95575073	A	6	1998
95575081	G	92	9992
95575100	A	6	1999
95575122	G	92	9992
95575134	A	5	1996
95575153	A	6	1995
95575166	A	6	1996
95575203	A	6	1995
95575206	A	6	1999
95575211	A	6	1998
95575222	A	6	1997
95575241	A	5	2000
95575243	A	5	1995
95575244	A	5	1999
95575255	A	6	1995
95575259	A	5	1996
95575294	A	6	1998
95575309	A	92	9992
95575313	A	6	1995
95575319	A	6	1998
95575329	A	5	1998
95575331	92	5	1995
95575337	A	5	1995
95575351	A	6	1995
95575357	A	5	1996
95575377	A	6	1997
95575379	A	6	1996
95575386	A	5	1997
95575404	A	11	1999
95575426	F	92	9992
95575461	A	92	9992
95575462	A	6	1996
95575621	A	5	1996
95575628	A	92	9992
95575678	A	6	1998
95575805	A	6	1997
95575825	A	5	1999
95575860	A	6	1998
95575940	A	5	1999
95575941	A	5	1997
95575945	A	5	1998
