AID	EREXITST	ERGRADM	ERGRADY
98575190	A	6	1997
98575197	A	6	1998
98575204	A	6	1997
98575246	A	5	2000
98575317	A	6	1995
98575331	92	5	1998
98575355	A	6	1995
98575384	G	92	9992
98575386	A	5	1998
98575403	A	6	1995
98575404	A	92	9992
98575623	A	6	1995
98575808	A	6	2000
98575874	A	6	1998
98575902	A	6	1996
98575918	A	6	1996
98575940	A	92	9992
98575942	A	92	9992
98575946	A	7	1998
98575948	A	5	1996
98575954	F	92	9992
98575989	A	92	9992
98576059	J	92	9992
98576112	A	5	1998
98576118	A	5	1998
98576136	A	6	1997
98576169	A	6	1995
98576194	A	92	9992
98576215	G	92	9992
98576250	A	5	1995
98576313	A	6	1998
98576335	G	92	9992
98576346	A	12	1999
98576348	A	6	2000
98576416	A	5	1996
98576441	A	92	9992
98576467	A	6	1996
98576509	A	6	1996
98576545	A	6	1995
98576596	A	6	1997
98576600	F	92	9992
98576637	A	6	1998
98576688	A	6	1997
98576946	A	6	1995
98576952	A	5	1996
98576964	A	6	1995
98576996	A	92	9992
98577013	A	5	1998
98577061	A	5	1995
98577114	A	6	1997
98577151	A	6	1995
98577161	A	5	1996
98577165	F	92	9992
98577169	A	5	1997
98577181	F	92	9992
98577220	A	92	9992
98577226	A	6	1995
98577324	A	92	9992
98577327	A	6	1999
98577328	A	6	1998
98577484	92	92	9992
98577923	A	92	9992
98577924	A	92	9992
98577925	A	6	1995
98577954	A	5	1997
98578043	A	6	1996
98578079	A	6	1998
98578101	A	6	1995
98578198	A	5	1997
98578207	A	6	1998
98578267	A	5	1998
98578291	92	92	9992
98578299	A	5	1996
98578308	A	6	1996
98578316	A	6	1995
98578330	A	6	1997
98578334	F	92	9992
98578346	A	6	1995
98578348	A	6	1997
98578381	C	92	9992
98578397	A	6	1995
98578417	A	5	1997
98578432	A	6	1997
98578438	A	6	1998
98578448	A	6	1995
98578495	A	5	1996
98578548	A	6	1997
98578582	I	5	1997
98578723	A	6	1998
98578747	A	6	1998
98578767	A	92	9992
98578980	B	5	1996
98579239	A	5	1997
98579373	A	6	1995
98579930	A	5	1995
98579937	A	5	1997
98579938	A	5	1997
98579939	A	5	1997
98579940	A	5	1998
98579945	A	92	9992
98579948	A	5	1999
98579966	A	5	1998
98579968	A	5	1996
98579969	A	5	2000
98579976	F	92	9992
98579979	A	6	1995
98579991	A	5	1995
98579997	A	92	9992
98606027	G	6	1997
98606822	A	6	1996
98606929	A	1	1999
98608270	A	92	9992
98608876	A	5	1996
98619063	A	6	1997
98619068	A	6	1996
98619162	A	6	1998
98619360	A	6	1998
98619368	A	6	2001
98619466	A	6	2000
98619963	A	6	1998
98619965	G	92	9992
98619967	A	6	1996
98636350	A	6	1996
98646328	A	6	1996
98646329	A	6	1998
98676254	A	8	1996
98676352	A	6	1998
98676426	A	8	1999
98676651	A	4	2000
98676853	A	6	1998
98710078	A	5	1999
98710135	A	6	2000
98710156	A	6	2000
98710175	A	5	2000
98710195	A	5	1999
98710250	A	6	2000
98710286	A	92	9992
98710291	A	92	9992
98710292	A	92	9992
98710293	A	6	2000
98710650	A	92	9992
98710672	A	5	1999
98710913	A	92	9992
98710933	92	92	9992
98710991	A	6	2000
98711077	A	6	2000
98712214	A	5	1999
98712216	A	5	2000
98712218	A	5	1999
98712247	A	5	1999
98712295	A	5	1999
98712941	A	5	2000
98712942	A	5	1999
98712973	A	92	9992
98712976	A	5	1999
98713033	A	5	1999
98713204	A	92	9992
98713391	A	6	1999
98713806	A	5	2000
98713992	A	6	2000
98714025	A	6	2000
98714097	A	6	1999
98714198	F	92	9992
98714282	B	6	2000
98714312	A	92	9992
98714325	A	6	2000
98714380	G	92	9992
98714481	A	6	2000
98714888	A	6	2000
98714928	A	6	2000
98714991	A	6	2000
98715023	A	5	2000
98715097	A	92	9992
98715191	A	3	2000
98715250	A	92	9992
98715258	92	5	1999
98715263	A	6	2000
98715980	A	92	9992
98715983	F	92	9992
98715986	A	5	2000
98715994	A	6	2000
98716010	A	5	2000
98716054	G	92	9992
98716066	A	6	2000
98716117	A	5	1999
98716165	A	8	2000
98716167	A	6	1999
98716229	A	6	1996
98716251	A	6	2000
98716390	A	6	1998
98716423	A	6	1999
98716827	A	6	2002
98716897	A	6	1998
98716976	A	6	1999
98716978	A	6	1999
98717163	B	5	1999
98717259	A	92	9992
98717263	F	92	9992
98717960	A	5	1998
98718108	A	6	1999
98718112	A	6	2000
98718119	A	5	2001
98718174	A	92	9992
98718202	92	92	9992
98718206	A	6	1999
98718248	A	6	2001
98718269	A	92	9992
98718270	A	6	2001
98718293	F	92	9992
98718297	A	6	2000
98718821	A	92	9992
98718910	A	6	2000
98718912	A	6	2000
98718918	G	92	9992
98718974	A	6	2000
98718987	A	3	2000
98718989	B	5	1999
98718998	A	92	9992
98719270	G	92	9992
98719277	A	5	1999
98719932	A	5	2000
98719935	A	5	2000
99316152	A	5	1999
99374970	A	6	2000
99374972	A	6	1999
99374973	A	6	1999
99374974	A	6	2000
99500010	G	92	9992
99500087	A	6	1995
99500115	A	92	9992
99500139	A	92	9992
99500183	A	6	1995
99500228	A	92	9992
99500238	A	6	1997
99500276	A	5	1995
99500417	A	5	1995
99500530	92	92	9992
99500813	A	5	1998
99500857	A	1	1997
99503707	A	6	1996
99503801	A	6	1997
99503838	A	6	1998
99504049	A	92	9992
99504100	A	6	1998
99504105	A	6	1995
99504144	A	5	1997
99504205	A	6	1999
99504420	J	92	9992
99504424	A	92	9992
99504520	A	6	1997
99504703	A	6	1997
99504720	G	92	9992
99504849	A	1	2000
99504905	A	6	1997
99504999	A	92	9992
99506026	A	6	1995
99506149	A	5	1996
99506263	A	6	1997
99506266	A	6	1998
99506342	F	92	9992
99506360	A	6	1995
99506487	A	92	9992
99506495	A	92	9992
99506578	B	5	1995
99506935	A	6	1997
99506981	A	6	1998
99507018	A	5	1996
99507057	A	7	1997
99507059	A	92	9992
99507351	A	92	9992
99507853	A	5	1996
99507857	A	6	1995
99507859	G	5	1997
99507981	A	92	9992
99507986	A	8	1998
99508077	A	92	9992
99508120	A	6	1998
99508327	A	6	1995
99508430	A	92	9992
99508537	A	6	1996
99508568	A	92	9992
99508721	A	92	9992
99508738	A	92	9992
99508822	A	6	1998
99508928	A	92	9992
99540917	A	5	1995
99543908	A	6	1996
99544087	A	92	9992
99544202	A	6	1997
99546678	A	5	1995
99570022	G	92	9992
99570091	A	5	1998
99570170	92	92	9992
99570192	A	5	1995
99570327	A	6	1995
99570378	92	92	9992
99570390	A	6	1996
99570393	A	5	1998
99570398	A	5	1995
99570527	A	6	1998
99570679	92	92	9992
99570683	A	92	9992
99570695	A	5	1995
99570725	A	6	1996
99570726	A	6	1999
99570850	A	92	9992
99570879	92	92	9992
99570891	A	6	1996
99570920	A	6	2000
99570997	A	5	1997
99571065	A	6	1997
99571111	A	5	2000
99571157	A	5	1997
99571170	F	92	9992
99571202	A	6	1998
99571215	A	5	1998
99571216	A	92	9992
99571263	A	6	1998
99571273	G	92	9992
99571301	A	6	1997
99571314	A	92	9992
99571316	A	6	2000
99571353	A	5	1995
99571369	A	92	9992
99571375	F	92	9992
99571419	A	12	1998
99571478	F	92	9992
99571500	A	6	1998
99571660	A	92	9992
99571664	A	6	1997
99571818	A	6	1999
99571916	A	6	1997
99571950	A	6	1995
99572042	A	5	1997
99572110	A	1	1999
99572221	A	6	1996
99572224	92	92	9992
99572227	F	92	9992
99572228	A	92	9992
99572263	A	6	2000
99572272	A	92	9992
99572277	A	5	1997
99572283	A	5	1998
99572288	A	5	1998
99572317	A	5	1997
99572326	A	92	9992
99572347	A	5	1996
99572367	A	6	1995
99572383	A	5	1999
99572384	A	6	1997
99572386	A	6	1996
99572389	A	6	1997
99572392	A	5	1998
99572465	A	5	1998
99572467	A	6	1997
99572569	A	5	1998
99572643	A	5	1996
99572662	A	5	1998
99572875	A	5	1998
99572924	A	6	1997
99572925	A	5	1995
99572929	92	92	9992
99572944	A	5	1996
99572962	A	6	1997
99572975	A	5	1998
99572983	A	6	1995
99572984	A	6	1997
99572986	A	92	9992
99572988	A	5	1998
99573014	A	6	1999
99573036	A	7	1997
99573038	A	6	1995
99573216	A	6	1995
99573251	A	5	1996
99573253	A	5	1995
99573257	G	92	9992
99573258	A	3	1999
99573295	A	5	1995
99573314	A	6	1996
99573316	A	6	2000
99573394	A	6	1997
99573433	A	6	1997
99573637	G	92	9992
99573691	A	6	1998
99573692	A	5	1995
99573817	A	6	1997
99573898	A	6	1997
99573943	A	92	9992
99573944	A	6	1995
99573947	A	6	2000
99573948	A	92	9992
99573952	A	5	1998
99573953	A	92	9992
99573955	A	5	1997
99573957	A	5	2002
99573958	A	5	1997
99573959	G	92	9992
99573992	A	6	1997
99573998	A	5	1995
99573999	A	92	9992
99574097	F	92	9992
99574116	A	6	1995
99574118	A	6	1996
99574137	A	6	1998
99574199	A	6	1996
99574211	A	6	1996
99574415	F	92	9992
99574437	A	6	1996
99574499	A	6	1995
99574538	A	92	9992
99574615	A	6	1996
99574644	G	92	9992
99574686	A	6	1998
99574729	A	6	1998
99574804	A	6	2000
99574808	A	6	1997
99574899	A	6	1998
99574912	A	6	1996
99575001	A	6	1998
99575018	A	6	1997
99575019	A	6	1998
99575034	92	92	9992
99575081	A	5	1997
99575082	G	92	9992
99575087	A	5	1996
99575090	A	6	1996
99575096	A	6	1997
99575118	A	6	1995
99575131	A	6	1998
99575134	A	5	1996
99575153	92	6	1995
99575154	A	5	1997
99575157	92	5	1997
99575179	A	6	1995
99575185	A	5	1997
99575186	F	92	9992
99575216	A	6	1996
99575236	92	5	1996
99575237	A	5	1996
99575240	A	5	1999
99575242	A	5	1996
99575245	A	92	9992
99575248	A	5	1996
99575259	A	92	9992
99575260	A	6	1998
99575291	A	6	1996
99575305	A	6	1998
99575329	A	92	9992
99575335	A	5	1997
99575381	A	5	1995
99575400	A	6	2000
99575405	A	6	1998
99575473	A	6	1996
99575529	G	92	9992
99575579	A	6	1998
99575621	G	92	9992
99575626	A	5	1997
99575672	A	6	1995
99575805	A	6	1995
99575871	A	6	1997
99575879	A	6	1998
99575903	A	6	1997
99575930	A	5	1995
99575940	92	92	9992
99575941	A	5	1998
99575946	A	5	1997
99575947	A	5	1995
99575949	A	5	1996
99576001	A	92	9992
99576007	F	92	9992
99576009	F	92	9992
99576011	A	5	1996
99576055	G	5	1995
99576112	F	92	9992
99576146	A	5	1998
99576168	A	6	1998
99576206	A	6	1998
99576343	A	6	1999
99576347	A	92	9992
99576364	A	6	1996
99576456	A	5	1995
99576466	A	6	1997
99576542	A	6	1995
99576544	A	6	2000
99576589	G	92	9992
99576705	A	3	1996
99576818	A	5	1998
99576843	A	6	1999
99576912	A	5	1995
99576925	A	6	1998
99576938	C	92	9992
99576947	G	92	9992
99576983	A	6	1996
99577050	A	92	9992
99577121	A	92	9992
99577123	A	6	1997
99577127	A	6	2000
99577228	A	92	9992
99577250	A	92	9992
99577265	A	5	1998
99577285	A	1	1995
99577322	A	6	1999
99577358	A	5	1996
99577480	A	6	1998
99577517	G	92	9992
99577550	A	92	9992
99577655	A	5	1997
99577658	92	92	9992
99577686	A	92	9992
99577882	F	92	9992
99577920	A	92	9992
99577923	A	6	1995
99577928	A	92	9992
99577988	F	92	9992
99578019	A	6	1996
99578031	A	6	1995
99578109	A	6	1998
99578113	A	5	1998
99578127	A	92	9992
99578203	A	92	9992
99578226	A	6	1998
99578289	I	5	1995
99578303	A	6	1995
99578312	A	5	1998
99578348	A	6	1996
99578365	A	92	9992
99578414	A	5	1998
99578516	A	5	1997
99578522	A	92	9992
99578580	F	92	9992
99578591	92	92	9992
99578611	A	6	1995
99578642	A	92	9992
99578693	92	92	9992
99578729	A	6	1998
99578742	A	6	1995
99578784	I	5	1995
99578933	A	6	1997
99578941	A	6	1997
99578944	A	6	1995
99579176	A	6	1997
99579233	A	8	1998
99579239	A	92	9992
99579241	A	5	1996
99579242	A	5	1996
99579243	A	92	9992
99579249	F	92	9992
99579266	A	5	2000
99579270	A	5	1998
99579273	F	92	9992
99579277	A	6	1996
99579291	A	5	1996
99579294	A	5	1997
99579335	A	5	1997
99579337	A	5	1995
99579931	A	5	1996
99579933	A	92	9992
99579939	A	5	1996
99579947	A	5	1997
99579964	A	5	1998
99579966	A	5	1998
99579977	A	92	9992
99579979	A	6	1996
99579981	A	5	2000
99579987	A	5	2000
99579988	A	92	9992
99579995	A	5	1998
99579997	A	5	1995
99579998	A	5	1999
99590150	A	6	1995
99590351	G	92	9992
99606925	F	92	9992
99614073	A	6	1997
99614075	92	92	9992
99614278	A	6	1996
99614475	A	6	1996
99614970	A	6	1998
99614971	A	6	1996
99619160	A	92	9992
99619261	A	6	1995
99619364	A	6	1999
99619460	A	6	1996
99619860	A	6	2000
99619966	A	92	9992
99636350	A	6	1998
99646121	A	6	1998
99676124	G	92	9992
99676126	A	6	1998
99676320	F	92	9992
99676357	A	92	9992
99676658	A	6	1996
99676853	A	6	1997
99678179	A	6	1997
99678576	A	5	1996
99678670	A	5	1996
99678677	A	6	1998
99678877	A	6	1998
99678978	A	6	1995
99710010	92	92	9992
99710018	F	92	9992
99710038	A	1	2000
99710050	A	6	2001
99710084	A	6	1999
99710096	A	5	1999
99710181	A	6	1999
99710187	G	92	9992
99710298	A	5	2000
99710315	F	92	9992
99710319	F	92	9992
99710689	A	6	1998
99710774	A	5	1999
99711172	A	6	1999
99711176	A	92	9992
99711177	A	6	2000
99712041	A	5	1999
99712172	A	5	2000
99712176	A	5	1999
99712216	A	5	2000
99712217	A	5	1999
99712218	G	92	9992
99712240	A	5	2000
99712242	A	92	9992
99712274	A	5	2000
99712371	A	5	2000
99712390	A	92	9992
99712394	A	5	2000
99712901	A	5	2000
99712902	A	5	1999
99712905	A	5	2000
99712907	A	5	1999
99713094	A	6	1999
99713134	A	5	1999
99713197	A	6	2000
99713300	A	5	1999
99713392	A	6	2000
99713400	A	6	2000
99713501	92	92	9992
99713934	A	5	2000
99713999	A	6	1999
99714126	A	6	1999
99714185	A	6	2000
99714324	A	6	1999
99714346	A	92	9992
99714387	A	6	2000
99714927	G	92	9992
99714942	G	92	9992
99714995	A	92	9992
99715029	A	5	2000
99715095	A	6	1999
99715258	92	6	2000
99715286	A	5	1999
99715352	A	5	1999
99715357	A	92	9992
99715358	F	5	1998
99715365	A	6	1999
99715932	92	5	2000
99715933	92	5	1999
99715934	A	6	2000
99715939	A	5	2000
99715954	G	92	9992
99715958	F	92	9992
99715985	A	5	2000
99716062	A	6	1999
99716092	A	6	1999
99716186	A	6	1999
99716235	A	6	2000
99716258	A	5	2000
99716285	A	6	2000
99716352	A	6	2000
99716360	92	6	1999
99716369	F	92	9992
99716396	A	92	9992
99716629	G	92	9992
99716892	A	92	9992
99716902	A	6	1999
99716903	A	92	9992
99716905	A	6	2000
99716929	A	6	2000
99716958	A	6	2000
99716970	B	6	1999
99716971	A	6	2000
99716979	A	92	9992
99716994	A	92	9992
99717365	A	5	2000
99717366	B	5	1998
99717861	A	5	2000
99717911	A	92	9992
99717915	C	92	9992
99717916	A	92	9992
99717917	A	92	9992
99717919	A	92	9992
99718007	92	92	9992
99718014	A	5	1999
99718015	A	5	1999
99718016	G	92	9992
99718018	G	92	9992
99718041	A	6	2000
99718043	A	6	2000
99718088	A	5	2000
99718128	A	92	9992
99718129	A	92	9992
99718207	92	92	9992
99718222	A	92	9992
99718305	A	7	2000
99718310	A	6	2000
99718363	A	5	2000
99718423	A	5	1999
99718829	A	92	9992
99718845	A	11	1999
99718889	F	92	9992
99718901	A	92	9992
99718925	J	92	9992
99718944	A	6	1999
99719378	A	5	2000
99719930	A	5	2000
99719939	A	5	1999
99719976	G	92	9992
